marque,modele_version,cnit,puissance_fiscale,puissance_reelle,bv,urb,ex_urb,mixte,co2,carburant,etiquette_energie,bonus_malus
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53K3BPD69,9,80.0,M 6,12.8,8.2,9.9,263,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53K3BPD77,9,80.0,M 6,13.1,8.5,10.2,271,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53K3BPD78,9,80.0,M 6,13.1,8.5,10.2,271,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 37,MMB53K3BPE49,9,80.0,M 6,12.7,8.3,9.9,263,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 37,MMB53K3BPE58,9,80.0,M 6,13.0,8.4,10.1,268,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 37,MMB53K3BPE59,9,80.0,M 6,13.0,8.4,10.1,268,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53K3BPE85,8,80.0,M 6,11.5,7.5,8.9,237,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53K3BPE86,8,80.0,M 6,11.5,7.5,8.9,237,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53K3BPE94,8,80.0,M 6,11.6,7.7,9.1,242,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53K3BPE95,8,80.0,M 6,11.6,7.7,9.1,242,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53K3BPF39,9,80.0,M 6,12.9,8.5,10.1,268,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53K3BPF48,9,80.0,M 6,13.0,8.4,10.1,268,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53K3BPF49,9,80.0,M 6,13.0,8.4,10.1,268,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53K3BPF57,9,80.0,M 6,13.3,8.7,10.4,276,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53K3BPF58,9,80.0,M 6,13.3,8.7,10.4,276,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53K3BQB99,9,80.0,M 6,13.0,8.4,10.1,268,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53K3BQD79,9,80.0,M 6,13.1,8.5,10.2,271,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53K3BQE87,8,80.0,M 6,11.5,7.5,8.9,237,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53K3BQE96,8,80.0,M 6,11.6,7.8,9.2,245,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53K3BQF59,9,80.0,M 6,13.3,8.7,10.4,276,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53K3BRE88,8,80.0,M 6,11.6,7.6,9.0,239,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53K3BRE97,8,80.0,M 6,11.6,7.8,9.2,245,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53K3BSE89,8,80.0,M 6,11.6,7.6,9.0,239,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53K3BSE98,8,80.0,M 6,11.6,7.8,9.2,245,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53K3BTE99,8,80.0,M 6,11.6,7.8,9.2,245,GO,F,+ 1600
MERCEDES-BENZ,NOUVELLE A 180 CDI BERLINE BVM6 FAP,MMB53K4PCY10,6,80.0,M 6,6.4,4.3,5.1,136,GO,C,-
MERCEDES-BENZ,NOUVELLE A 180 CDI BERLINE BVM6,MMB53K4PCZ00,6,80.0,M 6,6.4,4.2,5.0,134,GO,C,-
MERCEDES-BENZ,NOUVELLE A 180 CDI BERLINE BVM6 FAP,MMB53K4PDY11,6,80.0,M 6,6.5,4.4,5.2,138,GO,C,-
MERCEDES-BENZ,NOUVELLE A 180 CDI BERLINE BVM6,MMB53K4PDY20,6,80.0,M 6,6.4,4.3,5.1,136,GO,C,-
MERCEDES-BENZ,NOUVELLE A 180 CDI BERLINE BVM6,MMB53K4PDZ01,6,80.0,M 6,6.4,4.3,5.1,136,GO,C,-
MERCEDES-BENZ,NOUVELLE A 180 CDI BERLINE BVM6,MMB53K4PEY21,6,80.0,M 6,6.5,4.4,5.2,138,GO,C,-
MERCEDES-BENZ,NOUVELLE A 180 CDI BERLINE BVM6,MMB53K4PEZ02,6,80.0,M 6,6.4,4.2,5.0,134,GO,C,-
MERCEDES-BENZ,NOUVELLE A 180 CDI BERLINE BVM6,MMB53K4PFZ03,6,80.0,M 6,6.4,4.3,5.1,136,GO,C,-
MERCEDES-BENZ,NOUVELLE A 180 CDI BERLINE BVM6,MMB53K4PGZ04,6,80.0,M 6,6.5,4.4,5.2,138,GO,C,-
MERCEDES-BENZ,NOUVELLE A 180 CDI BERLINE BVM6 FAP,MMB53K4PJY07,6,80.0,M 6,6.4,4.2,5.0,134,GO,C,-
MERCEDES-BENZ,NOUVELLE A 180 CDI BERLINE BVM6 FAP,MMB53K4PJY08,6,80.0,M 6,6.4,4.3,5.1,136,GO,C,-
MERCEDES-BENZ,NOUVELLE A 180 CDI BERLINE BVM6,MMB53K4PJY17,6,80.0,M 6,6.4,4.2,5.0,134,GO,C,-
MERCEDES-BENZ,NOUVELLE A 180 CDI BERLINE BVM6 FAP,MMB53K4PKY09,6,80.0,M 6,6.4,4.2,5.0,134,GO,C,-
MERCEDES-BENZ,NOUVELLE A 180 CDI BERLINE BVM6,MMB53K4PKY18,6,80.0,M 6,6.4,4.3,5.1,136,GO,C,-
MERCEDES-BENZ,NOUVELLE A 180 CDI BERLINE BVM6 FAP,MMB53K4PKY90,6,80.0,M 6,6.4,4.2,5.0,134,GO,C,-
MERCEDES-BENZ,NOUVELLE A 180 CDI BERLINE BVM6,MMB53K4PLY19,6,80.0,M 6,6.4,4.2,5.0,134,GO,C,-
MERCEDES-BENZ,NOUVELLE A 180 CDI BERLINE BVM6 FAP,MMB53K4PLY91,6,80.0,M 6,6.4,4.3,5.1,136,GO,C,-
MERCEDES-BENZ,NOUVELLE A 180 CDI BERLINE BVM6 FAP,MMB53K4PMY92,6,80.0,M 6,6.4,4.2,5.0,134,GO,C,-
MERCEDES-BENZ,NOUVELLE A 180 CDI BERLINE BVM6 FAP,MMB53K4PNY93,6,80.0,M 6,6.4,4.3,5.1,136,GO,C,-
MERCEDES-BENZ,NOUVELLE A 180 CDI BERLINE BVM6 FAP,MMB53K4PPY94,6,80.0,M 6,6.5,4.4,5.2,138,GO,C,-
MERCEDES-BENZ,NOUVELLE A 180 CDI COUPE BVM6,MMB53L1PJA00,6,80.0,M 6,6.4,4.2,5.0,134,GO,C,-
MERCEDES-BENZ,NOUVELLE A 180 CDI COUPE BVM6,MMB53L1PJA01,6,80.0,M 6,6.4,4.3,5.1,136,GO,C,-
MERCEDES-BENZ,NOUVELLE A 180 CDI COUPE BVM6,MMB53L1PKA02,6,80.0,M 6,6.5,4.4,5.2,138,GO,C,-
MERCEDES-BENZ,SPRINTER 211 CDI 37,MMB53L3B0M79,8,80.0,M 6,11.4,7.4,8.8,234,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 211 CDI 37,MMB53L3B0M88,9,80.0,M 6,12.6,8.2,9.8,260,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B0N78,8,80.0,M 6,11.6,7.7,9.1,242,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B0N87,9,80.0,M 6,12.5,8.1,9.7,258,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B0N96,9,80.0,M 6,12.7,8.1,9.8,260,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B0O59,9,80.0,M 6,12.6,8.2,9.8,260,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B0O68,9,80.0,M 6,12.8,8.2,9.9,263,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 37,MMB53L3B0O95,9,80.0,M 6,11.9,7.8,9.3,247,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B0P49,9,80.0,M 6,12.8,8.2,9.9,263,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 211 CDI 32,MMB53L3B0U17,8,80.0,M 6,11.6,7.6,9.0,239,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 211 CDI 32,MMB53L3B0U26,9,80.0,M 6,12.8,8.4,10.0,266,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 211 CDI 37,MMB53L3B0U44,9,80.0,M 6,11.9,7.8,9.3,247,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 211 CDI 37,MMB53L3B0U53,9,80.0,M 6,13.0,8.4,10.1,268,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 211 CDI 32,MMB53L3B0U71,8,80.0,M 6,11.8,7.7,9.2,245,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 211 CDI 32,MMB53L3B0U80,9,80.0,M 6,12.5,8.1,9.7,258,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 37,MMB53L3B0V16,9,80.0,M 6,11.9,7.8,9.3,247,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 311 CDI 37,MMB53L3B0V25,9,80.0,M 6,13.0,8.4,10.1,268,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B0V43,8,80.0,M 6,11.8,7.7,9.2,245,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B0V52,9,80.0,M 6,12.5,8.1,9.7,258,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B0V61,9,80.0,M 6,12.8,8.2,9.9,263,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B0W15,8,80.0,M 6,11.8,7.7,9.2,245,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B0W24,9,80.0,M 6,12.5,8.1,9.7,258,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B0W33,9,80.0,M 6,12.8,8.2,9.9,263,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 37,MMB53L3B0W60,8,80.0,M 6,11.8,7.7,9.2,245,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B0X05,9,80.0,M 6,12.5,8.1,9.7,258,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B0X14,9,80.0,M 6,12.9,8.5,10.1,268,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B0X23,9,80.0,M 6,13.3,8.7,10.4,276,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 211 CDI 37,MMB53L3B1M89,9,80.0,M 6,12.7,8.3,9.9,263,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B1N79,8,80.0,M 6,11.8,7.7,9.2,245,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B1N88,9,80.0,M 6,12.5,8.1,9.7,258,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B1N97,9,80.0,M 6,12.8,8.2,9.9,263,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B1O69,9,80.0,M 6,13.0,8.4,10.1,268,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 37,MMB53L3B1O96,9,80.0,M 6,12.1,8.0,9.5,252,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 211 CDI 37,MMB53L3B1T91,8,80.0,M 6,11.4,7.4,8.8,234,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 211 CDI 32,MMB53L3B1U18,8,80.0,M 6,11.6,7.7,9.1,242,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 211 CDI 32,MMB53L3B1U27,9,80.0,M 6,12.7,8.1,9.8,260,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 211 CDI 37,MMB53L3B1U45,9,80.0,M 6,12.1,8.0,9.5,252,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 211 CDI 37,MMB53L3B1U54,9,80.0,M 6,13.1,8.5,10.2,271,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 211 CDI 32,MMB53L3B1U63,8,80.0,M 6,11.4,7.4,8.8,234,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 211 CDI 32,MMB53L3B1U72,8,80.0,M 6,11.8,7.7,9.2,245,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 211 CDI 32,MMB53L3B1U81,9,80.0,M 6,12.6,8.2,9.8,260,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 211 CDI 32,MMB53L3B1U90,9,80.0,M 6,12.8,8.2,9.9,263,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 37,MMB53L3B1V17,9,80.0,M 6,12.1,8.0,9.5,252,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 37,MMB53L3B1V26,9,80.0,M 6,13.1,8.5,10.2,271,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B1V35,8,80.0,M 6,11.4,7.4,8.8,234,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B1V44,8,80.0,M 6,11.8,7.7,9.2,245,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B1V53,9,80.0,M 6,12.6,8.2,9.8,260,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B1V62,9,80.0,M 6,12.8,8.2,9.9,263,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B1W07,8,80.0,M 6,11.4,7.4,8.8,234,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B1W16,8,80.0,M 6,11.8,7.7,9.2,245,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B1W25,9,80.0,M 6,12.6,8.2,9.8,260,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B1W34,9,80.0,M 6,12.8,8.2,9.9,263,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 37,MMB53L3B1W61,9,80.0,M 6,11.9,7.8,9.3,247,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 311 CDI 37,MMB53L3B1W70,9,80.0,M 6,12.7,8.1,9.8,260,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B1X06,9,80.0,M 6,12.5,8.1,9.7,258,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B1X15,9,80.0,M 6,12.7,8.1,9.8,260,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B1X24,9,80.0,M 6,13.3,8.7,10.4,276,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B2N89,9,80.0,M 6,12.6,8.2,9.8,260,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B2N98,9,80.0,M 6,12.8,8.2,9.9,263,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 37,MMB53L3B2O97,9,80.0,M 6,12.2,8.1,9.6,255,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 211 CDI 37,MMB53L3B2T92,8,80.0,M 6,11.5,7.5,8.9,237,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 211 CDI 32,MMB53L3B2U19,8,80.0,M 6,11.8,7.7,9.2,245,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 211 CDI 32,MMB53L3B2U28,9,80.0,M 6,12.8,8.2,9.9,263,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 211 CDI 37,MMB53L3B2U46,9,80.0,M 6,12.2,8.1,9.6,255,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 211 CDI 32,MMB53L3B2U64,8,80.0,M 6,11.4,7.4,8.8,234,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 211 CDI 32,MMB53L3B2U73,9,80.0,M 6,11.9,7.8,9.3,247,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 211 CDI 32,MMB53L3B2U82,9,80.0,M 6,12.6,8.2,9.8,260,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 211 CDI 32,MMB53L3B2U91,9,80.0,M 6,13.0,8.4,10.1,268,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 37,MMB53L3B2V18,9,80.0,M 6,12.2,8.1,9.6,255,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B2V36,8,80.0,M 6,11.4,7.4,8.8,234,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B2V45,9,80.0,M 6,11.9,7.8,9.3,247,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B2V54,9,80.0,M 6,12.6,8.2,9.8,260,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B2V63,9,80.0,M 6,13.0,8.4,10.1,268,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 37,MMB53L3B2V90,9,80.0,M 6,12.2,8.1,9.6,255,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B2W08,8,80.0,M 6,11.4,7.4,8.8,234,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B2W17,9,80.0,M 6,11.9,7.8,9.3,247,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B2W26,9,80.0,M 6,12.6,8.2,9.8,260,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B2W35,9,80.0,M 6,13.0,8.4,10.1,268,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 37,MMB53L3B2W62,9,80.0,M 6,12.1,8.0,9.5,252,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 37,MMB53L3B2W71,9,80.0,M 6,12.8,8.2,9.9,263,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B2X07,9,80.0,M 6,12.6,8.2,9.8,260,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B2X16,9,80.0,M 6,12.7,8.1,9.8,260,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B3N99,9,80.0,M 6,13.0,8.4,10.1,268,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 37,MMB53L3B3O89,8,80.0,M 6,11.4,7.4,8.8,234,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 311 CDI 37,MMB53L3B3O98,9,80.0,M 6,12.3,8.2,9.7,258,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 211 CDI 37,MMB53L3B3T93,8,80.0,M 6,11.6,7.6,9.0,239,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 211 CDI 32,MMB53L3B3U29,9,80.0,M 6,13.0,8.4,10.1,268,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 211 CDI 37,MMB53L3B3U47,9,80.0,M 6,12.5,8.1,9.7,258,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 211 CDI 32,MMB53L3B3U65,8,80.0,M 6,11.5,7.5,8.9,237,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 211 CDI 32,MMB53L3B3U74,9,80.0,M 6,11.9,7.8,9.3,247,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 211 CDI 32,MMB53L3B3U83,9,80.0,M 6,12.7,8.3,9.9,263,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 211 CDI 32,MMB53L3B3U92,9,80.0,M 6,13.0,8.4,10.1,268,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 37,MMB53L3B3V19,9,80.0,M 6,12.5,8.1,9.7,258,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B3V37,8,80.0,M 6,11.5,7.5,8.9,237,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B3V46,9,80.0,M 6,11.9,7.8,9.3,247,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B3V55,9,80.0,M 6,12.7,8.3,9.9,263,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B3V64,9,80.0,M 6,13.0,8.4,10.1,268,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 37,MMB53L3B3V91,9,80.0,M 6,12.5,8.1,9.7,258,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B3W09,8,80.0,M 6,11.5,7.5,8.9,237,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B3W18,9,80.0,M 6,11.9,7.8,9.3,247,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B3W27,9,80.0,M 6,12.7,8.3,9.9,263,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B3W36,9,80.0,M 6,13.0,8.4,10.1,268,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 37,MMB53L3B3W63,9,80.0,M 6,12.2,8.1,9.6,255,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 37,MMB53L3B3W72,9,80.0,M 6,13.0,8.4,10.1,268,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B3W90,8,80.0,M 6,11.6,7.6,9.0,239,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B3X08,9,80.0,M 6,12.6,8.2,9.8,260,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B3X17,9,80.0,M 6,12.8,8.2,9.9,263,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 37,MMB53L3B4O99,9,80.0,M 6,12.5,8.1,9.7,258,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 211 CDI 37,MMB53L3B4T94,8,80.0,M 6,11.6,7.7,9.1,242,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 211 CDI 37,MMB53L3B4U39,8,80.0,M 6,11.4,7.4,8.8,234,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 211 CDI 37,MMB53L3B4U48,9,80.0,M 6,12.6,8.2,9.8,260,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 211 CDI 32,MMB53L3B4U66,8,80.0,M 6,11.5,7.5,8.9,237,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 211 CDI 32,MMB53L3B4U75,9,80.0,M 6,12.1,8.0,9.5,252,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 211 CDI 32,MMB53L3B4U84,9,80.0,M 6,12.7,8.3,9.9,263,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 211 CDI 32,MMB53L3B4U93,9,80.0,M 6,13.1,8.5,10.2,271,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B4V38,8,80.0,M 6,11.5,7.5,8.9,237,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B4V47,9,80.0,M 6,12.1,8.0,9.5,252,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B4V56,9,80.0,M 6,12.7,8.3,9.9,263,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B4V65,9,80.0,M 6,13.1,8.5,10.2,271,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 37,MMB53L3B4V83,8,80.0,M 6,11.4,7.4,8.8,234,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 311 CDI 37,MMB53L3B4V92,9,80.0,M 6,12.6,8.2,9.8,260,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B4W19,9,80.0,M 6,12.1,8.0,9.5,252,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B4W28,9,80.0,M 6,12.7,8.3,9.9,263,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B4W37,9,80.0,M 6,13.1,8.5,10.2,271,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B4W55,8,80.0,M 6,11.4,7.4,8.8,234,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 311 CDI 37,MMB53L3B4W64,9,80.0,M 6,12.3,8.2,9.7,258,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 37,MMB53L3B4W73,9,80.0,M 6,13.1,8.5,10.2,271,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B4W91,8,80.0,M 6,11.6,7.7,9.1,242,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B4X09,9,80.0,M 6,12.7,8.3,9.9,263,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B4X18,9,80.0,M 6,12.8,8.2,9.9,263,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 211 CDI 37,MMB53L3B5T95,8,80.0,M 6,11.8,7.7,9.2,245,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 211 CDI 37,MMB53L3B5U49,9,80.0,M 6,12.7,8.3,9.9,263,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 211 CDI 32,MMB53L3B5U67,8,80.0,M 6,11.6,7.6,9.0,239,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 211 CDI 32,MMB53L3B5U76,9,80.0,M 6,12.1,8.0,9.5,252,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 211 CDI 32,MMB53L3B5U85,9,80.0,M 6,12.8,8.4,10.0,266,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 211 CDI 32,MMB53L3B5U94,9,80.0,M 6,13.1,8.5,10.2,271,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B5V39,8,80.0,M 6,11.6,7.6,9.0,239,GO,F,+ 1600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B5V48,9,80.0,M 6,12.1,8.0,9.5,252,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B5V57,9,80.0,M 6,12.8,8.4,10.0,266,GO,G,+ 2600
MERCEDES-BENZ,SPRINTER 311 CDI 32,MMB53L3B5V66,9,80.0,M 6,13.1,8.5,10.2,271,GO,G,+ 2600
