marques,modele,typ._mines,cnit,carb,cv,puiss.,bv,urbain,ex.urb,mixte,co2
OPEL,ZAFIRA 2.0DTI 16V,MPL5362M6754,T98MONOCABGF112A15A024AAB7,GO,7,74.0,M 5,8.4,5.5,6.6,178
OPEL,ZAFIRA 2.0DTI 16V CLIM,MPL5362MD761,T98MONOCABHF112A15A225AAB7,GO,7,74.0,M 5,8.4,5.5,6.6,178
PEUGEOT,406BREAK 2.0HDi (110ch) BVA,MPE7304AS755,8ERHZR,GO,7,80.0,A 4,9.3,5.2,6.7,178
PEUGEOT,406FAMILIALE 2.0HDi (110ch) BVA,MPE7304AT756,8FRHZR,GO,7,80.0,A 4,9.3,5.2,6.7,178
PEUGEOT,6072.2HDi FAP,MPE5502LT577,9D4HXB,GO,8,98.0,M 5,8.9,5.5,6.7,178
VOLKSWAGEN,BORA BREAK TDI (100ch) TIPTRONIC,MVW73C4SR653,1JBVATDX01AGFA59A019O41N10GE,GO,7,74.0,A 5,8.8,5.3,6.6,178
VOLKSWAGEN,BORA BREAK TDI (130ch) TIPTRONIC,MVW75F4SQ744,1JBVASZX01AGFA59A014O41N10GE,GO,8,96.0,A 5,9.1,5.2,6.6,178
VOLKSWAGEN,BORA TDI (100ch) TIPTRONIC,MVW73D2SK358,1JSTATDX01AGFA59A019O41N10GE,GO,7,74.0,A 5,8.8,5.3,6.6,178
VOLKSWAGEN,BORA TDI (130ch) TIPTRONIC,MVW75D2SU330,1JSTASZX01AGFA59A014O41N10GE,GO,8,96.0,A 5,9.1,5.2,6.6,178
VOLKSWAGEN,GOLF TDI (100ch) TIPTRONIC,MVW73C2K1930,1JSCATDX01AGFA59A019O41N10GE,GO,7,74.0,A 5,8.8,5.3,6.6,178
VOLKSWAGEN,GOLF TDI (130ch) TIPTRONIC,MVW75C2KT884,1JSCASZX01AGFA59A014O41N10GE,GO,8,96.0,A 5,9.1,5.2,6.6,178
VOLKSWAGEN,PASSAT BREAK TDI (130ch) 4MOTION,MVW65D4EH558,3BGSEAVFX11SGQM61E020NQ0GE,GO,8,96.0,M 6,8.6,5.5,6.6,178
VOLKSWAGEN,PASSAT BREAK TDI (130ch) 4MOTION,MVW65D4EK561,3BGSEAVFX11SGQM61E020SQ0GE,GO,8,96.0,M 6,8.6,5.5,6.6,178
VOLKSWAGEN,SHARAN TDI (115ch),MVW54E6B9065,7MSEA8CAUYX01NSGFM62N003S,GO,7,85.0,M 6,8.6,5.5,6.6,178
VOLKSWAGEN,SHARAN TDI (90ch),MVW52E6BQ048,7MSEA8CANUX01NSGFM62N008R,GO,6,66.0,M 6,8.2,5.7,6.6,178
BMW,525d BERLINE,MBM5722D3485,5/DDL9101,GO,10,120.0,M 5,9.2,5.3,6.7,179
LANCIA,LYBRA 2.4JTD,MLC5602FA273,839AXL1A20B,GO,9,103.0,M 5,9.0,5.4,6.7,179
NISSAN,PRIMERA 4P 2.0TD,MJN5212B2265,P11DD06,GO,6,66.0,M 5,8.8,5.6,6.8,179
NISSAN,PRIMERA 5P 2.0TD,MJN5212BD276,P11HH06,GO,6,66.0,M 5,8.8,5.6,6.8,179
ALFA-ROMEO,156SW 2.4JTD,MAL5604EZ272,932B1B0042,GO,9,103.0,M 5,9.0,5.6,6.8,180
MERCEDES-BENZ,E 220 CDI BREAK,MMB56B4CP597,210KJ20CF0KGBBAA0,GO,9,105.0,M 6,9.1,5.5,6.8,180
SUZUKI,SAMURAI BACHE,MJS6003CM259,SJS04CLAMN,GO,5,47.0,M 5,8.3,5.9,6.8,180
SUZUKI,SAMURAI HARD-TOP,MJS6003CN260,SJS04CRAMN,GO,5,47.0,M 5,8.3,5.9,6.8,180
SUZUKI,SAMURAI LONG HARD-TOP,MJS6003CK257,SJL04CRAMN,GO,5,47.0,M 5,8.3,5.9,6.8,180
SUZUKI,SAMURAI LONG PICK-UP,MJS6003CL258,SJL04TPAMN,GO,5,47.0,M 5,8.3,5.9,6.8,180
SUZUKI,SAMURAI TOLE,MJS6004CQ261,SJS04VMAMN,GO,5,47.0,M 5,8.3,5.9,6.8,180
TOYOTA,COROLLA 5P 1.9D,MJT5112E1811,E11UWZE110(L)WZE110L-DLMDSW(1D),GO,5,51.0,M 5,8.6,5.4,6.6,180
CITROEN,BERLINGO 1.9D,MCT5104CP582,MFWJYB,GO,5,51.0,M 5,8.7,5.8,6.9,181
CITROEN,BERLINGO 1.9D,MCT5104CQ583,MFWJYB/A,GO,5,51.0,M 5,8.7,5.8,6.9,181
CITROEN,BERLINGO MODUTOP 1.9D,MCT5104CA603,MFWJYB/PMF,GO,5,51.0,M 5,8.7,5.8,6.9,181
FORD,GALAXY 1.9TDi,MFD5296AE111,WGRANU17AS,GO,6,66.0,M 6,8.3,5.8,6.7,181
MERCEDES-BENZ,C 270 CDI BERLINE,MMB57C2AR349,203R016F0KFAAA50,GO,10,125.0,M 6,9.7,5.1,6.8,181
OPEL,ASTRA 5P 2.0DI 16V BVA CLIM,MPL7162HT785,T98DU112A38CF55BAP5,GO,6,60.0,A 4,8.9,5.4,6.7,181
PEUGEOT,PARTNER 1.9D,MPE5104C0715,5FWJYF,GO,5,51.0,M 5,8.7,5.8,6.9,181
RENAULT,KANGOO 1.9D,MRE5002K6723,KC0JAF,GO,5,47.0,M 5,8.3,5.9,6.8,181
VOLKSWAGEN,BORA BREAK TDI (130ch) TIPTRONIC,MVW75F4SS746,1JBVASZX01AGFA59A014P41N10GE,GO,8,96.0,A 5,9.2,5.3,6.7,181
VOLKSWAGEN,PASSAT TDI (100ch) BVA,MVW73D2E7650,3BGSTAVBX01AGFA41N013NN0GE,GO,7,74.0,A 4,9.4,5.2,6.7,181
VOLKSWAGEN,PASSAT TDI (100ch) BVA,MVW73D2EA653,3BGSTAVBX01AGFA41N013SN0GE,GO,7,74.0,A 4,9.4,5.2,6.7,181
VOLKSWAGEN,SHARAN TDI (90ch),MVW52E6BR049,7MSEA8CANUX01NSGFM62N008S,GO,6,66.0,M 6,8.3,5.8,6.7,181
CITROEN,EVASION 2.0HDi,MCT5306HL657,AFRHZA,GO,7,80.0,M 5,8.4,5.6,6.7,182
CITROEN,JUMPY 2.0HDi,MCT5203J2458,BDRHXA,GO,6,69.0,M 5,8.4,5.8,6.8,182
CITROEN,JUMPY 2.0HDi,MCT5203J3459,BERHXA,GO,6,69.0,M 5,8.4,5.8,6.8,182
LANCIA,LYBRA SW 2.4JTD,MLC5604FF274,839BXL1A21B,GO,9,103.0,M 5,9.2,5.5,6.9,182
MERCEDES-BENZ,E 270 CDI BERLINE,MMB57C2CC271,210J016F0KRBBA50,GO,10,125.0,M 6,9.4,5.4,6.9,182
PEUGEOT,8062.0HDi,MPE5306HC795,AFRHZA,GO,7,80.0,M 5,8.4,5.6,6.7,182
PEUGEOT,EXPERT 2.0HDi,MPE5203GE487,BDRHXA,GO,6,69.0,M 5,8.4,5.8,6.8,182
MERCEDES-BENZ,C 270 CDI BREAK BOITE SEQUENTRONIC,MMB57C4AT868,203KR216F0BFAAA50,GO,10,125.0,M 6,9.3,5.7,6.9,183
SUZUKI,BALENO 4P 1.9L TD,MJS5102E2135,EGC51S5M/T,GO,6,55.0,M 5,9.1,5.7,7.0,183
SUZUKI,BALENO BREAK 1.9L TD,MJS5104EE143,EGC51W5M/T,GO,6,55.0,M 5,9.1,5.7,7.0,183
AUDI,A42.5TDI (155ch) BV6,MAU5792FR239,8ELAYMF1FM6EA0R8E60O,GO,9,114.0,M 6,9.7,5.3,6.8,184
BMW,320d BERLINE BVA,MBM7512CP875,346LAL7102,GO,8,100.0,A 5,9.2,5.6,6.9,184
CITROEN,EVASION 2.0HDi 16V,MCT5306HP660,AFRHWB,GO,7,80.0,M 5,8.8,5.9,6.9,184
FIAT,ULYSSE JTD,MFT5306QQ938,220AR500,GO,7,80.0,M 5,8.8,5.9,6.9,184
FIAT,ULYSSE JTD,MFT5316QK022,220AR51A,GO,7,80.0,M 5,8.8,5.9,6.9,184
LANCIA,Z 2.0JTD 16V,MLC5306EV245,220AR500L,GO,7,80.0,M 5,8.8,5.9,6.9,184
LANCIA,Z 2.0JTD 16V,MLC5306EE264,220AR51AL,GO,7,80.0,M 5,8.8,5.9,6.9,184
PEUGEOT,8062.0HDi 16V,MPE5306HF798,AFRHWB,GO,7,80.0,M 5,8.8,5.9,6.9,184
VOLKSWAGEN,PASSAT BREAK TDI (100ch) BVA,MVW73D4EM528,3BGSEAVBX01AGFA41N013NN0GE,GO,7,74.0,A 4,9.5,5.3,6.8,184
VOLKSWAGEN,PASSAT BREAK TDI (100ch) BVA,MVW73D4EP531,3BGSEAVBX01AGFA41N013SN0GE,GO,7,74.0,A 4,9.5,5.3,6.8,184
VOLKSWAGEN,PASSAT TDI (100ch) BVA,MVW73D2E8651,3BGSTAVBX01AGFA41N013NO0GE,GO,7,74.0,A 4,9.5,5.3,6.8,184
VOLKSWAGEN,PASSAT TDI (100ch) BVA,MVW73D2EB654,3BGSTAVBX01AGFA41N013SO0GE,GO,7,74.0,A 4,9.5,5.3,6.8,184
CITROEN,C52.2HDi BVA,MCT7502ML598,DC4HXE,GO,8,98.0,A 4,9.8,5.4,7.0,185
AUDI,A62.5L (155ch) MULTITRONIC,MAU9792KE561,4BLAYMF1FAVJ00R96P,GO,9,114.0,V 0,9.2,5.6,6.9,186
AUDI,A62.5L (155ch) MULTITRONIC,MAU9792KJ565,4BLAYMF1FAVJ00R99P,GO,9,114.0,V 0,9.2,5.6,6.9,186
AUDI,A62.5TDI (155ch) BV6,MAU5792KD547,4BLAYMF1FM6EA0R92P,GO,9,114.0,M 6,9.7,5.3,6.9,186
AUDI,A62.5TDI (155ch) BV6,MAU5792KH551,4BLAYMF1FM6EA0R96P,GO,9,114.0,M 6,9.7,5.3,6.9,186
AUDI,A62.5TDI (155ch) MULTITRONIC,MAU9792KA557,4BLAYMF1FAVJ00R92P,GO,9,114.0,V 0,9.2,5.6,6.9,186
AUDI,A6AVANT 2.5L (155ch) BV6,MAU5794K1567,4BAAYMF1FM6EA0R92P,GO,9,114.0,M 6,9.7,5.3,6.9,186
AUDI,A6AVANT 2.5L (155ch) BV6,MAU5794K5571,4BAAYMF1FM6EA0R96P,GO,9,114.0,M 6,9.7,5.3,6.9,186
AUDI,A6AVANT 2.5L (155ch) MULTITRONIC,MAU9794KY577,4BAAYMF1FAVJ00R92P,GO,9,114.0,V 0,8.2,5.6,6.9,186
BMW,330d TOURING,MBM5814C7937,346LAP9101,GO,11,135.0,M 5,9.6,5.5,7.0,186
BMW,330d TOURING,MBM5824CF703,346LEL9101,GO,11,135.0,M 5,9.6,5.5,7.0,186
CITROEN,JUMPY 2.0HDi 16V,MCT5303JZ542,BARHWB,GO,7,80.0,M 5,8.9,6.0,7.0,186
CITROEN,JUMPY 2.0HDi 16V,MCT5303J0543,BBRHWB,GO,7,80.0,M 5,8.9,6.0,7.0,186
CITROEN,JUMPY 2.0HDi 16V,MCT5303J1544,BDRHWB,GO,7,80.0,M 5,8.9,6.0,7.0,186
CITROEN,JUMPY 2.0HDi 16V,MCT5303J2545,BERHWB,GO,7,80.0,M 5,8.9,6.0,7.0,186
OPEL,ASTRA BREAK 2.0DI 16V BVA CLIM,MPL7164HV819,T98/KOMBIFU112A24BY39BAE5,GO,6,60.0,A 4,9.0,5.6,6.9,186
PEUGEOT,EXPERT 2.0HDi 16V,MPE5303G5637,BARHWB,GO,7,80.0,M 5,8.9,6.0,7.0,186
PEUGEOT,EXPERT 2.0HDi 16V,MPE5303G6638,BBRHWB,GO,7,80.0,M 5,8.9,6.0,7.0,186
PEUGEOT,EXPERT 2.0HDi 16V,MPE5303G7639,BDRHWB,GO,7,80.0,M 5,8.9,6.0,7.0,186
PEUGEOT,EXPERT 2.0HDi 16V,MPE5303G8640,BERHWB,GO,7,80.0,M 5,8.9,6.0,7.0,186
VOLKSWAGEN,PASSAT BREAK TDI (100ch) BVA,MVW73D4EN529,3BGSEAVBX01AGFA41N013NO0GE,GO,7,74.0,A 4,9.6,5.4,6.9,186
VOLKSWAGEN,PASSAT BREAK TDI (100ch) BVA,MVW73D4EQ532,3BGSEAVBX01AGFA41N013SO0GE,GO,7,74.0,A 4,9.6,5.4,6.9,186
VOLKSWAGEN,PASSAT TDI (100ch) BVA,MVW73D2E9652,3BGSTAVBX01AGFA41N013NP0GE,GO,7,74.0,A 4,9.6,5.4,6.9,186
VOLKSWAGEN,PASSAT TDI (100ch) BVA,MVW73D2EC655,3BGSTAVBX01AGFA41N013SP0GE,GO,7,74.0,A 4,9.6,5.4,6.9,186
VOLKSWAGEN,PASSAT V6 TDI,MVW56D2EE620,3BGSTAKNX01SGFM61E007NO0GE,GO,9,110.0,M 6,9.9,5.3,6.9,186
VOLKSWAGEN,PASSAT V6 TDI,MVW56D2EG622,3BGSTAKNX01SGFM61E007SO0GE,GO,9,110.0,M 6,9.9,5.3,6.9,186
BMW,525d TOURING,MBM5724DP503,5/DDP9101,GO,10,120.0,M 5,9.5,5.6,7.0,187
CITROEN,C5BREAK 2.2HDi BVA,MCT7504MM631,DE4HXE,GO,8,98.0,A 4,9.9,5.4,7.1,187
CITROEN,JUMPY 2.0HDi,MCT5203JN673,BDRHXB,GO,7,69.0,M 5,8.7,5.9,7.0,187
CITROEN,JUMPY 2.0HDi,MCT5203JP674,BERHXB,GO,7,69.0,M 5,8.7,5.9,7.0,187
MERCEDES-BENZ,E 270 CDI BREAK,MMB57B4CX605,210KJ216F0KRBBAA0,GO,10,125.0,M 6,9.6,5.6,7.1,187
PEUGEOT,EXPERT 2.0HDi,MPE5203GB811,BDRHXB,GO,7,69.0,M 5,8.7,5.9,7.0,187
MERCEDES-BENZ,E 220 CDI BREAK BVA,MMB76B4CS599,210KJ20CF0TFBBAA0,GO,9,105.0,A 5,9.4,5.7,7.1,188
NISSAN,PRIMERA BREAK 2.0TD,MJN5214BP284,P11MM03,GO,6,66.0,M 5,8.9,6.0,7.1,188
AUDI,A42.5TDI (155ch) BV6,MAU5792FS240,8ELAYMF1FM6EA0R8E60P,GO,10,114.0,M 6,9.8,5.4,7.0,189
BMW,530d BERLINE,MBM5822D9481,5/DDL7101,GO,12,142.0,M 5,9.7,5.6,7.1,189
MERCEDES-BENZ,C 200 CDI BREAK BVA,MMB74C4AP574,203KR20DF0TCAAA50,GO,8,85.0,A 5,9.8,5.6,7.1,189
MERCEDES-BENZ,C 220 CDI BREAK BVA,MMB76C4AW579,203KR20CF0TCAAA50,GO,9,105.0,A 5,9.8,5.6,7.1,189
MERCEDES-BENZ,C 270 CDI BERLINE BVA,MMB77C2AU350,203R016F0SDAAA50,GO,10,125.0,A 5,9.8,5.6,7.1,189
MERCEDES-BENZ,C 270 CDI BREAK,MMB57C4AA583,203KR216F0KFAAA50,GO,10,125.0,M 6,9.7,5.6,7.1,189
MERCEDES-BENZ,E 270 CDI BERLINE BVA,MMB77C2CG273,210J016F0SJBBA50,GO,10,125.0,A 5,9.6,5.7,7.2,189
RENAULT,ESPACE 2.2dCi (115ch),MRE5406HM863,JE0S05,GO,7,84.0,M 5,8.8,6.1,7.1,189
RENAULT,ESPACE 2.2dCi (130ch),MRE5506HV862,JE0K05,GO,8,95.0,M 5,8.8,6.1,7.1,189
RENAULT,GRAND ESPACE 2.2dCi (115ch),MRE5406HP865,JE0SL5,GO,7,84.0,M 5,8.8,6.1,7.1,189
RENAULT,GRAND ESPACE 2.2dCi (130ch),MRE5506HX864,JE0KL5,GO,8,95.0,M 5,8.8,6.1,7.1,189
VOLKSWAGEN,PASSAT BREAK TDI (100ch) BVA,MVW73D4EP530,3BGSEAVBX01AGFA41N013NP0GE,GO,7,74.0,A 4,9.7,5.5,7.0,189
VOLKSWAGEN,PASSAT BREAK TDI (100ch) BVA,MVW73D4ER533,3BGSEAVBX01AGFA41N013SP0GE,GO,7,74.0,A 4,9.7,5.5,7.0,189
VOLKSWAGEN,PASSAT BREAK V6 TDI,MVW56D4ER496,3BGSEAKNX01SGFM61E007NO0GE,GO,9,110.0,M 6,10.0,5.3,7.0,189
VOLKSWAGEN,PASSAT BREAK V6 TDI,MVW56D4EU499,3BGSEAKNX01SGFM61E007SO0GE,GO,9,110.0,M 6,10.0,5.3,7.0,189
VOLKSWAGEN,PASSAT TDI (130ch) TIPTRONIC,MVW75D2EJ660,3BGSTAVFX01AGFA51V022NN0GE,GO,8,96.0,A 5,9.9,5.4,7.0,189
VOLKSWAGEN,PASSAT TDI (130ch) TIPTRONIC,MVW75D2EM663,3BGSTAVFX01AGFA51V022SN0GE,GO,8,96.0,A 5,9.9,5.4,7.0,189
VOLKSWAGEN,PASSAT V6 TDI,MVW56D2EF621,3BGSTAKNX01SGFM61E007NP0GE,GO,9,110.0,M 6,10.0,5.4,7.0,189
VOLKSWAGEN,PASSAT V6 TDI,MVW56D2EH623,3BGSTAKNX01SGFM61E007SP0GE,GO,9,110.0,M 6,10.0,5.4,7.0,189
BMW,320d TOURING BVA,MBM7514CX879,346LAX7102,GO,9,100.0,A 5,9.6,5.7,7.1,190
NISSAN,X-TRAIL 2.2VDi,MJN6414NJ436,T30BB01,GO,7,84.0,M 6,9.2,6.0,7.2,190
ROVER,ROVER 75 DIESEL CD BVA,MRV7402J7637,RJLH02K,GO,8,85.0,A 5,10.0,5.2,6.9,190
ROVER,ROVER 75 DIESEL CG BVA,MRV7402J8638,RJLH02X,GO,8,85.0,A 5,10.0,5.2,6.9,190
ROVER,ROVER 75 TOURER DIESEL CD BVA,MRV7404JH607,RJTH01K,GO,8,85.0,A 5,10.0,5.2,6.9,190
ROVER,ROVER 75 TOURER DIESEL CG BVA,MRV7404JJ608,RJTH01X,GO,8,85.0,A 5,10.0,5.2,6.9,190
SUZUKI,GRAND VITARA 5P 2.0L TD 'COMMON RAIL',MJS6304JA244,FTD82V1,GO,7,80.0,M 5,8.0,5.8,6.6,190
TOYOTA,RAV4 3P 2.0TD4D,MJT6421B3626,A2CLA20(Z)CLA20L-AZMNYW(2B),GO,8,85.0,M 5,8.9,6.1,7.1,190
TOYOTA,RAV4 5P 2.0TD4D,MJT6422B9630,A2CLA21(W)CLA21L-AWMNYW(2B),GO,8,85.0,M 5,8.9,6.1,7.1,190
FIAT,DOBLO 1.9D,MFT5002UM993,223AXB1A01B,GO,5,46.0,M 5,9.2,6.0,7.2,191
FORD,KOMBI 2.0TD TRACTION (100ch),MFD5394DL048,FDEYABFAAC9CAA,GO,7,73.6,M 5,8.7,6.4,7.2,191
FORD,KOMBI 2.0TD TRACTION (100ch),MFD5394DR054,FDEYABFABC9CAA,GO,7,73.6,M 5,8.7,6.4,7.2,191
FORD,KOMBI 2.0TD TRACTION (100ch),MFD5384DQ988,FDFYABFABF9CAA,GO,7,73.6,M 5,8.7,6.4,7.2,191
FORD,TOURNEO 2.0TD TRACTION (100ch),MFD5394D7034,FBEYABFAAC9CAH,GO,7,73.6,M 5,8.7,6.4,7.2,191
TOYOTA,PREVIA 2.0TD4D,MJT5426M0580,R3CLR30(M)CLR30L-MFMDTW(4B),GO,8,85.0,M 5,9.0,6.1,7.2,191
TOYOTA,PREVIA 2.0TD4D 7PL,MJT5426MW576,R3CLR30(M)CLR30L-MFMDTW(3B),GO,8,85.0,M 5,9.0,6.1,7.2,191
AUDI,A6AVANT 2.5L (155ch) BV6,MAU5794K2568,4BAAYMF1FM6EA0R92Q,GO,10,114.0,M 6,9.9,5.5,7.1,192
AUDI,A6AVANT 2.5L (155ch) MULTITRONIC,MAU9794KE582,4BAAYMF1FAVJ00R96Q,GO,10,114.0,V 0,9.4,5.8,7.1,192
AUDI,A6AVANT 2.5L (155ch) MULTITRONIC,MAU9794KZ578,4BAAYMF1FAVJ00R92Q,GO,10,114.0,V 0,9.4,5.8,7.1,192
HYUNDAI,TRAJET 2.0L CRDi GLS Confort,MHY5412D7435,FOVD,GO,7,82.5,M 5,9.3,6.0,7.2,192
OPEL,OMEGA 2.2DTI 16V,MPL5462KM496,V94BN112A05FCGAB5,GO,7,81.0,M 5,9.6,5.6,7.1,192
VOLKSWAGEN,PASSAT BREAK TDI (130ch) TIPTRONIC,MVW75E4EJ134,3BGSEAVFX01AGFA51V022NO0GE,GO,8,96.0,A 5,10.0,5.6,7.1,192
VOLKSWAGEN,PASSAT BREAK TDI (130ch) TIPTRONIC,MVW75E4EL136,3BGSEAVFX01AGFA51V022SO0GE,GO,8,96.0,A 5,10.0,5.6,7.1,192
VOLKSWAGEN,PASSAT BREAK V6 TDI,MVW56D4ES497,3BGSEAKNX01SGFM61E007NP0GE,GO,9,110.0,M 6,10.1,5.4,7.1,192
VOLKSWAGEN,PASSAT BREAK V6 TDI,MVW56D4EV500,3BGSEAKNX01SGFM61E007SP0GE,GO,9,110.0,M 6,10.1,5.4,7.1,192
VOLKSWAGEN,PASSAT TDI (130ch) TIPTRONIC,MVW75D2EK661,3BGSTAVFX01AGFA51V022NO0GE,GO,8,96.0,A 5,10.0,5.5,7.1,192
VOLKSWAGEN,PASSAT TDI (130ch) TIPTRONIC,MVW75D2EN664,3BGSTAVFX01AGFA51V022SO0GE,GO,8,96.0,A 5,10.0,5.5,7.1,192
VOLKSWAGEN,SHARAN TDI (115ch) 4MOTION,MVW64E6BB066,7MSEA8CAUYX11NSGQM62N006Q,GO,8,85.0,M 6,9.1,5.9,7.1,192
VOLKSWAGEN,SHARAN TDI (115ch) 4MOTION,MVW64E6B1092,7MSEA8FAUYX11NSGQM62N006Q,GO,8,85.0,M 6,9.1,5.9,7.1,192
VOLKSWAGEN,SHARAN TDI (115ch) 4MOTION,MVW64E6BU110,7MSEA8TAUYX11NSGQM62N006Q,GO,8,85.0,M 6,9.1,5.9,7.1,192
AUDI,A82.5TDI (180ch) BV6,MAU5862BJ992,D2LAKEF1FM6EANR07P,GO,11,132.0,M 6,10.3,5.4,7.2,193
MERCEDES-BENZ,E 270 CDI BREAK BVA,MMB77B4C1607,210KJ216F0SJBBAA0,GO,10,125.0,A 5,9.8,5.9,7.3,193
PEUGEOT,6072.2HDi FAP BVA,MPE7502L0578,9D4HXE,GO,8,98.0,A 4,9.8,5.8,7.2,193
BMW,530d TOURING,MBM5824D6499,5/DDP7101,GO,12,142.0,M 5,9.6,5.9,7.3,194
FORD,GALAXY 1.9TDi BVA,MFD7496AE096,WGRAUY17BP,GO,8,85.0,A 5,9.3,5.9,7.2,194
VOLKSWAGEN,PASSAT BREAK TDI (130ch) TIPTRONIC,MVW75E4EK135,3BGSEAVFX01AGFA51V022NP0GE,GO,8,96.0,A 5,10.1,5.7,7.2,194
VOLKSWAGEN,PASSAT BREAK TDI (130ch) TIPTRONIC,MVW75E4EM137,3BGSEAVFX01AGFA51V022SP0GE,GO,8,96.0,A 5,10.1,5.7,7.2,194
VOLKSWAGEN,PASSAT BREAK V6 TDI,MVW56D4ET498,3BGSEAKNX01SGFM61E007NQ0GE,GO,9,110.0,M 6,10.2,5.5,7.2,194
VOLKSWAGEN,PASSAT BREAK V6 TDI,MVW56D4EW501,3BGSEAKNX01SGFM61E007SQ0GE,GO,9,110.0,M 6,10.2,5.5,7.2,194
VOLKSWAGEN,PASSAT TDI (130ch) TIPTRONIC,MVW75D2EL662,3BGSTAVFX01AGFA51V022NP0GE,GO,8,96.0,A 5,10.1,5.6,7.2,194
VOLKSWAGEN,PASSAT TDI (130ch) TIPTRONIC,MVW75D2EP665,3BGSTAVFX01AGFA51V022SP0GE,GO,8,96.0,A 5,10.1,5.6,7.2,194
VOLKSWAGEN,SHARAN TDI (115ch) TIPTRONIC,MVW74E6B4058,7MSEA8CAUYX01NAGFA59B009P,GO,8,85.0,A 5,9.3,5.9,7.2,194
VOLKSWAGEN,SHARAN TDI (115ch) TIPTRONIC,MVW74E6BY088,7MSEA8FAUYX01NAGFA59B009P,GO,8,85.0,A 5,9.3,5.9,7.2,194
VOLKSWAGEN,SHARAN TDI (115ch) TIPTRONIC,MVW74E6BR106,7MSEA8TAUYX01NAGFA59B009P,GO,8,85.0,A 5,9.3,5.9,7.2,194
AUDI,A82.5TDI (180ch) BV6,MAU5862BJ993,D2LAKEF1FM6EANR07Q,GO,11,132.0,M 6,10.4,5.5,7.3,196
RENAULT,KANGOO 4X4 1.9dCi,MRE6112K0060,KCAVA8,GO,6,59.0,M 5,9.3,6.3,7.4,196
SUZUKI,BALENO 4P 1.9L TD,MJS5102EC242,EGC51S5M/T,GO,6,55.0,M 5,9.1,6.2,7.3,196
SUZUKI,BALENO BREAK 1.9L TD,MJS5104EH243,EGC51W5M/T,GO,6,55.0,M 5,9.1,6.2,7.3,196
OPEL,OMEGA BREAK 2.2DTI 16V,MPL5464KS498,V94/KOMBIBN112A07JDGAC5,GO,7,81.0,M 5,9.8,5.8,7.3,197
RENAULT,SCENIC RX4 1.9dCi,MRE6306A7887,JAA50E,GO,7,75.0,M 5,8.9,6.6,7.4,197
SAAB,37385BERLINE 3.0V6 TiD (176ch),MSA5702CM388,YS3EXXXXE4LM01,GO,11,130.0,M 5,10.1,5.9,7.4,197
SEAT,ALHAMBRA TDI (115ch) 4,MSE6412D1848,7MSSEA8CAUYX11NSGQM62N006R,GO,8,85.0,M 6,9.3,6.1,7.3,197
VOLKSWAGEN,CARAVELLE COURTE TDI (150ch),MVW57D4PE446,7DZAXGBNX0N1P00J2SGFM52G007Q,GO,9,111.0,M 5,9.4,6.1,7.3,197
VOLKSWAGEN,CARAVELLE COURTE TDI (150ch),MVW57D4PK452,7DZAXGBNX0N1P40J2SGFM52G007Q,GO,9,111.0,M 5,9.4,6.1,7.3,197
VOLKSWAGEN,SHARAN TDI (115ch) 4MOTION,MVW64E6BC067,7MSEA8CAUYX11NSGQM62N006R,GO,8,85.0,M 6,9.3,6.1,7.3,197
VOLKSWAGEN,SHARAN TDI (115ch) 4MOTION,MVW64E6B2093,7MSEA8FAUYX11NSGQM62N006R,GO,8,85.0,M 6,9.3,6.1,7.3,197
VOLKSWAGEN,SHARAN TDI (115ch) 4MOTION,MVW64E6BV111,7MSEA8TAUYX11NSGQM62N006R,GO,8,85.0,M 6,9.3,6.1,7.3,197
MERCEDES-BENZ,C 270 CDI BREAK BVA,MMB77C4AD584,203KR216F0SDAAA50,GO,11,125.0,A 5,9.9,6.0,7.4,198
FORD,GALAXY 1.9TDi BVA,MFD7496AQ097,WGRAUY17BQ,GO,8,85.0,A 5,9.5,6.1,7.4,200
SEAT,ALHAMBRA 1.9TDI (115ch) TIPTRONIC,MSE7412DW840,7MSSEA8CAUYX01NAGFA59B009Q,GO,8,85.0,A 5,9.5,6.1,7.4,200
VOLKSWAGEN,SHARAN TDI (115ch) TIPTRONIC,MVW74E6B5059,7MSEA8CAUYX01NAGFA59B009Q,GO,8,85.0,A 5,9.5,6.1,7.4,200
VOLKSWAGEN,SHARAN TDI (115ch) TIPTRONIC,MVW74E6BZ089,7MSEA8FAUYX01NAGFA59B009Q,GO,8,85.0,A 5,9.5,6.1,7.4,200
VOLKSWAGEN,SHARAN TDI (115ch) TIPTRONIC,MVW74E6BS107,7MSEA8TAUYX01NAGFA59B009Q,GO,8,85.0,A 5,9.5,6.1,7.4,200
ALFA-ROMEO,1662.4JTD,MAL5602GU269,936A2B0015,GO,9,103.0,M 6,10.4,6.0,7.6,201
BMW,330d BERLINE,MBM6822CU173,346XAL9101,GO,11,135.0,M 5,10.1,6.2,7.6,202
BMW,330xd BERLINE,MBM6822CM650,346XEV9101,GO,11,135.0,M 5,10.1,6.2,7.6,202
FORD,KOMBI 2.0TD TRACTION (85ch),MFD5294DZ072,FDEYF3FAAC9CAA,GO,7,62.5,M 5,9.4,6.7,7.7,202
FORD,KOMBI 2.0TD TRACTION (85ch),MFD5294D5078,FDEYF3FABC9CAA,GO,7,62.5,M 5,9.4,6.7,7.7,202
