marque,modele_version,cnit,puissance_fiscale,puissance_reelle,bv,urb,ex-urb,mixte,co2,carburant,etiquette_energie,bonus(-)/malus(+)
AUDI,S3 SPORTBACK 2.0 TFSI (265ch) QUATTRO,M10AUDVP000S151,16,188.0,M 6,11.8,6.7,8.5,199.0,ES,E,+ 1600
AUDI,S4 AVANT 3.0 TFSI (333 ch) S TRONIC,M10AUDVP000S212,23,245.0,A 7,13.8,7.3,9.7,224.0,ES,F,+ 1600
AUDI,A4 AVANT 2.0 TFSI (180ch),M10AUDVP000S248,10,132.0,M 6,8.4,5.6,6.6,154.0,ES,D,-
AUDI,S5 V8 4.2 FSI (354 ch),M10AUDVP000S309,26,260.0,M 6,18.1,8.7,12.1,288.0,ES,G,+ 2600
AUDI,A5 CABRIOLET V6 3.2 FSI (265ch) QUATTRO S TRONIC,M10AUDVP000S406,17,195.0,A 7,13.8,7.0,9.5,219.0,ES,F,+ 1600
AUDI,S4 3.0 TFSI (333 ch),M10AUDVP000S478,23,245.0,M 6,13.7,7.3,9.7,225.0,ES,F,+ 1600
AUDI,A4 1.8 TFSI (160ch) MULTITRONIC,M10AUDVP000S503,9,118.0,V 0,9.4,5.9,7.2,169.0,ES,E,+ 750
AUDI,A3 1.4 TFSI (125ch) S TRONIC,M10AUDVP000S600,7,92.0,A 7,6.4,4.7,5.3,124.0,ES,C,-100
AUDI,A3 SPORTBACK 1.8 TFSI (160ch) quattro,M10AUDVP000S636,9,118.0,M 6,9.8,6.1,7.4,173.0,ES,E,+ 750
AUDI,S3 SPORTBACK 2.0 TFSI (265ch) QUATTRO,M10AUDVP000T152,16,188.0,M 6,11.8,6.7,8.5,199.0,ES,E,+ 1600
AUDI,S4 AVANT 3.0 TFSI (333 ch),M10AUDVP000T213,23,245.0,M 6,13.8,7.5,9.9,229.0,ES,F,+ 1600
AUDI,S5 V8 4.2 FSI (354 ch),M10AUDVP000T310,26,260.0,M 6,18.1,8.7,12.1,288.0,ES,G,+ 2600
AUDI,A4 ALLROAD QUATTRO V6 3.0TDI (240 ch) S TRONIC,M10AUDVP000T382,13,155.0,A 7,10.2,6.8,8.1,189.0,ES,E,+ 750
AUDI,A4 1.8 TFSI (160ch) MULTITRONIC,M10AUDVP000T504,9,118.0,V 0,9.4,5.9,7.2,169.0,ES,E,+ 750
AUDI,A5 SPORTBACK 2.0 TFSI (211ch) MULTITRONIC,M10AUDVP000T673,12,155.0,V 0,9.5,5.8,7.2,169.0,ES,E,+ 750
AUDI,S4 AVANT 3.0 TFSI (333 ch),M10AUDVP000U214,23,245.0,M 6,13.8,7.5,9.9,229.0,ES,F,+ 1600
AUDI,A4 AVANT 2.0 TFSI (180ch),M10AUDVP000U250,10,132.0,M 6,8.4,5.6,6.6,154.0,ES,D,-
AUDI,A4 ALLROAD QUATTRO V6 3.0 TDI (240 ch) S TRONIC,M10AUDVP000U383,13,155.0,A 7,10.2,6.8,8.1,189.0,ES,E,+ 750
AUDI,A4 V6 3.2 FSI MULTITRONIC,M10AUDVP000U480,17,195.0,V 0,11.6,6.2,8.2,192.0,ES,E,+ 750
AUDI,A4 1.8 TFSI (160ch),M10AUDVP000U505,9,118.0,M 6,9.5,5.6,7.1,164.0,ES,E,+ 750
AUDI,A5 SPORTBACK 2.0 TFSI (211ch) MULTITRONIC,M10AUDVP000U674,12,155.0,V 0,9.5,5.8,7.2,169.0,ES,E,+ 750
AUDI,A4 AVANT 2.0 TFSI (211ch) MULTITRONIC,M10AUDVP000V251,13,155.0,V 0,9.8,5.9,7.3,172.0,ES,E,+ 750
AUDI,A5 2.0 TFSI (211ch) QUATTRO,M10AUDVP000V348,12,155.0,M 6,9.7,5.8,7.3,169.0,ES,E,+ 750
AUDI,A4 ALLROAD QUATTRO V6 3.0TDI (240 ch),M10AUDVP000V384,13,155.0,M 6,10.2,6.5,7.9,184.0,ES,E,+ 750
AUDI,A4 1.8 TFSI (160ch),M10AUDVP000V506,9,118.0,M 6,9.5,5.6,7.1,164.0,ES,E,+ 750
AUDI,A5 SPORTBACK 2.0 TFSI (211ch),M10AUDVP000V675,12,155.0,V 0,9.5,5.8,7.2,169.0,ES,E,+ 750
AUDI,A4 AVANT V6 3.2 FSI MULTITRONIC,M10AUDVP000W216,17,195.0,V 0,11.6,6.5,8.4,197.0,ES,E,+ 1600
AUDI,A4 AVANT 2.0 TFSI (211ch) MULTITRONIC,M10AUDVP000W252,13,155.0,V 0,9.8,5.9,7.3,172.0,ES,E,+ 750
AUDI,A5 V6 3.2 FSI MULTITRONIC (265ch),M10AUDVP000W288,17,195.0,V 0,11.6,6.2,8.2,192.0,ES,E,+ 750
AUDI,A4 ALLROAD QUATTRO V6 3.0 TDI (240 ch),M10AUDVP000W385,13,155.0,M 6,10.2,6.5,7.9,184.0,ES,E,+ 750
AUDI,A5 CABRIOLET 1.8 TFSI (160ch) MULTITRONIC,M10AUDVP000W410,10,118.0,V 0,9.5,6.4,7.5,174.0,ES,E,+ 750
AUDI,A4 V6 3.2 FSI MULTITRONIC,M10AUDVP000W482,17,195.0,V 0,11.6,6.2,8.2,192.0,ES,E,+ 750
AUDI,A4 1.8 TFSI (160ch) QUATTRO,M10AUDVP000W507,10,118.0,M 6,10.3,6.1,7.6,176.0,ES,E,+ 750
AUDI,A5 SPORTBACK 2.0 TFSI (211ch) QUATTRO S TRONIC,M10AUDVP000W676,13,155.0,A 7,9.4,6.4,7.5,174.0,ES,E,+ 750
AUDI,A5 2.0 TFSI (211ch) QUATTRO,M10AUDVP000X350,12,155.0,M 6,9.7,5.8,7.3,169.0,ES,E,+ 750
AUDI,A5 CABRIOLET 1.8 TFSI (160ch) MULTITRONIC,M10AUDVP000X411,10,118.0,V 0,9.5,6.4,7.5,174.0,ES,E,+ 750
AUDI,A4 1.8 TFSI (160ch) QUATTRO,M10AUDVP000X508,10,118.0,M 6,10.3,6.1,7.6,176.0,ES,E,+ 750
AUDI,A5 SPORTBACK 2.0 TFSI (211ch) QUATTRO S TRONIC,M10AUDVP000X677,13,155.0,A 7,9.4,6.4,7.5,174.0,ES,E,+ 750
AUDI,A4 AVANT V6 3.2 FSI MULTITRONIC,M10AUDVP000Y218,17,195.0,V 0,11.6,6.5,8.4,197.0,ES,E,+ 1600
AUDI,A4 AVANT 2.0 TFSI (211ch),M10AUDVP000Y254,12,155.0,M 6,8.4,5.6,6.6,154.0,ES,D,-
AUDI,A5 V6 3.2 FSI MULTITRONIC (265ch),M10AUDVP000Y290,17,195.0,V 0,11.6,6.2,8.2,192.0,ES,E,+ 750
AUDI,A5 CABRIOLET 1.8 TFSI (160ch) MULTITRONIC,M10AUDVP000Y412,10,118.0,V 0,9.5,6.4,7.5,174.0,ES,E,+ 750
AUDI,A4 V6 3.2 FSI QUATTRO TIPTRONIC,M10AUDVP000Y484,17,195.0,A 6,13.1,7.0,9.3,215.0,ES,F,+ 1600
AUDI,A4 2.0 TFSI (180ch) MULTITRONIC,M10AUDVP000Y509,10,132.0,V 0,9.4,5.7,7.1,167.0,ES,E,+ 750
AUDI,A5 SPORTBACK 2.0 TFSI (211ch) QUATTRO S TRONIC,M10AUDVP000Y678,13,155.0,A 7,9.4,6.4,7.5,174.0,ES,E,+ 750
AUDI,A5 2.0 TFSI (211ch) QUATTRO,M10AUDVP000Z352,12,155.0,M 6,9.7,5.8,7.3,169.0,ES,E,+ 750
AUDI,A5 CABRIOLET 1.8 TFSI (160ch),M10AUDVP000Z413,9,118.0,M 6,10.0,5.9,7.4,172.0,ES,E,+ 750
AUDI,A4 2.0 TFSI (180ch) MULTITRONIC,M10AUDVP000Z510,10,132.0,V 0,9.4,5.7,7.1,167.0,ES,E,+ 750
AUDI,A3 1.8 TFSI (160ch) S TRONIC,M10AUDVP000Z607,9,118.0,A 7,8.5,5.2,6.5,149.0,ES,D,-
AUDI,A8 4.2 FSI (372ch) QUATTRO,M10AUDVP0016067,26,273.0,A 8,13.3,7.2,9.5,219.0,ES,F,+ 1600
AUDI,A8 4.2 FSI (372ch) QUATTRO,M10AUDVP0017068,26,273.0,A 8,13.3,7.2,9.5,219.0,ES,F,+ 1600
AUDI,A8 4.2 FSI (372ch) QUATTRO,M10AUDVP0018069,26,273.0,A 8,13.3,7.2,9.5,219.0,ES,F,+ 1600
AUDI,A8 4.2 FSI (372ch) QUATTRO,M10AUDVP0019070,26,273.0,A 8,13.3,7.2,9.5,219.0,ES,F,+ 1600
AUDI,A8 4.2 FSI (372ch) QUATTRO,M10AUDVP001A071,26,273.0,A 8,13.3,7.2,9.5,219.0,ES,F,+ 1600
AUDI,A8 4.2 FSI (372ch) QUATTRO,M10AUDVP001B072,26,273.0,A 8,13.3,7.2,9.5,219.0,ES,F,+ 1600
AUDI,A3 1.2 TFSI (105ch)  S TRONIC,M10AUDVP001H078,6,77.0,A 7,6.5,4.6,5.3,123.0,ES,C,-100
AUDI,A3 1.2 TFSI (105ch)  S TRONIC,M10AUDVP001J079,6,77.0,A 7,6.5,4.6,5.3,123.0,ES,C,-100
AUDI,A3 APORTBACK 1.2 TFSI (105ch) S TRONIC,M10AUDVP001P085,6,77.0,A 7,6.5,4.6,5.3,123.0,ES,C,-100
AUDI,A3 APORTBACK 1.2 TFSI (105ch) S TRONIC,M10AUDVP001P086,6,77.0,A 7,6.5,4.6,5.3,123.0,ES,C,-100
AUDI,S5 SPORTBACK,M10AUDVP001P280,23,245.0,A 7,13.5,7.0,9.4,219.0,ES,F,+ 1600
AUDI,S5 SPORTBACK,M10AUDVP001R281,23,245.0,A 7,13.5,7.0,9.4,219.0,ES,F,+ 1600
AUDI,S5 SPORTBACK,M10AUDVP001R282,23,245.0,A 7,13.5,7.0,9.4,219.0,ES,F,+ 1600
AUDI,A5 SPORTBACK 1.8 TFSI (160 ch),M10AUDVP001S283,9,118.0,V 0,9.4,5.9,7.2,169.0,ES,E,+ 750
AUDI,A5 SPORTBACK 1.8 TFSI (160 ch),M10AUDVP001T284,9,118.0,V 0,9.4,5.9,7.2,169.0,ES,E,+ 750
AUDI,A5 SPORTBACK 1.8 TFSI (160 ch),M10AUDVP001U285,9,118.0,V 0,9.4,5.9,7.2,169.0,ES,E,+ 750
BMW,525i xDrive TOURING,M10BMWVP0001209,14,160.0,M 6,12.0,6.6,8.6,203.0,ES,F,+ 1600
BMW,630i CABRIOLET,M10BMWVP0002185,18,200.0,M 6,11.8,6.3,8.3,198.0,ES,E,+ 1600
BMW,525i xDrive TOURING,M10BMWVP0002210,14,160.0,A 6,11.8,6.7,8.6,204.0,ES,F,+ 1600
BMW,630i CABRIOLET,M10BMWVP0003186,17,200.0,A 6,11.6,6.0,8.1,192.0,ES,E,+ 750
BMW,335i xDrive TOURING,M10BMWVP0003405,21,225.0,M 6,14.2,7.2,9.8,235.0,ES,F,+ 1600
BMW,325i TOURING,M10BMWVP0003574,13,160.0,M 6,9.9,5.8,7.3,170.0,ES,E,+ 750
BMW,520i TOURING,M10BMWVP0004309,10,125.0,M 6,9.4,5.6,6.9,166.0,ES,E,+ 750
BMW,335i xDrive TOURING,M10BMWVP0004406,21,225.0,A 6,13.9,7.4,9.8,235.0,ES,F,+ 1600
BMW,325i TOURING,M10BMWVP0004575,13,160.0,A 6,10.2,6.1,7.6,178.0,ES,E,+ 750
BMW,120i BERLINE 3P,M10BMWVP0004672,10,125.0,M 6,8.6,5.4,6.6,153.0,ES,D,-
BMW,120i BERLINE 5P,M10BMWVP0004794,10,125.0,M 6,8.6,5.4,6.6,153.0,ES,D,-
BMW,530i xDrive TOURING,M10BMWVP0005213,18,200.0,M 6,12.3,6.6,8.7,205.0,ES,F,+ 1600
BMW,520i TOURING,M10BMWVP0005310,10,125.0,A 6,9.5,5.5,7.0,167.0,ES,E,+ 750
BMW,335i xDrive BERLINE,M10BMWVP0005382,21,225.0,A 6,13.8,7.3,9.7,232.0,ES,F,+ 1600
BMW,120i BERLINE 3P,M10BMWVP0005673,10,125.0,A 6,8.9,5.3,6.6,155.0,ES,D,-
BMW,120i BERLINE 5P,M10BMWVP0005795,10,125.0,A 6,8.9,5.3,6.6,155.0,ES,D,-
BMW,530i xDrive TOURING,M10BMWVP0006214,18,200.0,A 6,12.4,6.4,8.6,204.0,ES,F,+ 1600
BMW,550i GRAN TURISMO,M10BMWVP0006990,31,300.0,A 8,16.2,8.3,11.2,263.0,ES,G,+ 2600
BMW,525i BERLINE,M10BMWVP0007251,13,160.0,M 6,10.6,5.8,7.6,179.0,ES,E,+ 750
BMW,116i BERLINE 3P,M10BMWVP0007772,7,90.0,M 6,7.9,5.1,6.1,143.0,ES,D,-
BMW,650i CABRIOLET,M10BMWVP0008191,28,270.0,M 6,19.2,8.8,12.6,299.0,ES,G,+ 2600
BMW,525I BERLINE,M10BMWVP0008252,13,160.0,A 6,10.7,6.0,7.7,182.0,ES,E,+ 750
BMW,116i BERLINE 3P,M10BMWVP0008773,7,90.0,A 6,8.7,5.4,6.6,154.0,ES,D,-
BMW,650i CABRIOLET,M10BMWVP0009192,27,270.0,A 6,16.5,7.7,10.9,258.0,ES,G,+ 2600
BMW,530i BERLINE,M10BMWVP000B219,17,200.0,M 6,11.2,6.0,7.9,186.0,ES,E,+ 750
BMW,530i BERLINE,M10BMWVP000C220,17,200.0,A 6,11.0,5.8,7.7,182.0,ES,E,+ 750
BMW,523i TOURING,M10BMWVP000E319,12,140.0,M 6,10.9,6.1,7.9,186.0,ES,E,+ 750
BMW,523i TOURING,M10BMWVP000F320,12,140.0,A 6,10.9,6.2,7.9,186.0,ES,E,+ 750
BMW,130i BERLINE 5P,M10BMWVP000G806,17,190.0,M 6,12.4,6.3,8.5,199.0,ES,E,+ 1600
BMW,530i TOURING,M10BMWVP000H225,17,200.0,M 6,11.5,6.1,8.1,191.0,ES,E,+ 750
BMW,318i TOURING,M10BMWVP000H552,8,105.0,M 6,8.1,5.3,6.3,147.0,ES,D,-
BMW,130i BERLINE 5P,M10BMWVP000H807,17,190.0,A 6,12.5,6.2,8.5,199.0,ES,E,+ 1600
BMW,X1 xDrive28i,M10BMWVP000H940,17,190.0,A 6,13.0,7.3,9.4,219.0,ES,F,+ 1600
BMW,530i TOURING,M10BMWVP000J226,17,200.0,A 6,11.4,5.9,7.9,187.0,ES,E,+ 750
BMW,318i TOURING,M10BMWVP000J553,8,105.0,A 6,8.9,5.6,6.8,159.0,ES,D,+ 200
BMW,118i BERLINE 3P,M10BMWVP000J748,8,105.0,M 6,7.9,5.1,6.1,143.0,ES,D,-
BMW,630i COUPE,M10BMWVP000K167,17,200.0,M 6,11.2,6.0,7.9,188.0,ES,E,+ 750
BMW,630i COUPE,M10BMWVP000L168,17,200.0,A 6,11.0,5.8,7.7,184.0,ES,E,+ 750
BMW,525i TOURING,M10BMWVP000M327,13,160.0,M 6,11.1,6.0,7.9,186.0,ES,E,+ 750
BMW,525i TOURING,M10BMWVP000N328,13,160.0,A 6,11.0,6.1,7.9,186.0,ES,E,+ 750
BMW,520i BERLINE,M10BMWVP000P233,10,125.0,M 6,9.2,5.4,6.7,162.0,ES,E,+ 750
BMW,650i COUPE,M10BMWVP000R173,27,270.0,M 6,17.8,8.1,11.7,279.0,ES,G,+ 2600
BMW,650i COUPE,M10BMWVP000R174,27,270.0,A 6,15.9,7.4,10.5,249.0,ES,F,+ 2600
BMW,525i xDrive BERLINE,M10BMWVP000R199,14,160.0,M 6,11.6,6.4,8.3,196.0,ES,E,+ 1600
BMW,520i BERLINE,M10BMWVP000R234,10,125.0,A 6,9.4,5.4,6.9,164.0,ES,E,+ 750
BMW,130i BERLINE 3P,M10BMWVP000R684,17,190.0,M 6,12.4,6.3,8.5,199.0,ES,E,+ 1600
BMW,118i BERLINE 5P,M10BMWVP000R878,8,105.0,M 6,7.9,5.1,6.1,143.0,ES,D,-
BMW,525i xDrive BERLINE,M10BMWVP000S200,14,160.0,A 6,11.5,6.4,8.3,196.0,ES,E,+ 1600
BMW,130i BERLINE 3P,M10BMWVP000S685,17,190.0,A 6,12.5,6.2,8.5,199.0,ES,E,+ 1600
BMW,118i BERLINE 5P,M10BMWVP000S879,8,105.0,A 6,8.7,5.4,6.6,154.0,ES,D,-
BMW,550i BERLINE,M10BMWVP000U274,27,270.0,M 6,16.6,7.6,10.9,260.0,ES,G,+ 2600
BMW,530i xDrive BERLINE,M10BMWVP000V203,18,200.0,M 6,11.9,6.4,8.4,198.0,ES,E,+ 1600
BMW,320i TOURING,M10BMWVP000V566,10,125.0,M 6,8.3,5.3,6.4,149.0,ES,D,-
BMW,320i TOURING,M10BMWVP000W567,10,125.0,A 6,9.5,5.5,7.0,164.0,ES,E,+ 750
BMW,325i xDrive TOURING,M10BMWVP000X399,13,160.0,M 6,11.1,6.5,8.2,190.0,ES,E,+ 750
BMW,550i TOURING,M10BMWVP000Y339,27,270.0,M 6,17.0,7.8,11.2,267.0,ES,G,+ 2600
BMW,325i xDrive TOURING,M10BMWVP000Y400,14,160.0,A 6,11.2,6.6,8.3,194.0,ES,E,+ 750
BMW,335i xDrive COUPE,M10BMWVP000Y436,21,225.0,A 6,13.8,7.3,9.7,232.0,ES,F,+ 1600
BMW,335i TOURING,M10BMWVP000Y594,21,225.0,M 6,13.4,6.9,9.3,222.0,ES,F,+ 1600
BMW,535i GRAN TURISMO,M10BMWVP000Y982,21,225.0,A 8,12.3,6.9,8.9,209.0,ES,F,+ 1600
BMW,550i TOURING,M10BMWVP000Z340,27,270.0,A 6,16.1,7.5,10.7,254.0,ES,G,+ 2600
BMW,335i TOURING,M10BMWVP000Z595,21,225.0,A 6,13.2,7.0,9.3,223.0,ES,F,+ 1600
BMW,X6 xDrive35i,M10BMWVP0010631,22,225.0,A 6,14.9,8.9,11.1,259.0,ES,G,+ 2600
BMW,M5 BERLINE,M10BMWVP0010728,43,373.0,A 7,21.7,10.2,14.4,344.0,ES,G,+ 2600
BMW,330i TOURING,M10BMWVP0010789,17,200.0,A 6,10.7,6.2,7.9,184.0,ES,E,+ 750
BMW,330i xDrive COUPE,M10BMWVP0010958,17,200.0,A 6,11.2,6.6,8.3,193.0,ES,E,+ 750
BMW,125i CABRIOLET,M10BMWVP0011208,14,160.0,M 6,12.1,6.2,8.4,195.0,ES,E,+ 750
BMW,335i xDrive COUPE,M10BMWVP0011959,20,225.0,M 6,12.4,6.7,8.8,205.0,ES,F,+ 1600
BMW,740i BERLINE,M10BMWVP0012306,23,240.0,A 6,13.8,7.6,9.9,232.0,ES,F,+ 1600
BMW,535i BERLINE,M10BMWVP0014696,20,225.0,M 6,11.8,6.6,8.5,199.0,ES,E,+ 1600
BMW,X6 xDrive50i,M10BMWVP0015575,32,300.0,A 6,17.7,9.9,12.8,299.0,ES,G,+ 2600
BMW,535i BERLINE,M10BMWVP0015697,20,225.0,A 8,11.9,6.4,8.4,195.0,ES,E,+ 750
BMW,330i CABRIOLET,M10BMWVP0016152,17,200.0,M 6,10.5,6.2,7.8,182.0,ES,E,+ 750
BMW,750i BERLINE,M10BMWVP0016310,31,300.0,A 6,16.4,8.5,11.4,266.0,ES,G,+ 2600
BMW,325i CABRIOLET,M10BMWVP0016892,13,160.0,M 6,10.2,5.9,7.5,176.0,ES,E,+ 750
BMW,325i CABRIOLET,M10BMWVP0017893,13,160.0,A 6,10.6,6.3,7.9,185.0,ES,E,+ 750
BMW,330i COUPE,M10BMWVP0017965,17,200.0,M 6,10.0,5.9,7.4,173.0,ES,E,+ 750
BMW,135i COUPE,M10BMWVP0018190,21,225.0,M 6,13.0,7.0,9.2,220.0,ES,F,+ 1600
BMW,523i BERLINE,M10BMWVP0018700,12,150.0,M 6,10.5,5.9,7.6,177.0,ES,E,+ 750
BMW,M5 TOURING,M10BMWVP0018736,43,373.0,A 7,21.7,10.5,14.6,348.0,ES,G,+ 2600
BMW,330i COUPE,M10BMWVP0018966,17,200.0,A 6,10.2,5.9,7.5,175.0,ES,E,+ 750
BMW,135i COUPE,M10BMWVP0019191,21,225.0,A 6,13.2,6.9,9.2,221.0,ES,F,+ 1600
BMW,118i CABRIOLET,M10BMWVP0019216,8,105.0,M 6,8.5,5.5,6.6,153.0,ES,D,-
BMW,135i CABRIOLET,M10BMWVP0019252,21,225.0,M 6,13.3,7.1,9.4,224.0,ES,F,+ 1600
BMW,523i BERLINE,M10BMWVP0019701,12,150.0,A 8,10.5,5.9,7.6,178.0,ES,E,+ 750
BMW,118i CABRIOLET,M10BMWVP001A217,8,105.0,A 6,9.2,5.7,7.0,163.0,ES,E,+ 750
BMW,135i CABRIOLET,M10BMWVP001A253,21,225.0,A 6,13.5,7.0,9.4,225.0,ES,F,+ 1600
BMW,760Li LIMOUSINE,M10BMWVP001A314,47,400.0,A 8,18.9,9.6,13.0,303.0,ES,G,+ 2600
BMW,335i COUPE,M10BMWVP001B969,20,225.0,M 6,12.0,6.3,8.4,196.0,ES,E,+ 1600
BMW,X5 M,M10BMWVP001C158,48,408.0,A 6,19.3,10.8,13.9,325.0,ES,G,+ 2600
BMW,320i COUPE,M10BMWVP001C934,10,125.0,M 6,8.6,5.4,6.6,154.0,ES,D,-
BMW,320i COUPE,M10BMWVP001D935,10,125.0,A 6,9.3,5.3,6.8,159.0,ES,D,+ 200
BMW,120i CABRIOLET,M10BMWVP001H224,10,125.0,M 6,8.8,5.6,6.8,159.0,ES,D,+ 200
BMW,330i CABRIOLET,M10BMWVP001H903,17,200.0,A 6,11.1,6.5,8.2,190.0,ES,E,+ 750
BMW,120i CABRIOLET,M10BMWVP001J225,10,125.0,A 6,9.4,5.6,7.0,164.0,ES,E,+ 750
BMW,740Li LIMOUSINE,M10BMWVP001J322,23,240.0,A 6,14.0,7.7,10.0,235.0,ES,F,+ 1600
BMW,550i BERLINE,M10BMWVP001J807,31,300.0,A 8,15.4,7.5,10.4,243.0,ES,F,+ 1600
BMW,X6 M,M10BMWVP001K166,48,408.0,A 6,19.3,10.8,13.9,325.0,ES,G,+ 2600
BMW,M6 COUPE,M10BMWVP001K712,43,373.0,A 7,21.4,10.2,14.3,342.0,ES,G,+ 2600
BMW,528i BERLINE,M10BMWVP001K809,16,190.0,M 6,10.4,6.3,7.8,182.0,ES,E,+ 750
BMW,335i CABRIOLET,M10BMWVP001K906,20,225.0,M 6,12.4,6.7,8.8,205.0,ES,F,+ 1600
BMW,528i BERLINE,M10BMWVP001L810,16,190.0,A 8,10.4,6.0,7.6,178.0,ES,E,+ 750
BMW,335i CABRIOLET,M10BMWVP001L907,20,225.0,A 7,12.2,6.8,8.8,205.0,ES,F,+ 1600
BMW,750Li LIMOUSINE,M10BMWVP001M326,31,300.0,A 6,16.4,8.5,11.4,266.0,ES,G,+ 2600
BMW,X5 xDrive30i,M10BMWVP001M362,19,200.0,A 6,13.8,8.3,10.3,247.0,ES,F,+ 2600
BMW,X5 xDrive48i,M10BMWVP001N388,27,261.0,A 6,17.0,9.3,12.1,289.0,ES,G,+ 2600
BMW,335i COUPE,M10BMWVP001N970,20,225.0,A 7,11.8,6.4,8.4,196.0,ES,E,+ 1600
BMW,335i COUPE,M10BMWVP001P038,21,225.0,M 6,13.2,6.7,9.1,218.0,ES,F,+ 1600
BMW,325i COUPE,M10BMWVP001P947,13,160.0,M 6,9.8,5.7,7.2,168.0,ES,E,+ 750
BMW,335i COUPE,M10BMWVP001R039,21,225.0,A 7,12.5,6.7,8.8,210.0,ES,F,+ 1600
BMW,120i COUPE,M10BMWVP001R172,10,125.0,M 6,8.6,5.4,6.6,153.0,ES,D,-
BMW,120i COUPE,M10BMWVP001R173,10,125.0,A 6,8.9,5.3,6.6,155.0,ES,D,-
BMW,750i xDrive BERLINE,M10BMWVP001R330,31,300.0,A 6,17.1,8.9,11.9,278.0,ES,G,+ 2600
BMW,750Li xDrive LIMOUSINE,M10BMWVP001S332,31,300.0,A 6,17.1,8.9,11.9,278.0,ES,G,+ 2600
BMW,M6 CABRIOLET,M10BMWVP001S720,43,373.0,A 7,22.0,10.6,14.7,352.0,ES,G,+ 2600
BMW,320i CABRIOLET,M10BMWVP001T879,10,125.0,M 6,8.8,5.6,6.8,159.0,ES,D,+ 200
BMW,325i COUPE,M10BMWVP001T951,13,160.0,M 6,9.8,5.7,7.2,168.0,ES,E,+ 750
BMW,125i COUPE,M10BMWVP001U176,13,160.0,M 6,11.9,6.0,8.2,190.0,ES,E,+ 750
BMW,330i BERLINE,M10BMWVP001U783,17,200.0,A 6,10.2,5.9,7.5,175.0,ES,E,+ 750
BMW,320i CABRIOLET,M10BMWVP001U880,10,125.0,A 6,9.8,5.8,7.3,169.0,ES,E,+ 750
BMW,125i COUPE,M10BMWVP001V177,13,160.0,A 6,11.7,6.2,8.2,190.0,ES,E,+ 750
BMW,330i xDrive TOURING,M10BMWVP001X786,17,200.0,M 6,11.2,6.6,8.3,193.0,ES,E,+ 750
BMW,325i xDrive COUPE,M10BMWVP001X955,13,160.0,M 6,11.0,6.4,8.1,188.0,ES,E,+ 750
BMW,760i BERLINE,M10BMWVP001Y302,46,400.0,A 8,18.8,9.5,12.9,299.0,ES,G,+ 2600
BMW,330i xDrive TOURING,M10BMWVP001Y787,17,200.0,A 6,11.3,6.7,8.4,195.0,ES,E,+ 750
BMW,325i xDrive COUPE,M10BMWVP001Y956,13,160.0,A 6,11.1,6.5,8.2,192.0,ES,E,+ 750
BMW,330i TOURING,M10BMWVP001Z788,17,200.0,M 6,10.2,6.1,7.6,177.0,ES,E,+ 750
BMW,330i xDrive COUPE,M10BMWVP001Z957,17,200.0,M 6,11.1,6.5,8.2,191.0,ES,E,+ 750
BMW,Z4 sDrive30i,M10BMWVP0021085,17,190.0,M 6,12.4,6.2,8.5,199.0,ES,E,+ 1600
BMW,M3 BERLINE,M10BMWVP0021304,33,309.0,M 6,17.7,9.3,12.4,290.0,ES,G,+ 2600
BMW,Z4 sDrive30i,M10BMWVP0022086,16,190.0,A 6,11.9,6.2,8.3,195.0,ES,E,+ 750
BMW,316i BERLINE,M10BMWVP0023209,7,90.0,M 6,8.1,5.3,6.3,146.0,ES,D,-
BMW,M3 BERLINE,M10BMWVP0023306,32,309.0,A 7,15.9,8.5,11.2,263.0,ES,G,+ 2600
BMW,318i BERLINE,M10BMWVP0026212,8,105.0,M 6,8.1,5.3,6.3,146.0,ES,D,-
BMW,318i BERLINE,M10BMWVP0027213,8,105.0,A 6,8.7,5.4,6.6,155.0,ES,D,-
BMW,Z4 sDrive35i,M10BMWVP0029093,21,225.0,M 6,13.5,7.0,9.4,219.0,ES,F,+ 1600
BMW,M3 CABRIOLET,M10BMWVP0029312,33,309.0,M 6,18.0,9.6,12.7,297.0,ES,G,+ 2600
BMW,116i BERLINE 5P,M10BMWVP002A155,7,90.0,M 6,7.9,5.1,6.1,143.0,ES,D,-
BMW,116i BERLINE 5P,M10BMWVP002B156,7,90.0,A 6,8.7,5.4,6.6,154.0,ES,D,-
BMW,M3 CABRIOLET,M10BMWVP002B314,32,309.0,A 7,16.0,8.9,11.5,269.0,ES,G,+ 2600
BMW,325i BERLINE,M10BMWVP002C254,13,160.0,M 6,9.8,5.7,7.2,168.0,ES,E,+ 750
BMW,325i BERLINE,M10BMWVP002D255,13,160.0,A 6,10.0,5.9,7.4,174.0,ES,E,+ 750
BMW,M3 COUPE,M10BMWVP002H320,33,309.0,M 6,17.7,9.3,12.4,290.0,ES,G,+ 2600
BMW,M3 COUPE,M10BMWVP002J322,32,309.0,A 7,15.9,8.5,11.2,263.0,ES,G,+ 2600
BMW,325i xDrive BERLINE,M10BMWVP002K262,13,160.0,M 6,11.0,6.4,8.1,188.0,ES,E,+ 750
BMW,325i xDrive BERLINE,M10BMWVP002L263,13,160.0,A 6,11.1,6.5,8.2,192.0,ES,E,+ 750
BMW,335i xDrive BERLINE,M10BMWVP002M264,20,225.0,M 6,12.4,6.7,8.8,205.0,ES,F,+ 1600
