marque,modele_version,cnit,puissance_fiscale,puissance_reelle,bv,urb,ex-urb,mixte,co2,carburant,etiquette_energie
AUDI,A4 3.0TDI (233ch) QUATTRO TIPTRONIC,MAU89G2FF098,15,171.0,A 6,11.6,6.2,8.2,219,GO,F
AUDI,A4 AVANT 1.8L T (150ch) MULTITRONIC,MAU97F4F4994,10,120.0,V 0,11.5,6.6,8.4,202,ES,F
AUDI,A4 AVANT 1.8L T (150ch) MULTITRONIC,MAU97F4F5995,10,120.0,V 0,11.5,6.6,8.4,202,ES,F
AUDI,A4 AVANT 1.8L T (163ch),MAU17F4FY996,10,120.0,M 5,11.4,6.5,8.3,199,ES,E
AUDI,A4 AVANT 1.8L T (163ch),MAU17F4FZ997,10,120.0,M 5,11.4,6.5,8.3,199,ES,E
AUDI,A4 AVANT 1.8L T (163ch) QUATTRO,MAU27F4F1998,11,120.0,M 6,12.8,7.1,9.2,221,ES,F
AUDI,A4 AVANT 1.8L T (163ch) QUATTRO,MAU27F4F2999,11,120.0,M 6,12.8,7.1,9.2,221,ES,F
AUDI,A4 AVANT 1.9TDI (116ch),MAU54G4FA036,7,85.0,M 5,7.8,4.5,5.7,154,GO,D
AUDI,A4 AVANT 1.9TDI (116ch),MAU54G4FC038,7,85.0,M 5,7.8,4.6,5.8,154,GO,D
AUDI,A4 AVANT 1.9TDI (116ch) FAP,MAU54G4FB037,7,85.0,M 5,7.9,4.6,5.8,157,GO,D
AUDI,A4 AVANT 1.9TDI (116ch) FAP,MAU54G4FD039,7,85.0,M 5,7.9,4.6,5.8,157,GO,D
AUDI,A4 AVANT 2.0L (130ch),MAU15F4FP964,8,96.0,M 5,11.6,6.1,8.1,193,ES,E
AUDI,A4 AVANT 2.0L (130ch),MAU15F4FQ965,8,96.0,M 5,11.6,6.1,8.1,193,ES,E
AUDI,A4 AVANT 2.0L (130ch) MULTITRONIC,MAU95F4FV962,8,96.0,V 0,11.1,6.4,8.1,194,ES,E
AUDI,A4 AVANT 2.0L (130ch) MULTITRONIC,MAU95F4FW963,8,96.0,V 0,11.1,6.4,8.1,194,ES,E
AUDI,A4 AVANT 2.0L TFSI (200ch),MAU18G4FM084,12,147.0,M 6,11.0,5.9,7.8,186,ES,E
AUDI,A4 AVANT 2.0L TFSI (200ch),MAU18G4FN085,12,147.0,M 6,11.0,5.9,7.8,186,ES,E
AUDI,A4 AVANT 2.0L TFSI (200ch) MULTITRONIC,MAU98G4FS082,12,147.0,V 0,11.2,6.3,8.1,194,ES,E
AUDI,A4 AVANT 2.0L TFSI (200ch) MULTITRONIC,MAU98G4FT083,12,147.0,V 0,11.2,6.3,8.1,194,ES,E
AUDI,A4 AVANT 2.0L TFSI (200ch) QUATTRO,MAU28G4FR088,13,147.0,M 6,12.6,6.6,8.8,209,ES,F
AUDI,A4 AVANT 2.0L TFSI (200ch) QUATTRO,MAU28G4FS089,13,147.0,M 6,12.6,6.6,8.8,209,ES,F
AUDI,A4 AVANT 2.0L TFSI (200ch) QUATTRO TIPTRONIC,MAU48G4FR086,13,147.0,A 6,13.4,7.3,9.5,226,ES,F
AUDI,A4 AVANT 2.0L TFSI (200ch) QUATTRO TIPTRONIC,MAU48G4FS087,13,147.0,A 6,13.4,7.3,9.5,226,ES,F
AUDI,A4 AVANT 2.0TDI (140ch),MAU56G4FS016,8,103.0,M 6,7.9,4.6,5.8,156,GO,D
AUDI,A4 AVANT 2.0TDI (140ch),MAU56G4FT017,8,103.0,M 6,7.9,4.6,5.8,156,GO,D
AUDI,A4 AVANT 2.0TDI (140ch) FAP,MAU56G4F8032,8,103.0,M 6,8.1,4.9,6.1,162,GO,E
AUDI,A4 AVANT 2.0TDI (140ch) FAP,MAU56G4F9033,8,103.0,M 6,8.1,4.9,6.1,162,GO,E
AUDI,A4 AVANT 2.0TDI (140ch) MULTITRONIC,MAU96G4FU014,8,103.0,V 0,8.0,5.2,6.2,167,GO,E
AUDI,A4 AVANT 2.0TDI (140ch) MULTITRONIC,MAU96G4FV015,8,103.0,V 0,8.0,5.2,6.2,167,GO,E
AUDI,A4 AVANT 2.0TDI (140ch) MULTITRONIC FAP,MAU96G4FA030,8,103.0,V 0,7.6,5.3,6.1,165,GO,E
AUDI,A4 AVANT 2.0TDI (140ch) MULTITRONIC FAP,MAU96G4FB031,8,103.0,V 0,7.6,5.3,6.1,165,GO,E
AUDI,A4 AVANT 2.0TDI (140ch) QUATTRO FAP,MAU66G4FB034,8,103.0,M 6,8.7,5.6,6.7,178,GO,E
AUDI,A4 AVANT 2.0TDI (140ch) QUATTRO FAP,MAU66G4FC035,8,103.0,M 6,8.7,5.6,6.7,178,GO,E
AUDI,A4 AVANT 2.0TDI (170ch) FAP,MAU57G4FN046,10,125.0,M 6,7.9,4.6,5.8,154,GO,D
AUDI,A4 AVANT 2.0TDI (170ch) FAP,MAU57G4FP047,10,125.0,M 6,7.9,4.6,5.8,154,GO,D
AUDI,A4 AVANT 2.0TDI (170ch) QUATTRO FAP,MAU67G4FQ048,10,125.0,M 6,9.3,5.4,6.8,179,GO,E
AUDI,A4 AVANT 2.0TDI (170ch) QUATTRO FAP,MAU67G4FR049,10,125.0,M 6,9.3,5.4,6.8,179,GO,E
AUDI,A4 AVANT 3.0TDI (233ch) QUATTRO TIPTRONIC,MAU89F4F4968,15,171.0,A 6,11.8,6.3,8.3,222,GO,F
AUDI,A4 AVANT 3.0TDI (233ch) QUATTRO TIPTRONIC,MAU89F4FH970,15,171.0,A 6,11.8,6.3,8.3,222,GO,F
AUDI,A4 AVANT 3.2L FSI (256ch) MULTITRONIC,MAU99F4FS980,17,188.0,V 0,13.9,7.0,9.6,229,ES,F
AUDI,A4 AVANT 3.2L FSI (256ch) MULTITRONIC,MAU99F4FT981,17,188.0,V 0,13.9,7.0,9.6,229,ES,F
AUDI,A4 AVANT 3.2L FSI (256ch) QUATTRO,MAU29F4FP984,17,188.0,M 6,15.8,7.6,10.6,252,ES,G
AUDI,A4 AVANT 3.2L FSI (256ch) QUATTRO,MAU29F4FQ985,17,188.0,M 6,15.8,7.6,10.6,252,ES,G
AUDI,A4 AVANT 3.2L FSI (256ch) QUATTRO TIPTRONIC,MAU49F4FP982,18,188.0,A 6,15.6,7.9,10.7,257,ES,G
AUDI,A4 AVANT 3.2L FSI (256ch) QUATTRO TIPTRONIC,MAU49F4FQ983,18,188.0,A 6,15.6,7.9,10.7,257,ES,G
AUDI,A4 AVANT V6 2.7TDI (180ch),MAU58G4F4026,11,132.0,M 6,9.5,5.1,6.7,179,GO,E
AUDI,A4 AVANT V6 2.7TDI (180ch),MAU58G4F6028,11,132.0,M 6,9.5,5.1,6.7,179,GO,E
AUDI,A4 AVANT V6 2.7TDI (180ch) FAP,MAU58G4F5027,11,132.0,M 6,9.6,5.2,6.8,182,GO,E
AUDI,A4 AVANT V6 2.7TDI (180ch) FAP,MAU58G4F7029,11,132.0,M 6,9.6,5.2,6.8,182,GO,E
AUDI,A4 AVANT V6 2.7TDI (180ch) MULTITRONIC,MAU98G4F4022,11,132.0,V 0,9.0,5.4,6.7,176,GO,E
AUDI,A4 AVANT V6 2.7TDI (180ch) MULTITRONIC,MAU98G4F6024,11,132.0,V 0,9.0,5.4,6.7,176,GO,E
AUDI,A4 AVANT V6 2.7TDI (180ch) MULTITRONIC FAP,MAU98G4F5023,11,132.0,V 0,9.2,5.4,6.8,179,GO,E
AUDI,A4 AVANT V6 2.7TDI (180ch) MULTITRONIC FAP,MAU98G4F7025,11,132.0,V 0,9.2,5.4,6.8,179,GO,E
AUDI,A4 AVANT V6 3.0TDI (233ch) QUATTRO,MAU69F4FH972,15,171.0,M 6,10.7,5.7,7.5,198,GO,E
AUDI,A4 AVANT V6 3.0TDI (233ch) QUATTRO,MAU69F4FJ974,15,171.0,M 6,10.7,5.7,7.5,198,GO,E
AUDI,A4 AVANT V6 3.0TDI (233ch) QUATTRO,MAU69F4FL976,15,171.0,M 6,10.7,5.7,7.5,198,GO,E
AUDI,A4 AVANT V6 3.0TDI (233ch) QUATTRO,MAU69F4FN978,15,171.0,M 6,10.7,5.7,7.5,198,GO,E
AUDI,A4 AVANT V6 3.0TDI (233ch) QUATTRO FAP,MAU69F4FJ973,15,171.0,M 6,10.7,5.7,7.5,198,GO,E
AUDI,A4 AVANT V6 3.0TDI (233ch) QUATTRO FAP,MAU69F4FK975,15,171.0,M 6,10.7,5.7,7.5,198,GO,E
AUDI,A4 AVANT V6 3.0TDI (233ch) QUATTRO FAP,MAU69F4FM977,15,171.0,M 6,10.7,5.7,7.5,198,GO,E
AUDI,A4 AVANT V6 3.0TDI (233ch) QUATTRO FAP,MAU69F4FP979,15,171.0,M 6,10.7,5.7,7.5,198,GO,E
AUDI,A4 AVANT V6 3.0TDI (233ch) QUATTRO TIPTRONIC FAP,MAU89F4F5969,15,171.0,A 6,11.8,6.4,8.4,226,GO,F
AUDI,A4 AVANT V6 3.0TDI (233ch) QUATTRO TIPTRONIC FAP,MAU89F4FJ971,15,171.0,A 6,11.8,6.4,8.4,226,GO,F
AUDI,A4 CABRIOLET 1.8 T (163ch),MAU17G5EH783,10,120.0,M 5,11.4,6.5,8.3,199,ES,E
AUDI,A4 CABRIOLET 1.8 T (163ch),MAU17G5EJ784,10,120.0,M 5,11.4,6.5,8.3,199,ES,E
AUDI,A4 CABRIOLET 1.8 T (163ch) MULTITRONIC,MAU97G5EN781,10,120.0,V 0,11.6,6.7,8.5,204,ES,F
AUDI,A4 CABRIOLET 1.8 T (163ch) MULTITRONIC,MAU97G5EP782,10,120.0,V 0,11.6,6.7,8.5,204,ES,F
AUDI,A4 CABRIOLET 2.0 TDI (140ch) FAP,MAU56G5EW795,8,103.0,M 6,8.4,5.3,6.4,172,GO,E
AUDI,A4 CABRIOLET 2.0 TDI (140ch) FAP,MAU56G5EX796,8,103.0,M 6,8.4,5.3,6.4,172,GO,E
AUDI,A4 CABRIOLET 2.0 TFSI (200ch),MAU18G5E4805,12,147.0,M 6,11.6,6.3,8.3,199,ES,E
AUDI,A4 CABRIOLET 2.0 TFSI (200ch),MAU18G5E5806,12,147.0,M 6,11.6,6.3,8.3,199,ES,E
AUDI,A4 CABRIOLET 2.0 TFSI (200ch) MULTITRONIC,MAU98G5EA803,13,147.0,V 0,11.5,6.6,8.4,202,ES,F
AUDI,A4 CABRIOLET 2.0 TFSI (200ch) MULTITRONIC,MAU98G5EB804,13,147.0,V 0,11.5,6.6,8.4,202,ES,F
AUDI,A4 CABRIOLET V6 2.7 TDI (180ch) MULTITRONIC FAP,MAU98G5EY791,11,132.0,V 0,9.5,5.7,7.1,186,GO,E
AUDI,A4 CABRIOLET V6 2.7 TDI (180ch) MULTITRONIC FAP,MAU98G5EZ792,11,132.0,V 0,9.5,5.7,7.1,186,GO,E
AUDI,A4 CABRIOLET V6 3.0 TDI (233ch) QUATTRO FAP,MAU69G5E0770,15,171.0,M 6,11.1,6.0,7.9,209,GO,F
AUDI,A4 CABRIOLET V6 3.0 TDI (233ch) QUATTRO FAP,MAU69G5E1771,15,171.0,M 6,11.1,6.0,7.9,209,GO,F
AUDI,A4 CABRIOLET V6 3.0 TDI (233ch) QUATTRO FAP,MAU69G5E2772,15,171.0,M 6,11.1,6.0,7.9,209,GO,F
AUDI,A4 CABRIOLET V6 3.0 TDI (233ch) QUATTRO FAP,MAU69G5EZ769,15,171.0,M 6,11.1,6.0,7.9,209,GO,F
AUDI,A4 CABRIOLET V6 3.0 TDI (233ch) QUATTRO TIPTRONIC FAP,MAU89G5E0768,15,171.0,A 6,11.9,6.4,8.4,223,GO,F
AUDI,A4 CABRIOLET V6 3.0 TDI (233ch) QUATTRO TIPTRONIC FAP,MAU89G5EZ767,15,171.0,A 6,11.9,6.4,8.4,223,GO,F
AUDI,A4 CABRIOLET V6 3.2 FSI (256ch) MULTITRONIC,MAU99G5E6773,17,188.0,V 0,13.8,7.2,9.6,229,ES,F
AUDI,A4 CABRIOLET V6 3.2 FSI (256ch) MULTITRONIC,MAU99G5E7774,17,188.0,V 0,13.8,7.2,9.6,229,ES,F
AUDI,A4 CABRIOLET V6 3.2 FSI (256ch) QUATTRO,MAU29G5EE777,18,188.0,M 6,16.2,8.1,11.0,264,ES,G
AUDI,A4 CABRIOLET V6 3.2 FSI (256ch) QUATTRO,MAU29G5EF778,18,188.0,M 6,16.2,8.1,11.0,264,ES,G
AUDI,A4 CABRIOLET V6 3.2 FSI (256ch) QUATTRO TIPTRONIC,MAU49G5E3775,18,188.0,A 6,16.1,8.2,11.1,266,ES,G
AUDI,A4 CABRIOLET V6 3.2 FSI (256ch) QUATTRO TIPTRONIC,MAU49G5EF776,18,188.0,A 6,16.1,8.2,11.1,266,ES,G
AUDI,A4 LIMO 3.2L FSI (256ch) MULTITRONIC,MAU99G2FQ108,17,188.0,V 0,13.8,6.9,9.5,227,ES,F
AUDI,A4 LIMO 3.2L FSI (256ch) MULTITRONIC,MAU99G2FR109,17,188.0,V 0,13.8,6.9,9.5,227,ES,F
AUDI,A4 LIMO 3.2L FSI (256ch) QUATTRO,MAU29G2FN112,17,188.0,M 6,15.7,7.5,10.5,250,ES,F
AUDI,A4 LIMO 3.2L FSI (256ch) QUATTRO,MAU29G2FP113,17,188.0,M 6,15.7,7.5,10.5,250,ES,F
AUDI,A4 LIMO 3.2L FSI (256ch) QUATTRO TIPTRONIC,MAU49G2FN110,18,188.0,A 6,15.6,7.9,10.7,257,ES,G
AUDI,A4 LIMO 3.2L FSI (256ch) QUATTRO TIPTRONIC,MAU49G2FP111,18,188.0,A 6,15.6,7.9,10.7,257,ES,G
AUDI,A4 V6 2.7 TDI (180ch),MAU58G2FV154,11,132.0,M 6,9.4,5.0,6.6,176,GO,E
AUDI,A4 V6 2.7 TDI (180ch),MAU58G2FX156,11,132.0,M 6,9.4,5.0,6.6,176,GO,E
AUDI,A4 V6 2.7 TDI (180ch) FAP,MAU58G2FW155,11,132.0,M 6,9.5,5.1,6.7,179,GO,E
AUDI,A4 V6 2.7 TDI (180ch) FAP,MAU58G2FY157,11,132.0,M 6,9.5,5.1,6.7,179,GO,E
AUDI,A4 V6 2.7 TDI (180ch) MULTITRONIC,MAU98G2FV150,11,132.0,V 0,9.0,5.4,6.7,176,GO,E
AUDI,A4 V6 2.7 TDI (180ch) MULTITRONIC,MAU98G2FX152,11,132.0,V 0,9.0,5.4,6.7,176,GO,E
AUDI,A4 V6 2.7 TDI (180ch) MULTITRONIC FAP,MAU98G2FW151,11,132.0,V 0,9.2,5.4,6.8,179,GO,E
AUDI,A4 V6 2.7 TDI (180ch) MULTITRONIC FAP,MAU98G2FY153,11,132.0,V 0,9.2,5.4,6.8,179,GO,E
AUDI,A4 V6 3.0TDI (233ch) QUATTRO,MAU69G2FF100,15,171.0,M 6,10.7,5.7,7.5,198,GO,E
AUDI,A4 V6 3.0TDI (233ch) QUATTRO,MAU69G2FH102,15,171.0,M 6,10.7,5.7,7.5,198,GO,E
AUDI,A4 V6 3.0TDI (233ch) QUATTRO,MAU69G2FJ104,15,171.0,M 6,10.7,5.7,7.5,198,GO,E
AUDI,A4 V6 3.0TDI (233ch) QUATTRO,MAU69G2FL106,15,171.0,M 6,10.7,5.7,7.5,198,GO,E
AUDI,A4 V6 3.0TDI (233ch) QUATTRO FAP,MAU69G2FG101,15,171.0,M 6,10.7,5.7,7.5,198,GO,E
AUDI,A4 V6 3.0TDI (233ch) QUATTRO FAP,MAU69G2FJ103,15,171.0,M 6,10.7,5.7,7.5,198,GO,E
AUDI,A4 V6 3.0TDI (233ch) QUATTRO FAP,MAU69G2FK105,15,171.0,M 6,10.7,5.7,7.5,198,GO,E
AUDI,A4 V6 3.0TDI (233ch) QUATTRO FAP,MAU69G2FM107,15,171.0,M 6,10.7,5.7,7.5,198,GO,E
AUDI,A4 V6 3.0TDI (233ch) QUATTRO TIPTRONIC FAP,MAU89G2FE097,15,171.0,A 6,11.7,6.3,8.3,223,GO,F
AUDI,A4 V6 3.0TDI (233ch) QUATTRO TIPTRONIC FAP,MAU89G2FG099,15,171.0,A 6,11.7,6.3,8.3,223,GO,F
AUDI,A5 V6 3.0 TDI QUATTRO DPF,MAU69H1VB286,15,176.0,M 6,9.9,5.7,7.2,191,GO,E
AUDI,A5 V6 3.0 TDI QUATTRO DPF,MAU69H1VC287,15,176.0,M 6,9.9,5.7,7.2,191,GO,E
AUDI,A6 2.0 TDI (140ch),MAU56G2KA712,8,103.0,M 6,8.5,4.7,6.1,160,GO,D
AUDI,A6 2.0 TDI (140ch) FAP,MAU56F2KF912,8,103.0,M 6,8.7,4.9,6.3,169,GO,E
AUDI,A6 2.0 TFSI (170ch) MULTITRONIC,MAU97F2KW863,11,125.0,V 0,11.2,6.5,8.2,197,ES,E
AUDI,A6 ALLROAD V6 2.7 TDI (233ch) QUATTRO TIPTRONIC,MAU88G4T0817,12,132.0,A 6,11.4,7.0,8.6,227,GO,F
AUDI,A6 ALLROAD V6 2.7 TDI (233ch) QUATTRO TIPTRONIC FAP,MAU88G4T1818,12,132.0,A 6,11.5,7.0,8.7,229,GO,F
AUDI,A6 ALLROAD V6 3.0 TDI (233ch) QUATTRO,MAU69G4TR809,15,171.0,M 6,11.4,6.5,8.3,219,GO,F
AUDI,A6 ALLROAD V6 3.0 TDI (233ch) QUATTRO DPF,MAU69G4TS810,15,171.0,M 6,11.5,6.6,8.4,221,GO,F
AUDI,A6 ALLROAD V6 3.0 TDI (233ch) QUATTRO TIPTRONIC FAP,MAU89F4TF796,15,171.0,A 6,11.8,7.0,8.8,232,GO,F
AUDI,A6 ALLROAD V6 3.0 TDI QUATTRO TIPTRONIC,MAU89G4TR807,15,171.0,A 6,11.7,7.0,8.7,230,GO,F
AUDI,A6 ALLROAD V6 3.0 TDI QUATTRO TIPTRONIC DPF,MAU89G4TS808,15,171.0,A 6,11.8,7.0,8.8,232,GO,F
AUDI,A6 ALLROAD V6 3.2 FSI (256ch) QUATTRO,MAU29G4TP617,18,188.0,M 6,15.6,8.4,11.0,262,ES,G
AUDI,A6 ALLROAD V6 3.2 FSI (256ch) QUATTRO TIPTRONIC,MAU49F4TD798,18,188.0,A 6,15.8,8.2,11.0,264,ES,G
AUDI,A6 ALLROAD V8 4.2 FSI (350ch) QUATTRO TIPTRONIC,MAU49G4TW622,26,257.0,A 6,15.7,8.6,11.2,267,ES,G
AUDI,A6 AVANT 2.0 TDI (140ch),MAU56G4KT569,8,103.0,M 6,8.6,4.8,6.2,163,GO,E
AUDI,A6 AVANT 2.0 TDI (140ch) FAP,MAU56F4KA745,8,103.0,M 6,8.8,5.0,6.4,172,GO,E
AUDI,A6 AVANT 2.0 TDI (140ch) MULTITRONIC FAP,MAU96G4KV567,8,103.0,V 0,8.8,5.5,6.7,178,GO,E
AUDI,A6 AVANT 2.0L TFSI (170ch),MAU17F4KW698,11,125.0,M 6,11.0,6.4,8.1,194,ES,E
AUDI,A6 AVANT 2.0L TFSI (170ch) MULTITRONIC,MAU97F4K2696,11,125.0,V 0,11.2,6.5,8.2,197,ES,E
AUDI,A6 AVANT 2.4L (177ch),MAU17F4KJ660,12,130.0,M 6,14.5,7.2,9.9,238,ES,F
AUDI,A6 AVANT 2.4L (177ch) QUATTRO,MAU27F4KM662,12,130.0,M 6,16.1,7.9,11.0,264,ES,G
AUDI,A6 AVANT V6 2.4L (177ch) MULTITRONIC,MAU97G4KD512,12,130.0,V 0,13.7,7.1,9.6,229,ES,F
AUDI,A6 AVANT V6 2.7 TDI (180ch),MAU58G4KM560,11,132.0,M 6,9.9,5.5,7.1,189,GO,E
AUDI,A6 AVANT V6 2.7 TDI (180ch) FAP,MAU58G4KN561,11,132.0,M 6,10.0,5.6,7.2,192,GO,E
AUDI,A6 AVANT V6 2.7 TDI (180ch) MULTITRONIC,MAU98G4K2536,11,132.0,V 0,10.1,5.8,7.4,197,GO,E
AUDI,A6 AVANT V6 2.7 TDI (180ch) MULTITRONIC FAP,MAU98G4K3537,11,132.0,V 0,10.2,5.8,7.4,199,GO,E
AUDI,A6 AVANT V6 2.7 TDI (180ch) QUATTRO TIPTRONIC,MAU88G4KU565,12,132.0,A 6,11.5,6.6,8.4,222,GO,F
AUDI,A6 AVANT V6 2.7 TDI (180ch) QUATTRO TIPTRONIC FAP,MAU88F4K9739,12,132.0,A 6,11.4,6.9,8.5,226,GO,F
AUDI,A6 AVANT V6 3.0 TDI (233ch) QUATTRO,MAU69G4KW496,15,171.0,M 6,11.4,6.2,8.1,214,GO,F
AUDI,A6 AVANT V6 3.0 TDI (233ch) QUATTRO FAP,MAU69G4KX497,15,171.0,M 6,11.4,6.2,8.1,218,GO,F
AUDI,A6 AVANT V6 3.0 TDI (233ch) QUATTRO TI¿PTRONIC,MAU89G4KQ488,15,171.0,A 6,12.1,6.2,8.4,226,GO,F
AUDI,A6 AVANT V6 3.0 TDI (233ch) QUATTRO TI¿PTRONIC FAP,MAU89G4KR489,15,171.0,A 6,11.9,6.7,8.6,227,GO,F
AUDI,A6 AVANT V6 3.2 FSI (256ch),MAU19G4K0505,17,188.0,M 6,14.5,7.2,9.9,238,ES,F
AUDI,A6 AVANT V6 3.2 FSI (256ch) MULTITRONIC,MAU99G4K4501,17,188.0,V 0,13.9,7.1,9.6,229,ES,F
AUDI,A6 AVANT V6 3.2 FSI (256ch) QUATTRO,MAU29G4K5509,18,188.0,M 6,15.6,8.0,10.8,257,ES,G
AUDI,A6 AVANT V6 3.2 FSI (256ch) QUATTRO TIPTRONIC,MAU49F4KB647,18,188.0,A 6,15.7,8.1,10.9,262,ES,G
AUDI,A6 V6 2.4L (177ch),MAU17F2KP827,12,130.0,M 6,14.3,7.1,9.7,233,ES,F
AUDI,A6 V6 2.4L (177ch) MULTITRONIC,MAU97G2KH653,12,130.0,V 0,13.7,7.1,9.6,229,ES,F
AUDI,A6 V6 2.4L (177ch) QUATTRO,MAU27F2KR829,12,130.0,M 6,16.0,7.8,10.9,262,ES,G
AUDI,A6 V6 2.7 TDI (180ch),MAU58G2K3703,11,132.0,M 6,9.7,5.3,6.9,184,GO,E
AUDI,A6 V6 2.7 TDI (180ch) FAP,MAU58G2K4704,11,132.0,M 6,9.8,5.4,7.0,185,GO,E
AUDI,A6 V6 2.7 TDI (180ch) MULTITRONIC,MAU98G2KJ679,11,132.0,V 0,9.9,5.7,7.2,192,GO,E
AUDI,A6 V6 2.7 TDI (180ch) MULTITRONIC FAP,MAU96G2KC710,8,103.0,V 0,8.8,5.5,6.7,178,GO,E
AUDI,A6 V6 2.7 TDI (180ch) MULTITRONIC FAP,MAU98G2KK680,11,132.0,V 0,10.0,5.8,7.3,194,GO,E
AUDI,A6 V6 2.7 TDI (180ch) QUATTRO TIPTRONIC,MAU88G2KB708,12,132.0,A 6,11.4,6.5,8.3,219,GO,F
AUDI,A6 V6 2.7 TDI (180ch) QUATTRO TIPTRONIC FAP,MAU88F2KE906,12,132.0,A 6,11.2,6.9,8.4,223,GO,F
AUDI,A6 V6 3.0 TDI (233ch) QUATTRO,MAU69G2K0637,15,171.0,M 6,11.3,6.1,8.0,211,GO,F
AUDI,A6 V6 3.0 TDI (233ch) QUATTRO FAP,MAU69G2K1638,15,171.0,M 6,11.3,6.1,8.0,215,GO,F
AUDI,A6 V6 3.0 TDI (233ch) QUATTRO TIPTRONIC,MAU89G2KU629,15,171.0,A 6,12.0,6.1,8.3,223,GO,F
AUDI,A6 V6 3.0 TDI (233ch) QUATTRO TIPTRONIC FAP,MAU89G2KV630,15,171.0,A 6,11.8,6.6,8.5,224,GO,F
AUDI,A6 V6 3.2 FSI (256ch),MAU19G2K4646,17,188.0,M 6,14.3,7.1,9.7,233,ES,F
AUDI,A6 V6 3.2 FSI (256ch) MULTITRONIC,MAU99G2K8642,17,188.0,V 0,13.9,7.1,9.6,229,ES,F
AUDI,A6 V6 3.2 FSI (256ch) QUATTRO,MAU29G2K9650,18,188.0,M 6,15.5,7.9,10.7,255,ES,G
AUDI,A6 V6 3.2 FSI (256ch) QUATTRO TIPTRONIC,MAU49F2KG814,18,188.0,A 6,15.7,8.1,10.9,262,ES,G
AUDI,A6 V8 4.2 FSI (350ch) QUATTRO TIPTRONIC,MAU49F2KM820,24,246.0,A 6,16.5,8.8,11.6,278,ES,G
AUDI,A6 V8 4.2 FSI (350ch) QUATTRO TIPTRONIC,MAU49F4KH653,25,246.0,A 6,16.6,8.9,11.7,281,ES,G
AUDI,A8 LIMOUSINE (350ch) QUATTRO TIPTRONIC,MAU49G2BC394,25,257.0,A 6,15.7,8.2,10.9,259,ES,G
AUDI,A8 LIMOUSINE (350ch) QUATTRO TIPTRONIC,MAU49G2BD395,25,257.0,A 6,15.7,8.2,10.9,259,ES,G
AUDI,A8 LIMOUSINE (350ch) QUATTRO TIPTRONIC,MAU49G2BE396,25,257.0,A 6,15.7,8.2,10.9,259,ES,G
AUDI,A8 LIMOUSINE (350ch) QUATTRO TIPTRONIC,MAU49G2BF397,25,257.0,A 6,15.7,8.2,10.9,259,ES,G
AUDI,A8 LIMOUSINE (350ch) QUATTRO TIPTRONIC,MAU49G2BG398,25,257.0,A 6,15.7,8.2,10.9,259,ES,G
AUDI,A8 LIMOUSINE (350ch) QUATTRO TIPTRONIC,MAU49G2BH399,25,257.0,A 6,15.7,8.2,10.9,259,ES,G
AUDI,A8 LIMOUSINE (350ch) QUATTRO TIPTRONIC,MAU49G2BJ400,25,257.0,A 6,15.7,8.2,10.9,259,ES,G
AUDI,A8 LIMOUSINE (350ch) QUATTRO TIPTRONIC,MAU49G2BJ401,25,257.0,A 6,15.7,8.2,10.9,259,ES,G
AUDI,A8 LIMOUSINE V8 4.2 TDI (326ch) QUATTRO TIPTRONIC FAP,MAU89G2BP403,23,240.0,A 6,13.3,7.2,9.4,249,GO,F
AUDI,A8 LIMOUSINE V8 4.2 TDI (326ch) QUATTRO TIPTRONIC FAP,MAU89G2BR405,23,240.0,A 6,13.3,7.2,9.4,249,GO,F
AUDI,A8 LIMOUSINE V8 4.2 TDI (326ch) QUATTRO TIPTRONIC FAP,MAU89G2BT407,23,240.0,A 6,13.3,7.2,9.4,249,GO,F
AUDI,A8 LIMOUSINE V8 4.2 TDI (326ch) QUATTRO TIPTRONIC FAP,MAU89G2BV409,23,240.0,A 6,13.3,7.2,9.4,249,GO,F
AUDI,A8 LIMOUSINE W12 6.0L (450ch) QUATTRO TIPTRONIC,MAU49G2BE371,37,331.0,A 6,20.7,10.0,13.9,334,ES,G
AUDI,A8 LIMOUSINE W12 6.0L (450ch) QUATTRO TIPTRONIC,MAU49G2BG373,37,331.0,A 6,20.7,10.0,13.9,334,ES,G
AUDI,A8 LIMOUSINE W12 6.0L (450ch) QUATTRO TIPTRONIC,MAU49G2BJ375,37,331.0,A 6,20.7,10.0,13.9,334,ES,G
AUDI,A8 LIMOUSINE W12 6.0L (450ch) QUATTRO TIPTRONIC,MAU49G2BK377,37,331.0,A 6,20.7,10.0,13.9,334,ES,G
AUDI,A8 V6 3.0 TDI (233ch) QUATTRO TIPTRONIC,MAU89G2B2416,15,171.0,A 6,12.0,6.4,8.4,224,GO,F
AUDI,A8 V6 3.0 TDI (233ch) QUATTRO TIPTRONIC,MAU89G2BY412,15,171.0,A 6,12.0,6.4,8.4,224,GO,F
AUDI,A8 V6 3.0 TDI (233ch) QUATTRO TIPTRONIC FAP,MAU89G2B3417,15,171.0,A 6,12.1,6.5,8.5,227,GO,F
AUDI,A8 V6 3.0 TDI (233ch) QUATTRO TIPTRONIC FAP,MAU89G2BZ413,15,171.0,A 6,12.1,6.5,8.5,227,GO,F
AUDI,A8 V6 3.2 FSI (260ch) QUATTRO TIPTRONIC,MAU49G2B9463,18,191.0,A 6,16.0,7.8,10.9,262,ES,G
