marque,modele_version,cnit,unnamed:_4,unnamed:_5,mine,carburant,puissance_fiscale,puissance_reelle,bv,urb,ex_urb,mixte,co2
BMW,X5 4.6is BVA,MBM4922K3813,4922K3813,4922K813,X53FB9204,ES,27,255.0,A 5,21.0,11.4,14.9,356.0
BMW,X5 3.0d,MBM6822KQ804,6822KQ804,6822K804,X53FA7103,GO,12,135.0,M 5,11.1,7.3,8.7,233.0
BMW,X5 3.0d BVA,MBM6822KS806,6822KS806,6822K806,X53FA7203,GO,12,135.0,M 5,11.1,7.3,8.7,233.0
BMW,X5 3.0d BVA,MBM8822KX805,8822KX805,8822K805,X53FA7104,GO,13,135.0,A 5,12.3,8.2,9.7,259.0
BMW,X5 3.0d BVA,MBM8822KZ807,8822KZ807,8822K807,X53FA7204,GO,13,135.0,A 5,12.3,8.2,9.7,259.0
BMW,Z3 1.9i ROADSTER,MBM1425E5777,1425E5777,1425E777,R/CCM1101,ES,8,87.0,M 5,11.5,5.9,7.9,189.0
BMW,Z3 1.9i ROADSTER,MBM1425E6778,1425E6778,1425E778,R/CCM1103,ES,8,85.0,M 5,11.5,5.9,7.9,189.0
BMW,Z3 2.2i ROADSTER,MBM1725E2780,1725E2780,1725E780,R/CCN1101,ES,11,125.0,M 5,12.6,7.3,9.2,222.0
BMW,Z3 2.2i ROADSTER,MBM1725E4782,1725E4782,1725E782,R/CCN1103,ES,11,120.0,M 5,12.6,7.3,9.2,222.0
BMW,Z3 2.2i ROADSTER,MBM1725E6784,1725E6784,1725E784,R/CCN1111,ES,11,125.0,M 5,12.6,7.3,9.2,222.0
BMW,Z3 2.2i ROADSTER,MBM1725EG794,1725EG794,1725E794,R/CCN1131,ES,11,125.0,M 5,12.6,7.3,9.2,222.0
BMW,Z3 2.2i ROADSTER,MBM1725E0814,1725E0814,1725E814,R/CCN1133,ES,11,120.0,M 5,12.6,7.3,9.2,222.0
BMW,Z3 2.2i ROADSTER BVA,MBM3725E9781,3725E9781,3725E781,R/CCN1102,ES,11,125.0,A 5,13.1,7.6,9.6,229.0
BMW,Z3 2.2i ROADSTER BVA,MBM3725EB783,3725EB783,3725E783,R/CCN1104,ES,11,120.0,A 5,13.1,7.6,9.6,229.0
BMW,Z3 2.2i ROADSTER BVA,MBM3725ED785,3725ED785,3725E785,R/CCN1112,ES,11,125.0,A 5,13.1,7.6,9.6,229.0
BMW,Z3 2.2i ROADSTER BVA,MBM3725EN795,3725EN795,3725E795,R/CCN1132,ES,11,125.0,A 5,13.1,7.6,9.6,229.0
BMW,Z3 2.2i ROADSTER BVA,MBM3725E7815,3725E7815,3725E815,R/CCN1134,ES,11,120.0,A 5,13.1,7.6,9.6,229.0
BMW,Z3 3.0i ROADSTER,MBM1925EU788,1925EU788,1925E788,R/CCN5101,ES,15,170.0,M 5,13.3,7.3,9.5,228.0
BMW,Z3 3.0i ROADSTER,MBM1925EW790,1925EW790,1925E790,R/CCN5111,ES,15,170.0,M 5,13.3,7.3,9.5,228.0
BMW,Z3 3.0i ROADSTER,MBM1925E2796,1925E2796,1925E796,R/CCN5131,ES,15,170.0,M 5,13.3,7.3,9.5,228.0
BMW,Z3 3.0i ROADSTER BVA,MBM3925EC789,3925EC789,3925E789,R/CCN5102,ES,16,170.0,A 5,14.3,7.6,10.1,242.0
BMW,Z3 3.0i ROADSTER BVA,MBM3925EE791,3925EE791,3925E791,R/CCN5112,ES,16,170.0,A 5,14.3,7.6,10.1,242.0
BMW,Z3 3.0i ROADSTER BVA,MBM3925EK797,3925EK797,3925E797,R/CCN5132,ES,16,170.0,A 5,14.3,7.6,10.1,242.0
BMW,Z8,MBM1925JZ181,1925JZ181,1925J181,Z52EJ11,ES,32,294.0,M 6,22.3,10.6,14.9,358.0
CADILLAC,SEVILLE V8 4.6L BVA,MG63902AQ009,3902AQ009,3902A009,6KY69ABAAABBBBABAA,ES,23,224.0,A 4,19.5,11.0,14.1,335.0
CARBODIES,TX1,MCR5102AU013,5102AU013,5102A013,FL211,GO,7,58.2,M 5,10.7,7.1,8.4,222.0
CARBODIES,TX1,MCR5102AV014,5102AV014,5102A014,FL212,GO,7,58.2,M 5,10.7,7.1,8.4,222.0
CARBODIES,TX1,MCR5102AY017,5102AY017,5102A017,FX411,GO,7,58.2,M 5,10.7,7.1,8.4,222.0
CARBODIES,TX1,MCR5102AZ018,5102AZ018,5102A018,FX412,GO,7,58.2,M 5,10.7,7.1,8.4,222.0
CARBODIES,TX1 BVA,MCR7203AE015,7203AE015,7203A015,FL213,GO,8,65.1,A 4,10.9,8.2,9.2,243.0
CARBODIES,TX1 BVA,MCR7203AF016,7203AF016,7203A016,FL214,GO,8,65.1,A 4,10.9,8.2,9.2,243.0
CARBODIES,TX1 BVA,MCR7203AJ019,7203AJ019,7203A019,FX413,GO,8,65.1,A 4,10.9,8.2,9.2,243.0
CARBODIES,TX1 BVA,MCR7203AJ020,7203AJ020,7203A020,FX414,GO,8,65.1,A 4,10.9,8.2,9.2,243.0
CHEVROLET,CORVETTE CABRIOLET V8 5.7L,MG11905D0068,1905D0068,1905D068,1YY67BAAAAAAAAAAAA,ES,26,253.0,M 6,19.4,9.5,13.1,314.0
CHEVROLET,CORVETTE CABRIOLET V8 5.7L BVA,MG13905DJ069,3905DJ069,3905D069,1YY67BAAAABBAABBAA,ES,26,253.0,A 4,17.3,9.1,12.1,290.0
CHEVROLET,CORVETTE V8 5.7L,MG11901DQ066,1901DQ066,1901D066,1YY07AAAAAAAAAAAAA,ES,26,253.0,M 6,19.4,9.5,13.1,314.0
CHEVROLET,CORVETTE V8 5.7L BVA,MG13901D8067,3901D8067,3901D067,1YY07AAAAABBAABBAA,ES,26,253.0,A 4,17.3,9.1,12.1,290.0
CHEVROLET,TAHOE V8 5.3L BVA 5PL,MG14904GA093,4904GA093,4904G093,GMT820AAAAAAAAAAAAA,ES,22,213.0,A 4,19.8,11.1,14.3,340.0
CHEVROLET,TAHOE V8 5.3L BVA 8PL,MG14904GB094,4904GB094,4904G094,GMT820AAAAABABBAAAB,ES,22,213.0,A 4,19.8,11.1,14.3,340.0
CHEVROLET,TRAILBLAZER 4.2L,MG14904H1083,4904H1083,4904H083,GMT360AAAAAAAAAAAAA,ES,20,201.0,A 4,17.9,10.1,13.0,310.0
CHEVROLET,TRANS SPORT V6 3.4L BVA,MG13806C3074,3806C3074,3806C074,GM200BD11CB04BACBAA,ES,13,138.0,A 4,15.9,9.4,11.7,280.0
CHEVROLET,TRANS SPORT V6 3.4L BVA,MG13806C4075,3806C4075,3806C075,GM200BD11CB04BACBAB,ES,13,138.0,A 4,15.9,9.4,11.7,280.0
CHEVROLET,TRANS SPORT V6 3.4L 4X4 BVA,MG14806CH085,4806CH085,4806C085,GM200BD21CB15CBCBBB,ES,14,138.0,A 4,16.4,10.8,12.8,303.0
CHRYSLER,300M 2.7L,MC33802GH511,3802GH511,3802G511,LREB6R5,ES,14,150.0,A 4,15.8,8.9,11.5,265.0
CHRYSLER,300M 3.5L,MC33902G1510,3902G1510,3902G510,LREB6G6,ES,18,185.0,A 4,16.3,8.7,11.5,270.0
CHRYSLER,GRAND VOYAGER 2.4L,MC31602EH575,1602EH575,1602E575,RGYN5B05,ES,10,108.0,M 5,13.6,8.1,10.1,250.0
CHRYSLER,GRAND VOYAGER 2.4L,MC31602EH575,1602EH575,1602E575,RGYN5B06,ES,10,108.0,M 5,13.6,8.1,10.1,250.0
CHRYSLER,GRAND VOYAGER 2.4L BVA,MC33602EC564,3602EC564,3602E564,RGYB4B05,ES,12,108.0,A 4,16.7,9.8,12.8,306.0
CHRYSLER,GRAND VOYAGER 2.4L BVA,MC33602EC564,3602EC564,3602E564,RGYB4B06,ES,12,108.0,A 4,16.7,9.8,12.8,306.0
CHRYSLER,GRAND VOYAGER 2.4L BVA,MC33602EE566,3602EE566,3602E566,RGYB5B05,ES,12,108.0,A 4,16.7,9.8,12.8,306.0
CHRYSLER,GRAND VOYAGER 2.4L BVA,MC33602EE566,3602EE566,3602E566,RGYB5B06,ES,12,108.0,A 4,16.7,9.8,12.8,306.0
CHRYSLER,GRAND VOYAGER 3.3L,MC33702EH559,3702EH559,3702E559,RGYB1R09,ES,13,128.0,A 4,17.3,9.9,12.7,311.0
CHRYSLER,GRAND VOYAGER 3.3L,MC33702EH559,3702EH559,3702E559,RGYB1R10,ES,13,128.0,A 4,17.3,9.9,12.7,311.0
CHRYSLER,GRAND VOYAGER 3.3L,MC33702EN565,3702EN565,3702E565,RGYB4R09,ES,13,128.0,A 4,17.3,9.9,12.7,311.0
CHRYSLER,GRAND VOYAGER 3.3L,MC33702EN565,3702EN565,3702E565,RGYB4R10,ES,13,128.0,A 4,17.3,9.9,12.7,311.0
CHRYSLER,GRAND VOYAGER 3.3L,MC33702EP567,3702EP567,3702E567,RGYB5R09,ES,13,128.0,A 4,17.3,9.9,12.7,311.0
CHRYSLER,GRAND VOYAGER 3.3L,MC33702EP567,3702EP567,3702E567,RGYB5R10,ES,13,128.0,A 4,17.3,9.9,12.7,311.0
CHRYSLER,GRAND VOYAGER 3.3L 4X4,MC34702E1540,4702E1540,4702E540,RGCB1R09,ES,13,128.0,A 4,17.3,9.9,12.7,311.0
CHRYSLER,GRAND VOYAGER 3.3L 4X4,MC34702E1540,4702E1540,4702E540,RGCB1R10,ES,13,128.0,A 4,17.3,9.9,12.7,311.0
CHRYSLER,GRAND VOYAGER 3.3L 4X4,MC34702E2541,4702E2541,4702E541,RGCB4R09,ES,13,128.0,A 4,17.3,9.9,12.7,311.0
CHRYSLER,GRAND VOYAGER 3.3L 4X4,MC34702E2541,4702E2541,4702E541,RGCB4R10,ES,13,128.0,A 4,17.3,9.9,12.7,311.0
CHRYSLER,GRAND VOYAGER 2.5L CRD,MC35602EM568,5602EM568,5602E568,RGYN1705,GO,9,105.0,M 5,10.2,6.5,7.8,207.0
CHRYSLER,GRAND VOYAGER 2.5L CRD,MC35602EM568,5602EM568,5602E568,RGYN1706,GO,9,105.0,M 5,10.2,6.5,7.8,207.0
CHRYSLER,GRAND VOYAGER 2.5L CRD,MC35602ER573,5602ER573,5602E573,RGYN4705,GO,9,105.0,M 5,10.2,6.5,7.8,207.0
CHRYSLER,GRAND VOYAGER 2.5L CRD,MC35602ER573,5602ER573,5602E573,RGYN4706,GO,9,105.0,M 5,10.2,6.5,7.8,207.0
CHRYSLER,GRAND VOYAGER 2.5L CRD,MC35602ES574,5602ES574,5602E574,RGYN5705,GO,9,105.0,M 5,10.2,6.5,7.8,207.0
CHRYSLER,GRAND VOYAGER 2.5L CRD,MC35602ES574,5602ES574,5602E574,RGYN5706,GO,9,105.0,M 5,10.2,6.5,7.8,207.0
CHRYSLER,PT CRUISER 2.0L,MC31602HJ537,1602HJ537,1602H537,PTYNB9L2,ES,9,104.0,M 5,11.7,7.2,8.9,212.0
CHRYSLER,PT CRUISER 2.0L BVA,MC33602HN536,3602HN536,3602H536,PTYBB9L1,ES,10,104.0,A 4,12.6,7.8,9.6,232.0
CHRYSLER,PT CRUISER 2.2L CRD,MC35402HL512,5402HL512,5402H512,PTEN8UL1,GO,8,89.0,M 5,9.1,5.6,6.9,185.0
CHRYSLER,SEBRING CABRIOLET 2.0L,MC31605JU577,1605JU577,1605J577,JRLN5Y2,ES,9,104.0,M 5,10.8,6.6,8.1,195.0
CHRYSLER,SEBRING CABRIOLET 2.7L,MC33805JF475,3805JF475,3805J475,JRLB5U2,ES,14,149.0,A 4,14.7,8.4,10.7,255.0
CHRYSLER,VOYAGER 2.4L,MC31602EC570,1602EC570,1602E570,RGYN2B05,ES,10,108.0,M 5,13.6,8.1,10.1,250.0
CHRYSLER,VOYAGER 2.4L,MC31602EC570,1602EC570,1602E570,RGYN2B06,ES,10,108.0,M 5,13.6,8.1,10.1,250.0
CHRYSLER,VOYAGER 2.4L,MC31602EE572,1602EE572,1602E572,RGYN3B05,ES,10,108.0,M 5,13.6,8.1,10.1,250.0
CHRYSLER,VOYAGER 2.4L,MC31602EE572,1602EE572,1602E572,RGYN3B06,ES,10,108.0,M 5,13.6,8.1,10.1,250.0
CHRYSLER,VOYAGER 2.4L BVA,MC33602E8560,3602E8560,3602E560,RGYB2B05,ES,12,108.0,A 4,16.7,9.8,12.8,306.0
CHRYSLER,VOYAGER 2.4L BVA,MC33602E8560,3602E8560,3602E560,RGYB2B06,ES,12,108.0,A 4,16.7,9.8,12.8,306.0
CHRYSLER,VOYAGER 2.4L BVA,MC33602EA562,3602EA562,3602E562,RGYB3B05,ES,12,108.0,A 4,16.7,9.8,12.8,306.0
CHRYSLER,VOYAGER 2.4L BVA,MC33602EA562,3602EA562,3602E562,RGYB3B06,ES,12,108.0,A 4,16.7,9.8,12.8,306.0
CHRYSLER,VOYAGER 3.3L,MC33702EJ561,3702EJ561,3702E561,RGYB2R09,ES,13,128.0,A 4,17.3,9.9,12.7,311.0
CHRYSLER,VOYAGER 3.3L,MC33702EJ561,3702EJ561,3702E561,RGYB2R10,ES,13,128.0,A 4,17.3,9.9,12.7,311.0
CHRYSLER,VOYAGER 3.3L,MC33702EL563,3702EL563,3702E563,RGYB3R09,ES,13,128.0,A 4,17.3,9.9,12.7,311.0
CHRYSLER,VOYAGER 3.3L,MC33702EL563,3702EL563,3702E563,RGYB3R10,ES,13,128.0,A 4,17.3,9.9,12.7,311.0
CHRYSLER,VOYAGER 2.5L CRD,MC35602EN569,5602EN569,5602E569,RGYN2705,GO,9,105.0,M 5,9.9,6.4,7.7,203.0
CHRYSLER,VOYAGER 2.5L CRD,MC35602EN569,5602EN569,5602E569,RGYN2706,GO,9,105.0,M 5,9.9,6.4,7.7,203.0
CHRYSLER,VOYAGER 2.5L CRD,MC35602EP571,5602EP571,5602E571,RGYN3705,GO,9,105.0,M 5,9.9,6.4,7.7,203.0
CHRYSLER,VOYAGER 2.5L CRD,MC35602EP571,5602EP571,5602E571,RGYN3706,GO,9,105.0,M 5,9.9,6.4,7.7,203.0
CITROEN,BERLINGO 1.4i,MCT1103CF755,1103CF755,1103C755,GJKFWB,ES,6,55.0,M 5,9.7,6.2,7.5,176.0
CITROEN,BERLINGO 1.4i,MCT1103CG756,1103CG756,1103C756,GJKFWC/IF,ES,6,55.0,M 5,9.6,6.2,7.4,175.0
CITROEN,BERLINGO 1.6i 16V,MCT1303CX753,1303CX753,1303C753,GJNFUB,ES,7,80.0,M 5,9.5,6.2,7.4,175.0
CITROEN,BERLINGO 1.6i 16V,MCT1303CY754,1303CY754,1303C754,GJNFUC/IF,ES,7,80.0,M 5,9.7,6.2,7.5,177.0
CITROEN,BERLINGO 1.9D,MCT5103CV759,5103CV759,5103C759,GJWJYB,GO,5,51.0,M 5,8.8,5.7,6.9,181.0
CITROEN,BERLINGO MODUTOP 1.9D,MCT5103CW760,5103CW760,5103C760,GJWJYB/PMF,GO,5,51.0,M 5,8.8,5.7,6.9,181.0
CITROEN,BERLINGO 2.0HDi,MCT5203C3757,5203C3757,5203C757,GJRHYB,GO,6,66.0,M 5,7.2,4.9,5.7,152.0
CITROEN,C3 5P 1.1i,MCT1002PE681,1002PE681,1002P681,FCHFXB,ES,4,44.1,M 5,7.8,5.0,6.0,143.0
CITROEN,C3 5P 1.4i,MCT1102PN680,1102PN680,1102P680,FCKFVB,ES,5,54.0,M 5,8.2,5.0,6.2,148.0
CITROEN,C3 5P 1.4i BVA,MCT3102PX684,3102PX684,3102P684,FCKFVE,ES,5,54.0,A 4,9.7,5.5,7.1,170.0
CITROEN,C3 5P 1.4i BVA,MCT3102PR750,3102PR750,3102P750,FCKFVE,ES,5,54.0,A 4,9.3,5.4,6.8,161.0
CITROEN,C3 PLURIEL 1.4i,MCT1105QP747,1105QP747,1105Q747,HBKFVB,ES,5,54.0,M 5,8.9,5.5,6.8,163.0
CITROEN,C3 PLURIEL 1.4i,MCT1105QQ748,1105QQ748,1105Q748,HBKFVC/IF,ES,5,54.0,M 5,9.0,5.7,6.9,165.0
CITROEN,C3 5P 1.6i 16V,MCT1302PP734,1302PP734,1302P734,FCNFUB,ES,6,80.0,M 5,8.6,5.2,6.5,155.0
CITROEN,C3 5P 1.6i 16V,MCT1302P6715,1302P6715,1302P715,FCNFUC/IF,ES,6,80.0,M 5,8.6,5.2,6.5,155.0
CITROEN,C3 5P 1.6i 16V,MCT1302PQ735,1302PQ735,1302P735,FCNFUC/IF,ES,6,80.0,M 5,8.6,5.2,6.5,155.0
CITROEN,C3 5P 1.6i 16V SensoDrive,MCT3302PX736,3302PX736,3302P736,FCNFUC/PIF,ES,6,80.0,A 5,8.0,5.1,6.2,148.0
CITROEN,C3 PLURIEL 1.6i 16V SensoDrive,MCT3305QH749,3305QH749,3305Q749,HBNFUC/PIF,ES,7,80.0,A 5,8.3,5.5,6.6,157.0
CITROEN,C3 5P 1.4HDi,MCT5002PC678,5002PC678,5002P678,FC8HXB,GO,4,50.0,M 5,5.1,3.8,4.2,110.0
CITROEN,C3 5P 1.4HDi 16V,MCT5202PV677,5202PV677,5202P677,FC8HYB,GO,5,66.0,M 5,5.3,3.7,4.3,112.0
CITROEN,C5 BREAK 1.8i,MCT1404MX634,1404MX634,1404M634,DE6FZB,ES,7,85.0,M 5,10.8,6.2,7.9,187.0
CITROEN,C5 2.0HPi,MCT1602MU615,1602MU615,1602M615,DCRLZB,ES,8,103.0,M 5,10.3,6.0,7.5,177.0
CITROEN,C5 BREAK 2.0HPi,MCT1604MZ616,1604MZ616,1604M616,DERLZB,ES,9,103.0,M 5,10.4,6.2,7.7,185.0
CITROEN,C5 BREAK 2.0i 16V,MCT1504M5632,1504M5632,1504M632,DERFNC/IF,ES,9,100.0,M 5,11.9,6.4,8.4,200.0
CITROEN,C5 BREAK 2.0i 16V BVA,MCT3504MC633,3504MC633,3504M633,DERFNE,ES,9,100.0,A 4,12.7,6.4,8.7,208.0
CITROEN,C5 BREAK 2.0i 16V BVA,MCT3504MY752,3504MY752,3504M752,DERFNF/IF,ES,9,100.0,A 4,14.1,6.2,9.1,217.0
CITROEN,C5 V6,MCT1902M2532,1902M2532,1902M532,DCXFXC/IF,ES,13,152.0,M 5,13.9,7.1,9.6,226.0
CITROEN,C5 BREAK V6,MCT1904MP647,1904MP647,1904M647,DEXFXC/IF,ES,14,152.0,M 5,13.8,7.4,9.8,230.0
CITROEN,C5 BREAK V6 BVA,MCT3904M6648,3904M6648,3904M648,DEXFXF/IF,ES,14,152.0,A 4,14.8,7.7,10.3,245.0
CITROEN,C5 V6 BVA,MCT3902MK533,3902MK533,3902M533,DCXFXF/IF,ES,14,152.0,A 4,14.5,7.6,10.2,241.0
CITROEN,C5 BREAK 2.0HDi,MCT5204M9618,5204M9618,5204M618,DERHYB,GO,6,66.0,M 5,7.7,4.8,5.9,155.0
CITROEN,C5 BREAK 2.0HDi,MCT5304MP623,5304MP623,5304M623,DERHZB,GO,6,80.0,M 5,7.6,4.6,5.7,149.0
CITROEN,C5 BREAK 2.0HDi BVA,MCT7304MV624,7304MV624,7304M624,DERHZE,GO,7,80.0,A 4,9.3,5.2,6.7,178.0
CITROEN,C5 BREAK 2.0HDi FAP BVA,MCT7304MC738,7304MC738,7304M738,DERHSE,GO,7,79.0,A 4,9.0,5.0,6.5,173.0
CITROEN,C5 BREAK 2.2HDi,MCT5504MF630,5504MF630,5504M630,DE4HXB,GO,8,98.0,M 5,8.8,5.1,6.5,170.0
CITROEN,C5 BREAK 2.2HDi BVA,MCT7504MM631,7504MM631,7504M631,DE4HXE,GO,8,98.0,A 4,9.9,5.4,7.1,187.0
CITROEN,C8 2.0i 16V,MCT1506N3661,1506N3661,1506N661,EARFNC/IF,ES,9,100.0,M 5,12.3,7.3,9.1,218.0
CITROEN,C8 2.0i 16V,MCT1506N4662,1506N4662,1506N662,EBRFNC/IF,ES,9,100.0,M 5,12.3,7.3,9.1,218.0
CITROEN,C8 2.0i 16V BVA,MCT3506NE763,3506NE763,3506N763,EARFNE,ES,9,100.0,A 4,13.7,7.3,9.6,230.0
CITROEN,C8 2.0i 16V BVA,MCT3506NF764,3506NF764,3506N764,EBRFNE,ES,9,100.0,A 4,13.7,7.3,9.6,230.0
CITROEN,C8 2.2i 16V,MCT1706NP663,1706NP663,1706N663,EA3FZC/IF,ES,11,116.0,M 5,12.9,7.8,9.7,231.0
CITROEN,C8 2.2i 16V,MCT1706NQ664,1706NQ664,1706N664,EB3FZC/IF,ES,11,116.0,M 5,12.9,7.8,9.7,231.0
CITROEN,C8 3.0i V6 BVA,MCT3806NB730,3806NB730,3806N730,EAXFWF/IF,ES,14,150.0,A 4,15.8,9.0,11.5,275.0
CITROEN,C8 3.0i V6 BVA,MCT3806NC731,3806NC731,3806N731,EBXFWF/IF,ES,14,150.0,A 4,15.8,9.0,11.5,275.0
CITROEN,C8 2.0HDi,MCT5306N1667,5306N1667,5306N667,EARHTB,GO,7,79.0,M 5,9.4,5.9,7.2,189.0
CITROEN,C8 2.0HDi,MCT5306N2668,5306N2668,5306N668,EBRHTB,GO,7,79.0,M 5,9.4,5.9,7.2,189.0
CITROEN,C8 2.2HDi,MCT5506NN669,5506NN669,5506N669,EA4HWB,GO,8,94.0,M 5,10.1,5.9,7.4,199.0
CITROEN,C8 2.2HDi,MCT5506NP670,5506NP670,5506N670,EB4HWB,GO,8,94.0,M 5,10.1,5.9,7.4,199.0
CITROEN,EVASION 2.0i 16V,MCT1506HU658,1506HU658,1506H658,AFRFNC/IF,ES,9,100.0,M 5,12.3,7.4,9.2,221.0
CITROEN,EVASION 2.0i 16V BVA,MCT3506H1659,3506H1659,3506H659,AFRFNF/IF,ES,9,100.0,A 4,13.5,7.6,9.7,232.0
CITROEN,EVASION 2.0HDi,MCT5306HL657,5306HL657,5306H657,AFRHZA,GO,7,80.0,M 5,8.4,5.6,6.7,182.0
CITROEN,EVASION 2.0HDi 16V,MCT5306HP660,5306HP660,5306H660,AFRHWB,GO,7,80.0,M 5,8.8,5.9,6.9,184.0
CITROEN,JUMPER II COMBI COURT 11Q 2.0i,MCT1403EF687,1403EF687,1403E687,ZATMPA,ES,10,81.0,M 5,16.1,11.2,13.0,306.0
CITROEN,JUMPER II COMBI COURT 11Q 2.0i,MCT1403EG688,1403EG688,1403E688,ZATMRA,ES,10,81.0,M 5,15.9,11.0,12.8,301.0
CITROEN,JUMPER II COMBI COURT 11Q 2.0i 4X4,MCT2403EK689,2403EK689,2403E689,ZATWPA,ES,10,81.0,M 5,16.3,11.4,13.2,311.0
CITROEN,JUMPER II COMBI COURT 15Q 2.0i 4X4,MCT2403EP693,2403EP693,2403E693,ZBTWRA,ES,10,81.0,M 5,16.1,11.2,13.0,306.0
CITROEN,JUMPER II COMBI MOYEN 15Q 2.0i,MCT1403EJ690,1403EJ690,1403E690,ZBTMPBH,ES,10,81.0,M 5,16.3,11.4,13.2,311.0
CITROEN,JUMPER II COMBI MOYEN 15Q 2.0i,MCT1403EJ691,1403EJ691,1403E691,ZBTMRB,ES,10,81.0,M 5,15.9,11.0,12.8,301.0
CITROEN,JUMPER II COMBI MOYEN 15Q 2.0i,MCT1403EK692,1403EK692,1403E692,ZBTMRBH,ES,10,81.0,M 5,16.1,11.2,13.0,306.0
CITROEN,JUMPER II COMBI MOYEN 15Q 2.0i 4X4,MCT2403EP694,2403EP694,2403E694,ZBTWRB,ES,10,81.0,M 5,16.1,11.2,13.0,306.0
CITROEN,JUMPER II COMBI MOYEN 15Q 2.0i GNV,MCT9303E2732,9303E2732,9303E732,ZBTMRBM,ES/GN,8,81.0,M 5,16.3,11.4,13.2,311.0
CITROEN,JUMPER II COMBI MOYEN 15Q 2.0i GNV,MCT9303E3733,9303E3733,9303E733,ZBTMRBMH,ES/GN,8,81.0,M 5,16.7,11.7,13.5,319.0
CITROEN,JUMPER II COMBI MOYEN 15Q 2.0i GNV,MCT9303E2732,9303E2732,9303E732,ZBTMRBM,GN/ES,8,71.0,M 5,16.1,11.0,12.9,243.0
CITROEN,JUMPER II COMBI MOYEN 15Q 2.0i GNV,MCT9303E3733,9303E3733,9303E733,ZBTMRBMH,GN/ES,8,71.0,M 5,16.3,11.5,13.3,250.0
CITROEN,JUMPER II COMBI COURT 11Q 2.0HDi,MCT5203EF695,5203EF695,5203E695,ZAAMPA,GO,7,62.0,M 5,10.6,8.1,9.0,239.0
CITROEN,JUMPER II COMBI COURT 11Q 2.0HDi,MCT5203EG696,5203EG696,5203E696,ZAAMRA,GO,7,62.0,M 5,10.2,7.8,8.7,230.0
CITROEN,JUMPER II COMBI MOYEN 15Q 2.0HDi,MCT5203EH697,5203EH697,5203E697,ZBAMRB,GO,7,62.0,M 5,10.6,8.1,9.0,239.0
CITROEN,JUMPER II COMBI COURT 11Q 2.2HDi,MCT5303ES698,5303ES698,5303E698,ZARMPA,GO,8,74.0,M 5,11.5,8.6,9.7,255.0
CITROEN,JUMPER II COMBI COURT 11Q 2.2HDi,MCT5303ET699,5303ET699,5303E699,ZARMRA,GO,8,74.0,M 5,11.4,8.5,9.6,253.0
CITROEN,JUMPER II COMBI MOYEN 15Q 2.2HDi,MCT5303EU700,5303EU700,5303E700,ZBRMPBH,GO,8,74.0,M 5,11.7,8.8,9.9,260.0
CITROEN,JUMPER II COMBI MOYEN 15Q 2.2HDi,MCT5303EV701,5303EV701,5303E701,ZBRMRB,GO,8,74.0,M 5,11.4,8.5,9.6,253.0
CITROEN,JUMPER II COMBI MOYEN 15Q 2.2HDi,MCT5303EW702,5303EW702,5303E702,ZBRMRBH,GO,8,74.0,M 5,11.5,8.6,9.7,255.0
CITROEN,JUMPER II COMBI COURT 11Q 2.8HDi,MCT5503EJ704,5503EJ704,5503E704,ZAPMRA,GO,9,93.5,M 5,10.6,8.5,9.3,246.0
CITROEN,JUMPER II COMBI MOYEN 15Q 2.8HDi,MCT5503EL707,5503EL707,5503E707,ZBPMRB,GO,9,93.5,M 5,10.6,8.5,9.3,246.0
CITROEN,JUMPER II COMBI COURT 11Q 2.8HDi,MCT5503EH703,5503EH703,5503E703,ZAPMPA,GO,10,93.5,M 5,10.9,8.8,9.6,254.0
CITROEN,JUMPER II COMBI COURT 11Q 2.8HDi 4X4,MCT6503EM705,6503EM705,6503E705,ZAPWPA,GO,10,93.5,M 5,11.1,9.0,9.8,261.0
CITROEN,JUMPER II COMBI COURT 15Q 2.8HDi 4X4,MCT6503EQ709,6503EQ709,6503E709,ZBPWRA,GO,10,93.5,M 5,10.9,8.8,9.6,254.0
CITROEN,JUMPER II COMBI MOYEN 15Q 2.8HDi,MCT5503EK706,5503EK706,5503E706,ZBPMPBH,GO,10,93.5,M 5,11.1,9.0,9.8,261.0
CITROEN,JUMPER II COMBI MOYEN 15Q 2.8HDi,MCT5503EM708,5503EM708,5503E708,ZBPMRBH,GO,10,93.5,M 5,10.9,8.8,9.6,254.0
CITROEN,JUMPER II COMBI MOYEN 15Q 2.8HDi 4X4,MCT6503ER710,6503ER710,6503E710,ZBPWRB,GO,10,93.5,M 5,11.1,9.0,9.8,261.0
CITROEN,JUMPER II COMBI MOYEN 15Q 2.8HDi BVA,MCT7503EX713,7503EX713,7503E713,ZBPARB,GO,10,93.5,A 4,13.4,9.8,11.1,295.0
CITROEN,JUMPER II COMBI COURT 11Q 2.8HDi BVA,MCT7503EV711,7503EV711,7503E711,ZAPAPA,GO,11,93.5,A 4,13.7,10.0,11.3,301.0
CITROEN,JUMPER II COMBI MOYEN 15Q 2.8HDi BVA,MCT7503EW712,7503EW712,7503E712,ZBPAPBH,GO,11,93.5,A 4,13.9,10.2,11.5,307.0
CITROEN,JUMPER II COMBI MOYEN 15Q 2.8HDi BVA,MCT7503EY714,7503EY714,7503E714,ZBPARBH,GO,11,93.5,A 4,13.7,10.0,11.3,301.0
