marque,modele_version,cnit,unnamed:_4,unnamed:_5,mine,carburant,puissance_fiscale,puissance_reelle,bv,urb,ex_urb,mixte,co2
TOYOTA,YARIS 3P 85 VVT-i BVA,MJT3231RD454,3231RD454,3231R454,P1FSCP12(G)SCP12L-CGPGKW(1C),ES,5,64.0,A 4,8.1,5.3,6.3,150.0
TOYOTA,YARIS 3P 85 VVT-i BVA,MJT3231R5931,3231R5931,3231R931,P1FSCP12(G)SCP12L-CGPGKW(1D),ES,5,64.0,A 4,8.1,5.3,6.3,150.0
TOYOTA,YARIS 5P 85 VVT-i,MJT1232RH462,1232RH462,1232R462,P1FSCP12(H)SCP12L-CHMGKW(1C),ES,5,64.0,M 5,6.8,4.9,5.6,133.0
TOYOTA,YARIS 5P 85 VVT-i,MJT1232R9939,1232R9939,1232R939,P1FSCP12(H)SCP12L-CHMGKW(1D),ES,5,64.0,M 5,6.8,4.9,5.6,133.0
TOYOTA,YARIS 5P 85 VVT-i,MJT1232RJ464,1232RJ464,1232R464,P1FSCP12(H)SCP12L-CHMNKW(1C),ES,5,64.0,M 5,6.8,4.9,5.6,133.0
TOYOTA,YARIS 5P 85 VVT-i,MJT1232RB941,1232RB941,1232R941,P1FSCP12(H)SCP12L-CHMNKW(1D),ES,5,64.0,M 5,6.8,4.9,5.6,133.0
TOYOTA,YARIS 5P 85 VVT-i,MJT1222RP495,1222RP495,1222R495,P1NCP10(H)NCP10L-AHMGKW(1F),ES,5,63.0,M 5,7.7,5.0,6.0,144.0
TOYOTA,YARIS 5P 85 VVT-i,MJT1232RA128,1232RA128,1232R128,P1NCP10(H)NCP10L-AHMGKW(1G),ES,5,63.0,M 5,7.7,5.0,6.0,144.0
TOYOTA,YARIS 5P 85 VVT-i BVA,MJT3232RR466,3232RR466,3232R466,P1FSCP12(H)SCP12L-CHPGKW(1C),ES,5,64.0,A 4,8.1,5.3,6.3,150.0
TOYOTA,YARIS 5P 85 VVT-i BVA,MJT3232RJ943,3232RJ943,3232R943,P1FSCP12(H)SCP12L-CHPGKW(1D),ES,5,64.0,A 4,8.1,5.3,6.3,150.0
TOYOTA,YARIS 3P 85 VVT-i BVA,MJT3221RK487,3221RK487,3221R487,P1NCP10(G)NCP10L-AGPGKW(1F),ES,6,63.0,A 4,8.8,5.5,6.7,160.0
TOYOTA,YARIS 3P 85 VVT-i BVA,MJT3231R6120,3231R6120,3231R120,P1NCP10(G)NCP10L-AGPGKW(1G),ES,6,63.0,A 4,8.8,5.5,6.7,160.0
TOYOTA,YARIS 5P 85 VVT-i BVA,MJT3222RY499,3222RY499,3222R499,P1NCP10(H)NCP10L-AHPGKW(1F),ES,6,63.0,A 4,8.8,5.5,6.7,160.0
TOYOTA,YARIS 5P 85 VVT-i BVA,MJT3232RK132,3232RK132,3232R132,P1NCP10(H)NCP10L-AHPGKW(1G),ES,6,63.0,A 4,8.8,5.5,6.7,160.0
TOYOTA,YARIS VERSO 105 VVT-i,MJT1312RG902,1312RG902,1312R902,P2NCP21(H)NCP21L-CHMGKW(1C),ES,6,78.0,M 5,8.3,5.7,6.6,157.0
TOYOTA,YARIS VERSO 85 VVT-i,MJT1212RZ895,1212RZ895,1212R895,P2NCP20(H)NCP20L-CHMNKW(1C),ES,6,63.0,M 5,8.2,5.5,6.5,155.0
TOYOTA,YARIS VERSO 85 VVT-i BVA,MJT3212R7897,3212R7897,3212R897,P2NCP20(H)NCP20L-CHPNKW(1C),ES,6,63.0,A 4,9.1,5.8,7.0,167.0
TOYOTA,YARIS 3P 105 VVT-i TS,MJT1321RX532,1321RX532,1321R532,P1NCP13(G)NCP13L-AGMVKW(2F),ES,7,78.0,M 5,8.8,5.8,6.9,164.0
TOYOTA,YARIS 3P 105 VVT-i TS,MJT1331RY629,1331RY629,1331R629,P1NCP13(G)NCP13L-AGMVKW(2H),ES,7,78.0,M 5,8.8,5.8,6.9,164.0
TOYOTA,YARIS 5P 105 VVT-i TS,MJT1322R2535,1322R2535,1322R535,P1NCP13(H)NCP13L-AHMVKW(2F),ES,7,78.0,M 5,8.9,5.8,7.0,165.0
TOYOTA,YARIS 5P 105 VVT-i TS,MJT1332R3632,1332R3632,1332R632,P1NCP13(H)NCP13L-AHMVKW(2H),ES,7,78.0,M 5,8.9,5.8,7.0,165.0
TOYOTA,YARIS 3P 75 D-4D,MJT5131RL175,5131RL175,5131R175,P1NLP10(G)NLP10L-AGMNXW(1G),GO,4,55.0,M 5,5.1,3.7,4.2,113.0
TOYOTA,YARIS 3P 75 D-4D,MJT5131R0639,5131R0639,5131R639,P1NLP10(G)NLP10L-AGMNXW(1H),GO,4,55.0,M 5,5.1,3.7,4.2,113.0
TOYOTA,YARIS 3P 75 D-4D,MJT5131R4643,5131R4643,5131R643,P1NLP10(G)NLP10L-AGMRXW(1H),GO,4,55.0,M 5,5.1,3.7,4.2,113.0
TOYOTA,YARIS 5P 75 D-4D,MJT5132RZ187,5132RZ187,5132R187,P1NLP10(H)NLP10L-AHMNXW(1G),GO,4,55.0,M 5,5.3,3.8,4.4,117.0
TOYOTA,YARIS 5P 75 D-4D,MJT5132RE651,5132RE651,5132R651,P1NLP10(H)NLP10L-AHMNXW(1H),GO,4,55.0,M 5,5.3,3.8,4.4,117.0
TOYOTA,YARIS 5P 75 D-4D,MJT5132RJ655,5132RJ655,5132R655,P1NLP10(H)NLP10L-AHMRXW(1H),GO,4,55.0,M 5,5.3,3.8,4.4,117.0
TOYOTA,YARIS VERSO 75 D-4D,MJT5132RW112,5132RW112,5132R112,P2NLP20(H)NLP20L-CHMNXW(1D),GO,5,55.0,M 5,5.9,4.3,4.9,131.0
TVR,CHIMAERA,MTV1905AM001,1905AM001,1905A001,CHIMAERA400,ES,17,154.2,M 5,22.4,10.1,14.6,355.0
TVR,CHIMAERA,MTV1905AN002,1905AN002,1905A002,CHIMAERA450,ES,19,175.0,M 5,23.7,10.9,15.6,375.0
TVR,CHIMAERA,MTV1905AP003,1905AP003,1905A003,CHIMAERA500,ES,20,182.0,M 5,25.9,11.3,16.7,398.0
VOLKSWAGEN,BORA 1.6L 16V,MVW13D2SM815,13D2SM815,13D2S815,1JSTAUSX01SGFM52K028M41N10GG,ES,7,77.0,M 5,9.6,5.7,7.1,170.0
VOLKSWAGEN,BORA 1.6L 16V,MVW13D2SP817,13D2SP817,13D2S817,1JSTAUSX01SGFM52K028N41N10GG,ES,7,77.0,M 5,9.7,5.8,7.2,173.0
VOLKSWAGEN,BORA 1.6L 16V,MVW13D2SJ423,13D2SJ423,13D2S423,1JSTAZDX01SGFM52K028M41N10GG,ES,7,77.0,M 5,9.4,5.6,7.0,168.0
VOLKSWAGEN,BORA 1.6L 16V,MVW13D2SM427,13D2SM427,13D2S427,1JSTAZDX01SGFM52K028N41N10GG,ES,7,77.0,M 5,9.5,5.7,7.1,170.0
VOLKSWAGEN,BORA 1.6L BVA,MVW33D2S8411,33D2S8411,33D2S411,1JSTAVUX01AGFA41M034M41N10GG,ES,7,75.0,A 4,11.4,6.3,8.1,194.0
VOLKSWAGEN,BORA 1.6L BVA,MVW33D2SC415,33D2SC415,33D2S415,1JSTAVUX01AGFA41M034N41N10GG,ES,7,75.0,A 4,11.5,6.4,8.3,199.0
VOLKSWAGEN,BORA 1.6L BVA,MVW33H2SQ619,33H2SQ619,33H2S619,1JSTBFQX01AGFA41M034M41N10GG,ES,7,75.0,A 4,11.6,6.3,8.2,197.0
VOLKSWAGEN,BORA 1.6L BVA,MVW33H2SS621,33H2SS621,33H2S621,1JSTBFQX01AGFA41M034N41N10GG,ES,7,75.0,A 4,11.7,6.4,8.4,201.0
VOLKSWAGEN,BORA BREAK 1.6L 16V,MVW13D4SF743,13D4SF743,13D4S743,1JBVAUSX01SGFM52K028M41N10GG,ES,7,77.0,M 5,9.6,5.7,7.1,170.0
VOLKSWAGEN,BORA BREAK 1.6L 16V,MVW13D4SH745,13D4SH745,13D4S745,1JBVAUSX01SGFM52K028N41N10GG,ES,7,77.0,M 5,9.7,5.8,7.2,173.0
VOLKSWAGEN,BORA BREAK 1.6L 16V,MVW13C4SJ712,13C4SJ712,13C4S712,1JBVAZDX01SGFM52K028M41N10GG,ES,7,77.0,M 5,9.4,5.6,7.0,168.0
VOLKSWAGEN,BORA BREAK 1.6L 16V,MVW13C4SN716,13C4SN716,13C4S716,1JBVAZDX01SGFM52K028N41N10GG,ES,7,77.0,M 5,9.5,5.7,7.1,170.0
VOLKSWAGEN,BORA BREAK 1.6L BVA,MVW33C4S5696,33C4S5696,33C4S696,1JBVAVUX01AGFA41M034M41N10GG,ES,7,75.0,A 4,11.4,6.3,8.1,194.0
VOLKSWAGEN,BORA BREAK 1.6L BVA,MVW33C4S9700,33C4S9700,33C4S700,1JBVAVUX01AGFA41M034N41N10GG,ES,7,75.0,A 4,11.5,6.4,8.3,199.0
VOLKSWAGEN,BORA BREAK 1.6L BVA,MVW33C4SD704,33C4SD704,33C4S704,1JBVAVUX01AGFA41M034O41N10GG,ES,7,75.0,A 4,11.6,6.5,8.4,202.0
VOLKSWAGEN,BORA BREAK 1.6L BVA,MVW33H4S7571,33H4S7571,33H4S571,1JBVBFQX01AGFA41M034M41N10GG,ES,7,75.0,A 4,11.6,6.3,8.2,197.0
VOLKSWAGEN,BORA BREAK 1.6L BVA,MVW33H4S9573,33H4S9573,33H4S573,1JBVBFQX01AGFA41M034N41N10GG,ES,7,75.0,A 4,11.7,6.4,8.4,201.0
VOLKSWAGEN,BORA BREAK 1.6L BVA,MVW33H4SB575,33H4SB575,33H4S575,1JBVBFQX01AGFA41M034O41N10GG,ES,7,75.0,A 4,11.8,6.5,8.5,204.0
VOLKSWAGEN,BORA 1.8T,MVW16D2S7384,16D2S7384,16D2S384,1JSTAUMX01SGFM52J013M41N10GG,ES,9,110.0,M 5,10.7,6.2,7.9,190.0
VOLKSWAGEN,BORA 1.8T,MVW16D2S9386,16D2S9386,16D2S386,1JSTAUMX01SGFM52J013N41N10GG,ES,9,110.0,M 5,10.8,6.3,8.0,192.0
VOLKSWAGEN,BORA BREAK 1.8T,MVW16C4SA675,16C4SA675,16C4S675,1JBVAUMX01SGFM52J013N41N10GG,ES,9,110.0,M 5,10.8,6.3,8.0,192.0
VOLKSWAGEN,BORA BREAK 1.8T,MVW16C4SC677,16C4SC677,16C4S677,1JBVAUMX01SGFM52J013O41N10GG,ES,9,110.0,M 5,10.9,6.4,8.1,194.0
VOLKSWAGEN,BORA BREAK V5,MVW17C4S0592,17C4S0592,17C4S592,1JBVAQNX01SGFM52J063N41N10GG,ES,11,125.0,M 5,12.5,6.7,8.8,211.0
VOLKSWAGEN,BORA BREAK V5,MVW17C4S4596,17C4S4596,17C4S596,1JBVAQNX01SGFM52J063O41N10GG,ES,11,125.0,M 5,12.6,6.8,8.9,214.0
VOLKSWAGEN,BORA BREAK V5 TIPTRONIC,MVW37F4S0720,37F4S0720,37F4S720,1JBVAQNX01AGFA59A017N41N10GG,ES,11,125.0,A 5,13.8,7.3,9.7,233.0
VOLKSWAGEN,BORA BREAK V5 TIPTRONIC,MVW37F4S2722,37F4S2722,37F4S722,1JBVAQNX01AGFA59A017O41N10GG,ES,11,125.0,A 5,13.9,7.4,9.8,235.0
VOLKSWAGEN,BORA BREAK V5 TIPTRONIC,MVW37F4S4724,37F4S4724,37F4S724,1JBVAQNX01AGFA59A017P41N10GG,ES,11,125.0,A 5,14.0,7.5,9.9,238.0
VOLKSWAGEN,BORA V5,MVW17D2S2281,17D2S2281,17D2S281,1JSTAQNX01SGFM52J063M41N10GG,ES,11,125.0,M 5,12.4,6.6,8.7,209.0
VOLKSWAGEN,BORA V5,MVW17D2S6285,17D2S6285,17D2S285,1JSTAQNX01SGFM52J063N41N10GG,ES,11,125.0,M 5,12.5,6.7,8.8,211.0
VOLKSWAGEN,BORA V5,MVW17D2SA289,17D2SA289,17D2S289,1JSTAQNX01SGFM52J063O41N10GG,ES,11,125.0,M 5,12.6,6.8,8.9,214.0
VOLKSWAGEN,BORA V5 TIPTRONIC,MVW37G2SR035,37G2SR035,37G2S035,1JSTAQNX01AGFA59A017N41N10GG,ES,11,125.0,A 5,13.8,7.3,9.7,233.0
VOLKSWAGEN,BORA V5 TIPTRONIC,MVW37G2ST037,37G2ST037,37G2S037,1JSTAQNX01AGFA59A017O41N10GG,ES,11,125.0,A 5,13.9,7.4,9.8,235.0
VOLKSWAGEN,BORA BREAK V6 4MOTION,MVW28C4S5667,28C4S5667,28C4S667,1JBVAUEX11SGQM62M001O41N10GG,ES,14,150.0,M 6,15.7,8.2,11.0,264.0
VOLKSWAGEN,BORA BREAK V6 4MOTION,MVW28C4S7669,28C4S7669,28C4S669,1JBVAUEX11SGQM62M001P41N10GG,ES,14,150.0,M 6,15.8,8.3,11.1,266.0
VOLKSWAGEN,BORA BREAK V6 4MOTION,MVW28F4SW752,28F4SW752,28F4S752,1JBVAUEX11SGQM62Y009O41N10GG,ES,14,150.0,M 6,15.7,8.2,11.0,264.0
VOLKSWAGEN,BORA BREAK V6 4MOTION,MVW28F4SY754,28F4SY754,28F4S754,1JBVAUEX11SGQM62Y009P41N10GG,ES,14,150.0,M 6,15.8,8.3,11.1,266.0
VOLKSWAGEN,BORA BREAK V6 4MOTION,MVW28F4S9790,28F4S9790,28F4S790,1JBVBDEX11SGQM62Y009P41N10GG,ES,14,150.0,M 6,15.8,8.3,11.1,266.0
VOLKSWAGEN,BORA V6 4MOTION,MVW28D2S2376,28D2S2376,28D2S376,1JSTAUEX11SGQM62M001O41N10GG,ES,14,150.0,M 6,15.7,8.2,11.0,264.0
VOLKSWAGEN,BORA V6 4MOTION,MVW28D2S4378,28D2S4378,28D2S378,1JSTAUEX11SGQM62M001P41N10GG,ES,14,150.0,M 6,15.8,8.3,11.1,266.0
VOLKSWAGEN,BORA V6 4MOTION,MVW28G2S7051,28G2S7051,28G2S051,1JSTAUEX11SGQM62Y009O41N10GG,ES,14,150.0,M 6,15.7,8.2,11.0,264.0
VOLKSWAGEN,BORA V6 4MOTION,MVW28G2S9053,28G2S9053,28G2S053,1JSTAUEX11SGQM62Y009P41N10GG,ES,14,150.0,M 6,15.8,8.3,11.1,266.0
VOLKSWAGEN,BORA V6 4MOTION,MVW28G2S9089,28G2S9089,28G2S089,1JSTBDEX11SGQM62M001O41N10GG,ES,14,150.0,M 6,15.7,8.2,11.0,264.0
VOLKSWAGEN,BORA V6 4MOTION,MVW28G2SB091,28G2SB091,28G2S091,1JSTBDEX11SGQM62M001P41N10GG,ES,14,150.0,M 6,15.8,8.3,11.1,266.0
VOLKSWAGEN,BORA V6 4MOTION,MVW28G2SD093,28G2SD093,28G2S093,1JSTBDEX11SGQM62Y009O41N10GG,ES,14,150.0,M 6,15.7,8.2,11.0,264.0
VOLKSWAGEN,BORA V6 4MOTION,MVW28G2SF095,28G2SF095,28G2S095,1JSTBDEX11SGQM62Y009P41N10GG,ES,14,150.0,M 6,15.8,8.3,11.1,266.0
VOLKSWAGEN,BORA BREAK TDI (100ch),MVW53C4SR655,53C4SR655,53C4S655,1JBVATDX01SGFM52J060N41N10GE,GO,6,74.0,M 5,6.8,4.4,5.3,143.0
VOLKSWAGEN,BORA BREAK TDI (100ch),MVW53C4ST657,53C4ST657,53C4S657,1JBVATDX01SGFM52J060O41N10GE,GO,6,74.0,M 5,6.9,4.5,5.4,146.0
VOLKSWAGEN,BORA BREAK TDI (100ch),MVW53F4S6764,53F4S6764,53F4S764,1JBVAXRX01SGFM52J060N41N10GR,GO,6,74.0,M 5,7.0,4.4,5.4,146.0
VOLKSWAGEN,BORA BREAK TDI (100ch),MVW53F4S8766,53F4S8766,53F4S766,1JBVAXRX01SGFM52J060O41N10GR,GO,6,74.0,M 5,7.1,4.5,5.5,149.0
VOLKSWAGEN,BORA TDI (100ch),MVW53D2SK360,53D2SK360,53D2S360,1JSTATDX01SGFM52J060M41N10GE,GO,6,74.0,M 5,6.6,4.3,5.1,138.0
VOLKSWAGEN,BORA TDI (100ch),MVW53D2SM362,53D2SM362,53D2S362,1JSTATDX01SGFM52J060N41N10GE,GO,6,74.0,M 5,6.8,4.4,5.3,143.0
VOLKSWAGEN,BORA TDI (100ch),MVW53G2SR073,53G2SR073,53G2S073,1JSTAXRX01SGFM52J060M41N10GR,GO,6,74.0,M 5,6.8,4.3,5.2,140.0
VOLKSWAGEN,BORA TDI (100ch),MVW53G2ST075,53G2ST075,53G2S075,1JSTAXRX01SGFM52J060N41N10GR,GO,6,74.0,M 5,7.0,4.4,5.4,146.0
VOLKSWAGEN,BORA BREAK TDI (100ch) TIPTRONIC,MVW73C4SP651,73C4SP651,73C4S651,1JBVATDX01AGFA59A019N41N10GE,GO,7,74.0,A 5,8.7,5.2,6.5,176.0
VOLKSWAGEN,BORA BREAK TDI (100ch) TIPTRONIC,MVW73C4SR653,73C4SR653,73C4S653,1JBVATDX01AGFA59A019O41N10GE,GO,7,74.0,A 5,8.8,5.3,6.6,178.0
VOLKSWAGEN,BORA BREAK TDI (100ch) TIPTRONIC,MVW73F4SS748,73F4SS748,73F4S748,1JBVATDX01AGFA59A020N41N10GE,GO,7,74.0,A 5,8.6,5.1,6.4,173.0
VOLKSWAGEN,BORA BREAK TDI (100ch) TIPTRONIC,MVW73F4SU750,73F4SU750,73F4S750,1JBVATDX01AGFA59A020O41N10GE,GO,7,74.0,A 5,8.7,5.2,6.5,176.0
VOLKSWAGEN,BORA BREAK TDI (130ch),MVW55C4S9635,55C4S9635,55C4S635,1JBVASZX01SGFM62M001N41N10GE,GO,7,96.0,M 6,7.1,4.5,5.4,146.0
VOLKSWAGEN,BORA BREAK TDI (130ch),MVW55C4SB637,55C4SB637,55C4S637,1JBVASZX01SGFM62M001O41N10GE,GO,7,96.0,M 6,7.2,4.6,5.5,149.0
VOLKSWAGEN,BORA BREAK TDI (130ch),MVW55C4SD639,55C4SD639,55C4S639,1JBVASZX01SGFM62M005N41N10GE,GO,7,96.0,M 6,7.1,4.5,5.4,146.0
VOLKSWAGEN,BORA BREAK TDI (130ch),MVW55C4SF641,55C4SF641,55C4S641,1JBVASZX01SGFM62M005O41N10GE,GO,7,96.0,M 6,7.2,4.6,5.5,149.0
VOLKSWAGEN,BORA TDI (100ch) TIPTRONIC,MVW73D2SJ356,73D2SJ356,73D2S356,1JSTATDX01AGFA59A019N41N10GE,GO,7,74.0,A 5,8.7,5.2,6.5,176.0
VOLKSWAGEN,BORA TDI (100ch) TIPTRONIC,MVW73D2SK358,73D2SK358,73D2S358,1JSTATDX01AGFA59A019O41N10GE,GO,7,74.0,A 5,8.8,5.3,6.6,178.0
VOLKSWAGEN,BORA TDI (100ch) TIPTRONIC,MVW73G2S3047,73G2S3047,73G2S047,1JSTATDX01AGFA59A020N41N10GE,GO,7,74.0,A 5,8.6,5.1,6.4,173.0
VOLKSWAGEN,BORA TDI (100ch) TIPTRONIC,MVW73G2S5049,73G2S5049,73G2S049,1JSTATDX01AGFA59A020O41N10GE,GO,7,74.0,A 5,8.7,5.2,6.5,176.0
VOLKSWAGEN,BORA TDI (130ch),MVW55D2SU332,55D2SU332,55D2S332,1JSTASZX01SGFM62M001M41N10GE,GO,7,96.0,M 6,7.0,4.3,5.2,140.0
VOLKSWAGEN,BORA TDI (130ch),MVW55D2SW334,55D2SW334,55D2S334,1JSTASZX01SGFM62M001N41N10GE,GO,7,96.0,M 6,7.1,4.5,5.4,146.0
VOLKSWAGEN,BORA TDI (130ch),MVW55D2SY336,55D2SY336,55D2S336,1JSTASZX01SGFM62M001O41N10GE,GO,7,96.0,M 6,7.2,4.6,5.5,149.0
VOLKSWAGEN,BORA TDI (130ch),MVW55D2S0338,55D2S0338,55D2S338,1JSTASZX01SGFM62M005M41N10GE,GO,7,96.0,M 6,7.0,4.3,5.2,140.0
VOLKSWAGEN,BORA TDI (130ch),MVW55D2S2340,55D2S2340,55D2S340,1JSTASZX01SGFM62M005N41N10GE,GO,7,96.0,M 6,7.1,4.5,5.4,146.0
VOLKSWAGEN,BORA TDI (130ch),MVW55D2S4342,55D2S4342,55D2S342,1JSTASZX01SGFM62M005O41N10GE,GO,7,96.0,M 6,7.2,4.6,5.5,149.0
VOLKSWAGEN,BORA BREAK TDI (130ch) 4MOTION,MVW65C4SJ643,65C4SJ643,65C4S643,1JBVASZX11SGQM62M003O41N10GE,GO,8,96.0,M 6,8.1,5.2,6.3,170.0
VOLKSWAGEN,BORA BREAK TDI (130ch) 4MOTION,MVW65C4SK645,65C4SK645,65C4S645,1JBVASZX11SGQM62M003P41N10GE,GO,8,96.0,M 6,8.2,5.3,6.4,173.0
VOLKSWAGEN,BORA BREAK TDI (130ch) 4MOTION,MVW65C4SM647,65C4SM647,65C4S647,1JBVASZX11SGQM62Y004O41N10GE,GO,8,96.0,M 6,8.1,5.2,6.3,170.0
VOLKSWAGEN,BORA BREAK TDI (130ch) 4MOTION,MVW65C4SP649,65C4SP649,65C4S649,1JBVASZX11SGQM62Y004P41N10GE,GO,8,96.0,M 6,8.2,5.3,6.4,173.0
VOLKSWAGEN,BORA BREAK TDI (130ch) TIPTRONIC,MVW75F4SP742,75F4SP742,75F4S742,1JBVASZX01AGFA59A014N41N10GE,GO,8,96.0,A 5,9.0,5.1,6.5,176.0
VOLKSWAGEN,BORA BREAK TDI (130ch) TIPTRONIC,MVW75F4SQ744,75F4SQ744,75F4S744,1JBVASZX01AGFA59A014O41N10GE,GO,8,96.0,A 5,9.1,5.2,6.6,178.0
VOLKSWAGEN,BORA BREAK TDI (130ch) TIPTRONIC,MVW75F4SS746,75F4SS746,75F4S746,1JBVASZX01AGFA59A014P41N10GE,GO,8,96.0,A 5,9.2,5.3,6.7,181.0
VOLKSWAGEN,BORA BREAK TDI (130ch) TIPTRONIC,MVW75H4S8688,75H4S8688,75H4S688,1JBVASZX01AGFA59A030N41N10GE,GO,8,96.0,A 5,9.0,5.1,6.5,176.0
VOLKSWAGEN,BORA BREAK TDI (130ch) TIPTRONIC,MVW75H4S9689,75H4S9689,75H4S689,1JBVASZX01AGFA59A030N41NN0GE,GO,8,96.0,A 5,9.0,5.1,6.5,176.0
VOLKSWAGEN,BORA BREAK TDI (130ch) TIPTRONIC,MVW75H4SA690,75H4SA690,75H4S690,1JBVASZX01AGFA59A030O41N10GE,GO,8,96.0,A 5,9.1,5.2,6.6,178.0
VOLKSWAGEN,BORA BREAK TDI (130ch) TIPTRONIC,MVW75H4SB691,75H4SB691,75H4S691,1JBVASZX01AGFA59A030O41NN0GE,GO,8,96.0,A 5,9.1,5.2,6.6,178.0
VOLKSWAGEN,BORA BREAK TDI (130ch) TIPTRONIC,MVW75H4SC692,75H4SC692,75H4S692,1JBVASZX01AGFA59A030P41N10GE,GO,8,96.0,A 5,9.2,5.3,6.7,181.0
VOLKSWAGEN,BORA BREAK TDI (130ch) TIPTRONIC,MVW75H4SD693,75H4SD693,75H4S693,1JBVASZX01AGFA59A030P41NN0GE,GO,8,96.0,A 5,9.2,5.3,6.7,181.0
VOLKSWAGEN,BORA TDI (130ch) 4MOTION,MVW65D2S7344,65D2S7344,65D2S344,1JSTASZX11SGQM62M003N41N10GE,GO,8,96.0,M 6,8.0,5.1,6.2,167.0
VOLKSWAGEN,BORA TDI (130ch) 4MOTION,MVW65D2S9346,65D2S9346,65D2S346,1JSTASZX11SGQM62M003O41N10GE,GO,8,96.0,M 6,8.1,5.2,6.3,170.0
VOLKSWAGEN,BORA TDI (130ch) 4MOTION,MVW65D2SB348,65D2SB348,65D2S348,1JSTASZX11SGQM62M003P41N10GE,GO,8,96.0,M 6,8.2,5.3,6.4,173.0
VOLKSWAGEN,BORA TDI (130ch) 4MOTION,MVW65D2SD350,65D2SD350,65D2S350,1JSTASZX11SGQM62Y004N41N10GE,GO,8,96.0,M 6,8.0,5.1,6.2,167.0
VOLKSWAGEN,BORA TDI (130ch) 4MOTION,MVW65D2SF352,65D2SF352,65D2S352,1JSTASZX11SGQM62Y004O41N10GE,GO,8,96.0,M 6,8.1,5.2,6.3,170.0
VOLKSWAGEN,BORA TDI (130ch) 4MOTION,MVW65D2SH354,65D2SH354,65D2S354,1JSTASZX11SGQM62Y004P41N10GE,GO,8,96.0,M 6,8.2,5.3,6.4,173.0
VOLKSWAGEN,BORA TDI (130ch) TIPTRONIC,MVW75D2SS328,75D2SS328,75D2S328,1JSTASZX01AGFA59A014N41N10GE,GO,8,96.0,A 5,9.0,5.1,6.5,176.0
VOLKSWAGEN,BORA TDI (130ch) TIPTRONIC,MVW75D2SU330,75D2SU330,75D2S330,1JSTASZX01AGFA59A014O41N10GE,GO,8,96.0,A 5,9.1,5.2,6.6,178.0
VOLKSWAGEN,BORA TDI (130ch) TIPTRONIC,MVW75H2SR711,75H2SR711,75H2S711,1JSTASZX01AGFA59A030N41N10GE,GO,8,96.0,A 5,9.0,5.1,6.5,176.0
VOLKSWAGEN,BORA TDI (130ch) TIPTRONIC,MVW75H2SS712,75H2SS712,75H2S712,1JSTASZX01AGFA59A030N41NN0GE,GO,8,96.0,A 5,9.0,5.1,6.5,176.0
VOLKSWAGEN,BORA TDI (130ch) TIPTRONIC,MVW75H2ST713,75H2ST713,75H2S713,1JSTASZX01AGFA59A030O41N10GE,GO,8,96.0,A 5,9.1,5.2,6.6,178.0
VOLKSWAGEN,BORA TDI (130ch) TIPTRONIC,MVW75H2SU714,75H2SU714,75H2S714,1JSTASZX01AGFA59A030O41NN0GE,GO,8,96.0,A 5,9.1,5.2,6.6,178.0
VOLKSWAGEN,BORA TDI (150ch),MVW56D2SF316,56D2SF316,56D2S316,1JSTARLX01SGFM62M002N41N10GE,GO,8,110.0,M 6,7.2,4.4,5.4,146.0
VOLKSWAGEN,BORA TDI (150ch),MVW56D2SH318,56D2SH318,56D2S318,1JSTARLX01SGFM62M002O41N10GE,GO,8,110.0,M 6,7.3,4.5,5.5,149.0
VOLKSWAGEN,BORA TDI (150ch),MVW56G2SW039,56G2SW039,56G2S039,1JSTARLX01SGFM62M005N41N10GE,GO,8,110.0,M 6,7.2,4.4,5.4,146.0
VOLKSWAGEN,BORA TDI (150ch),MVW56G2SY041,56G2SY041,56G2S041,1JSTARLX01SGFM62M005O41N10GE,GO,8,110.0,M 6,7.3,4.5,5.5,149.0
VOLKSWAGEN,BORA TDI (150ch) 4MOTION,MVW66D2SK320,66D2SK320,66D2S320,1JSTARLX11SGQM62M003O41N10GE,GO,9,110.0,M 6,8.2,5.2,6.3,170.0
VOLKSWAGEN,BORA TDI (150ch) 4MOTION,MVW66D2SM322,66D2SM322,66D2S322,1JSTARLX11SGQM62M003P41N10GE,GO,9,110.0,M 6,8.3,5.3,6.4,173.0
VOLKSWAGEN,BORA TDI (150ch) 4MOTION,MVW66G2S1043,66G2S1043,66G2S043,1JSTARLX11SGQM62Y004O41N10GE,GO,9,110.0,M 6,8.2,5.2,6.3,170.0
VOLKSWAGEN,BORA TDI (150ch) 4MOTION,MVW66G2S3045,66G2S3045,66G2S045,1JSTARLX11SGQM62Y004P41N10GE,GO,9,110.0,M 6,8.3,5.3,6.4,173.0
VOLKSWAGEN,CADDY COMBI (75ch) 5PL,MVW10B4D0518,10B4D0518,10B4D518,9KVSLAUDX01SGFM585010K,ES,5,44.0,M 5,10.1,6.8,8.0,192.0
VOLKSWAGEN,CADDY COMBI (75ch) 5PL,MVW10H4DW641,10H4DW641,10H4D641,9KVSLAUDX01SGFM585010K0GG,ES,5,44.0,M 5,10.1,6.8,8.0,192.0
VOLKSWAGEN,CADDY COMBI (75ch) 5PL,MVW10E4DB174,10E4DB174,10E4D174,9KVSLAUDX01SGFM585051K,ES,5,44.0,M 5,10.1,6.8,8.0,192.0
