marque,modele_version,cnit,mine,energie,puissance_fiscale,puissance_reelle,bv,urb,ex-urb,mixte,co2,immat
CITROEN,C5 BREAK 1.8i,MCT1404MX634,DE6FZB,ES,7,85.0,M 5,10.8,6.2,7.9,187.0,2003-03-01
CITROEN,C5 BREAK 2.0HDi,MCT5204M9618,DERHYB,GO,6,66.0,M 5,7.7,4.8,5.9,155.0,2003-03-01
CITROEN,C5 BREAK 2.0HDi,MCT5304MP623,DERHZB,GO,6,80.0,M 5,7.6,4.6,5.7,149.0,2003-03-01
CITROEN,C5 BREAK 2.0HDi BVA,MCT7304MV624,DERHZE,GO,7,80.0,A 4,9.3,5.2,6.7,178.0,2003-03-01
CITROEN,C5 BREAK 2.0HDi FAP BVA,MCT7304MC738,DERHSE,GO,7,79.0,A 4,9.0,5.0,6.5,173.0,2003-03-01
CITROEN,C5 BREAK 2.0HPi,MCT1604MZ616,DERLZB,ES,9,103.0,M 5,10.4,6.2,7.7,185.0,2003-03-01
CITROEN,C5 BREAK 2.0i 16V,MCT1504M5632,DERFNC/IF,ES,9,100.0,M 5,11.9,6.4,8.4,200.0,2003-03-01
CITROEN,C5 BREAK 2.0i 16V BVA,MCT3504MC633,DERFNE,ES,9,100.0,A 4,12.7,6.4,8.7,208.0,2003-03-01
CITROEN,C5 BREAK 2.0i 16V BVA,MCT3504MY752,DERFNF/IF,ES,9,100.0,A 4,14.1,6.2,9.1,217.0,2003-03-01
CITROEN,C5 BREAK 2.2HDi,MCT5504MF630,DE4HXB,GO,8,98.0,M 5,8.8,5.1,6.5,170.0,2003-03-01
CITROEN,C5 BREAK 2.2HDi BVA,MCT7504MM631,DE4HXE,GO,8,98.0,A 4,9.9,5.4,7.1,187.0,2003-03-01
CITROEN,C5 BREAK V6,MCT1904MP647,DEXFXC/IF,ES,14,152.0,M 5,13.8,7.4,9.8,230.0,2003-03-01
CITROEN,C5 BREAK V6 BVA,MCT3904M6648,DEXFXF/IF,ES,14,152.0,A 4,14.8,7.7,10.3,245.0,2003-03-01
CITROEN,C5 V6,MCT1902M2532,DCXFXC/IF,ES,13,152.0,M 5,13.9,7.1,9.6,226.0,2003-03-01
CITROEN,C5 V6 BVA,MCT3902MK533,DCXFXF/IF,ES,14,152.0,A 4,14.5,7.6,10.2,241.0,2003-03-01
CITROEN,C8 2.0HDi,MCT5306N1667,EARHTB,GO,7,79.0,M 5,9.4,5.9,7.2,189.0,2003-03-01
CITROEN,C8 2.0HDi,MCT5306N2668,EBRHTB,GO,7,79.0,M 5,9.4,5.9,7.2,189.0,2003-03-01
CITROEN,C8 2.0i 16V,MCT1506N3661,EARFNC/IF,ES,9,100.0,M 5,12.3,7.3,9.1,218.0,2003-03-01
CITROEN,C8 2.0i 16V,MCT1506N4662,EBRFNC/IF,ES,9,100.0,M 5,12.3,7.3,9.1,218.0,2003-03-01
CITROEN,C8 2.0i 16V BVA,MCT3506NE763,EARFNE,ES,9,100.0,A 4,13.7,7.3,9.6,230.0,2003-03-01
CITROEN,C8 2.0i 16V BVA,MCT3506NF764,EBRFNE,ES,9,100.0,A 4,13.7,7.3,9.6,230.0,2003-03-01
CITROEN,C8 2.2HDi,MCT5506NN669,EA4HWB,GO,8,94.0,M 5,10.1,5.9,7.4,199.0,2003-03-01
CITROEN,C8 2.2HDi,MCT5506NP670,EB4HWB,GO,8,94.0,M 5,10.1,5.9,7.4,199.0,2003-03-01
CITROEN,C8 2.2i 16V,MCT1706NP663,EA3FZC/IF,ES,11,116.0,M 5,12.9,7.8,9.7,231.0,2003-03-01
CITROEN,C8 2.2i 16V,MCT1706NQ664,EB3FZC/IF,ES,11,116.0,M 5,12.9,7.8,9.7,231.0,2003-03-01
CITROEN,C8 3.0i V6 BVA,MCT3806NB730,EAXFWF/IF,ES,14,150.0,A 4,15.8,9.0,11.5,275.0,2003-03-01
CITROEN,C8 3.0i V6 BVA,MCT3806NC731,EBXFWF/IF,ES,14,150.0,A 4,15.8,9.0,11.5,275.0,2003-03-01
CITROEN,EVASION 2.0HDi,MCT5306HL657,AFRHZA,GO,7,80.0,M 5,8.4,5.6,6.7,182.0,2003-03-01
CITROEN,EVASION 2.0HDi 16V,MCT5306HP660,AFRHWB,GO,7,80.0,M 5,8.8,5.9,6.9,184.0,2003-03-01
CITROEN,EVASION 2.0i 16V,MCT1506HU658,AFRFNC/IF,ES,9,100.0,M 5,12.3,7.4,9.2,221.0,2003-03-01
CITROEN,EVASION 2.0i 16V BVA,MCT3506H1659,AFRFNF/IF,ES,9,100.0,A 4,13.5,7.6,9.7,232.0,2003-03-01
CITROEN,JUMPER II COMBI COURT 11Q 2.0HDi,MCT5203EF695,ZAAMPA,GO,7,62.0,M 5,10.6,8.1,9.0,239.0,2003-03-01
CITROEN,JUMPER II COMBI COURT 11Q 2.0HDi,MCT5203EG696,ZAAMRA,GO,7,62.0,M 5,10.2,7.8,8.7,230.0,2003-03-01
CITROEN,JUMPER II COMBI COURT 11Q 2.0i,MCT1403EF687,ZATMPA,ES,10,81.0,M 5,16.1,11.2,13.0,306.0,2003-03-01
CITROEN,JUMPER II COMBI COURT 11Q 2.0i,MCT1403EG688,ZATMRA,ES,10,81.0,M 5,15.9,11.0,12.8,301.0,2003-03-01
CITROEN,JUMPER II COMBI COURT 11Q 2.0i 4X4,MCT2403EK689,ZATWPA,ES,10,81.0,M 5,16.3,11.4,13.2,311.0,2003-03-01
CITROEN,JUMPER II COMBI COURT 11Q 2.2HDi,MCT5303ES698,ZARMPA,GO,8,74.0,M 5,11.5,8.6,9.7,255.0,2003-03-01
CITROEN,JUMPER II COMBI COURT 11Q 2.2HDi,MCT5303ET699,ZARMRA,GO,8,74.0,M 5,11.4,8.5,9.6,253.0,2003-03-01
CITROEN,JUMPER II COMBI COURT 11Q 2.8HDi,MCT5503EH703,ZAPMPA,GO,10,93.5,M 5,10.9,8.8,9.6,254.0,2003-03-01
CITROEN,JUMPER II COMBI COURT 11Q 2.8HDi,MCT5503EJ704,ZAPMRA,GO,9,93.5,M 5,10.6,8.5,9.3,246.0,2003-03-01
CITROEN,JUMPER II COMBI COURT 11Q 2.8HDi 4X4,MCT6503EM705,ZAPWPA,GO,10,93.5,M 5,11.1,9.0,9.8,261.0,2003-03-01
CITROEN,JUMPER II COMBI COURT 11Q 2.8HDi BVA,MCT7503EV711,ZAPAPA,GO,11,93.5,A 4,13.7,10.0,11.3,301.0,2003-03-01
CITROEN,JUMPER II COMBI COURT 15Q 2.0i 4X4,MCT2403EP693,ZBTWRA,ES,10,81.0,M 5,16.1,11.2,13.0,306.0,2003-03-01
CITROEN,JUMPER II COMBI COURT 15Q 2.8HDi 4X4,MCT6503EQ709,ZBPWRA,GO,10,93.5,M 5,10.9,8.8,9.6,254.0,2003-03-01
CITROEN,JUMPER II COMBI MOYEN 15Q 2.0HDi,MCT5203EH697,ZBAMRB,GO,7,62.0,M 5,10.6,8.1,9.0,239.0,2003-03-01
CITROEN,JUMPER II COMBI MOYEN 15Q 2.0i,MCT1403EJ690,ZBTMPBH,ES,10,81.0,M 5,16.3,11.4,13.2,311.0,2003-03-01
CITROEN,JUMPER II COMBI MOYEN 15Q 2.0i,MCT1403EJ691,ZBTMRB,ES,10,81.0,M 5,15.9,11.0,12.8,301.0,2003-03-01
CITROEN,JUMPER II COMBI MOYEN 15Q 2.0i,MCT1403EK692,ZBTMRBH,ES,10,81.0,M 5,16.1,11.2,13.0,306.0,2003-03-01
CITROEN,JUMPER II COMBI MOYEN 15Q 2.0i 4X4,MCT2403EP694,ZBTWRB,ES,10,81.0,M 5,16.1,11.2,13.0,306.0,2003-03-01
CITROEN,JUMPER II COMBI MOYEN 15Q 2.0i GNV,MCT9303E2732,ZBTMRBM,ES/GN,8,81.0,M 5,16.3,11.4,13.2,311.0,2003-03-01
CITROEN,JUMPER II COMBI MOYEN 15Q 2.0i GNV,MCT9303E3733,ZBTMRBMH,ES/GN,8,81.0,M 5,16.7,11.7,13.5,319.0,2003-03-01
CITROEN,JUMPER II COMBI MOYEN 15Q 2.0i GNV,MCT9303E2732,ZBTMRBM,GN/ES,8,71.0,M 5,16.1,11.0,12.9,243.0,2003-03-01
CITROEN,JUMPER II COMBI MOYEN 15Q 2.0i GNV,MCT9303E3733,ZBTMRBMH,GN/ES,8,71.0,M 5,16.3,11.5,13.3,250.0,2003-03-01
CITROEN,JUMPER II COMBI MOYEN 15Q 2.2HDi,MCT5303EU700,ZBRMPBH,GO,8,74.0,M 5,11.7,8.8,9.9,260.0,2003-03-01
CITROEN,JUMPER II COMBI MOYEN 15Q 2.2HDi,MCT5303EV701,ZBRMRB,GO,8,74.0,M 5,11.4,8.5,9.6,253.0,2003-03-01
CITROEN,JUMPER II COMBI MOYEN 15Q 2.2HDi,MCT5303EW702,ZBRMRBH,GO,8,74.0,M 5,11.5,8.6,9.7,255.0,2003-03-01
CITROEN,JUMPER II COMBI MOYEN 15Q 2.8HDi,MCT5503EK706,ZBPMPBH,GO,10,93.5,M 5,11.1,9.0,9.8,261.0,2003-03-01
CITROEN,JUMPER II COMBI MOYEN 15Q 2.8HDi,MCT5503EL707,ZBPMRB,GO,9,93.5,M 5,10.6,8.5,9.3,246.0,2003-03-01
CITROEN,JUMPER II COMBI MOYEN 15Q 2.8HDi,MCT5503EM708,ZBPMRBH,GO,10,93.5,M 5,10.9,8.8,9.6,254.0,2003-03-01
CITROEN,JUMPER II COMBI MOYEN 15Q 2.8HDi 4X4,MCT6503ER710,ZBPWRB,GO,10,93.5,M 5,11.1,9.0,9.8,261.0,2003-03-01
CITROEN,JUMPER II COMBI MOYEN 15Q 2.8HDi BVA,MCT7503EW712,ZBPAPBH,GO,11,93.5,A 4,13.9,10.2,11.5,307.0,2003-03-01
CITROEN,JUMPER II COMBI MOYEN 15Q 2.8HDi BVA,MCT7503EX713,ZBPARB,GO,10,93.5,A 4,13.4,9.8,11.1,295.0,2003-03-01
CITROEN,JUMPER II COMBI MOYEN 15Q 2.8HDi BVA,MCT7503EY714,ZBPARBH,GO,11,93.5,A 4,13.7,10.0,11.3,301.0,2003-03-01
CITROEN,JUMPY 1.9D,MCT5103JB671,BDWJYB,GO,6,51.0,M 5,10.1,6.6,7.9,211.0,2003-03-01
CITROEN,JUMPY 1.9D,MCT5103JA246,BDWJZA,GO,6,51.0,M 5,10.1,6.6,7.9,211.0,2003-03-01
CITROEN,JUMPY 1.9D,MCT5103JC672,BEWJYB,GO,6,51.0,M 5,10.1,6.6,7.9,211.0,2003-03-01
CITROEN,JUMPY 1.9D,MCT5103JC248,BEWJZA,GO,6,51.0,M 5,10.1,6.6,7.9,211.0,2003-03-01
CITROEN,JUMPY 2.0HDi,MCT5303JZ542,BARHWB,GO,7,80.0,M 5,8.9,6.0,7.0,186.0,2003-03-01
CITROEN,JUMPY 2.0HDi,MCT5303J0543,BBRHWB,GO,7,80.0,M 5,8.9,6.0,7.0,186.0,2003-03-01
CITROEN,JUMPY 2.0HDi,MCT5303JP726,BCRHWB,GO,7,80.0,M 5,8.9,6.0,7.0,186.0,2003-03-01
CITROEN,JUMPY 2.0HDi,MCT5303JQ727,BCRHZB,GO,7,80.0,M 5,8.7,5.6,6.7,180.0,2003-03-01
CITROEN,JUMPY 2.0HDi,MCT5303J1544,BDRHWB,GO,7,80.0,M 5,8.9,6.0,7.0,186.0,2003-03-01
CITROEN,JUMPY 2.0HDi,MCT5203J2458,BDRHXA,GO,6,69.0,M 5,8.4,5.8,6.8,182.0,2003-03-01
CITROEN,JUMPY 2.0HDi,MCT5203JN673,BDRHXB,GO,7,69.0,M 5,8.7,5.9,7.0,187.0,2003-03-01
CITROEN,JUMPY 2.0HDi,MCT5303JG462,BDRHZA,GO,7,80.0,M 5,7.9,5.4,6.4,171.0,2003-03-01
CITROEN,JUMPY 2.0HDi,MCT5303JH682,BDRHZB,GO,7,80.0,M 5,8.7,5.6,6.7,180.0,2003-03-01
CITROEN,JUMPY 2.0HDi,MCT5303JK721,BERHWB,GO,7,80.0,M 5,8.9,6.0,7.0,186.0,2003-03-01
CITROEN,JUMPY 2.0HDi,MCT5203J3459,BERHXA,GO,6,69.0,M 5,8.4,5.8,6.8,182.0,2003-03-01
CITROEN,JUMPY 2.0HDi,MCT5203JB722,BERHXB,GO,7,69.0,M 5,8.7,5.9,7.0,187.0,2003-03-01
CITROEN,JUMPY 2.0HDi,MCT5303JH463,BERHZA,GO,7,80.0,M 5,7.9,5.4,6.4,171.0,2003-03-01
CITROEN,JUMPY 2.0HDi,MCT5303JM723,BERHZB,GO,7,80.0,M 5,8.7,5.6,6.7,180.0,2003-03-01
CITROEN,JUMPY 2.0i 16V,MCT1503JH516,BARFNC/IF,ES,9,100.0,M 5,12.0,7.3,9.0,216.0,2003-03-01
CITROEN,JUMPY 2.0i 16V,MCT1503JJ517,BBRFNC/IF,ES,9,100.0,M 5,12.0,7.3,9.0,216.0,2003-03-01
CITROEN,JUMPY 2.0i 16V,MCT1503JV724,BCRFNC/IF,ES,9,100.0,M 5,12.0,7.3,9.0,216.0,2003-03-01
CITROEN,JUMPY 2.0i 16V,MCT3503J2725,BCRFNF/IF,ES,9,100.0,A 4,13.5,7.6,9.7,232.0,2003-03-01
CITROEN,JUMPY 2.0i 16V,MCT1503JJ518,BDRFNC/IF,ES,9,100.0,M 5,12.0,7.3,9.0,216.0,2003-03-01
CITROEN,JUMPY 2.0i 16V,MCT1503JQ719,BERFNC/IF,ES,9,100.0,M 5,12.0,7.3,9.0,216.0,2003-03-01
CITROEN,JUMPY 2.0i 16V BVA,MCT3503J9538,BARFNF/IF,ES,9,100.0,A 4,13.5,7.6,9.7,232.0,2003-03-01
CITROEN,JUMPY 2.0i 16V BVA,MCT3503JA539,BBRFNF/IF,ES,9,100.0,A 4,13.5,7.6,9.7,232.0,2003-03-01
CITROEN,JUMPY 2.0i 16V BVA,MCT3503JB540,BDRFNF/IF,ES,9,100.0,A 4,13.5,7.6,9.7,232.0,2003-03-01
CITROEN,JUMPY 2.0i 16V BVA,MCT3503JX720,BERFNF/IF,ES,9,100.0,A 4,13.5,7.6,9.7,232.0,2003-03-01
CITROEN,SAXO 3P 1.1i,MCT1001B9728,S0HFXB,ES,4,44.1,M 5,8.0,5.0,6.1,145.0,2003-03-01
CITROEN,SAXO 3P 1.4i,MCT1101BW511,S0KFWB,ES,5,55.0,M 5,8.2,5.0,6.2,148.0,2003-03-01
CITROEN,SAXO 3P 1.4i BVA,MCT3101BQ596,S0KFWL,ES,6,55.0,A 3,9.8,6.2,7.5,177.0,2003-03-01
CITROEN,SAXO 3P 1.4i VTS,MCT1101BX512,S6KFWB,ES,5,55.0,M 5,8.4,5.2,6.4,152.0,2003-03-01
CITROEN,SAXO 3P 1.5D,MCT5001BL534,S0VJXB,GO,4,42.0,M 5,6.8,4.3,5.2,138.0,2003-03-01
CITROEN,SAXO 3P 1.6i 16V VTS,MCT1401B7564,S6NFXB,ES,8,87.0,M 5,12.6,6.2,8.5,201.0,2003-03-01
CITROEN,SAXO 3P 1.6i VTS,MCT1301B5536,S6NFTB,ES,6,72.0,M 5,8.8,5.5,6.7,159.0,2003-03-01
CITROEN,SAXO 5P 1.1i,MCT1002BC729,S1HFXB,ES,4,44.1,M 5,8.0,5.0,6.1,145.0,2003-03-01
CITROEN,SAXO 5P 1.4i,MCT1102B0513,S1KFWB,ES,5,55.0,M 5,8.2,5.0,6.2,148.0,2003-03-01
CITROEN,SAXO 5P 1.4i BVA,MCT3102BT597,S1KFWL,ES,6,55.0,A 3,9.8,6.2,7.5,177.0,2003-03-01
CITROEN,SAXO 5P 1.5D,MCT5002BP535,S1VJXB,GO,4,42.0,M 5,6.8,4.3,5.2,138.0,2003-03-01
CITROEN,XSARA 3P 1.4i,MCT1101G7553,N0KFWB,ES,5,55.0,M 5,9.2,5.4,6.7,159.0,2003-03-01
CITROEN,XSARA 3P 1.6i,MCT1301GU556,N0NFUB,ES,7,80.0,M 5,9.3,5.5,6.9,160.0,2003-03-01
CITROEN,XSARA 3P 1.6i BVA,MCT3301G6587,N0NFUN,ES,7,80.0,A 4,10.9,5.6,7.6,180.0,2003-03-01
CITROEN,XSARA 3P 1.9D,MCT5101GD547,N0WJYB,GO,5,51.0,M 5,8.3,5.0,6.2,164.0,2003-03-01
CITROEN,XSARA 3P 2.0HDi,MCT5201GQ550,N0RHYB,GO,5,66.0,M 5,7.3,4.2,5.4,141.0,2003-03-01
CITROEN,XSARA 3P 2.0HDi,MCT5301GP636,N0RHZB,GO,6,80.0,M 5,7.0,4.2,5.2,138.0,2003-03-01
CITROEN,XSARA 3P 2.0HDi BVA,MCT7301GW637,N0RHZN,GO,6,80.0,A 4,8.1,4.5,5.8,154.0,2003-03-01
CITROEN,XSARA 3P 2.0i 16V,MCT1501GH559,N0RFN1/IF,ES,8,100.0,M 5,11.4,5.6,7.7,184.0,2003-03-01
CITROEN,XSARA 3P 2.0i 16V,MCT1701GP546,N0RFSB,ES,11,120.0,M 5,13.6,6.8,9.3,215.0,2003-03-01
CITROEN,XSARA 3P 2.0i 16V BVA,MCT3501GC609,N0RFNN,ES,9,100.0,A 4,12.3,6.0,8.4,197.0,2003-03-01
CITROEN,XSARA 5P 1.4i,MCT1102GA554,N1KFWB,ES,5,55.0,M 5,9.2,5.4,6.7,159.0,2003-03-01
CITROEN,XSARA 5P 1.6i,MCT1302GX557,N1NFUB,ES,7,80.0,M 5,9.3,5.5,6.9,160.0,2003-03-01
CITROEN,XSARA 5P 1.6i BVA,MCT3302G9588,N1NFUN,ES,7,80.0,A 4,10.9,5.6,7.6,180.0,2003-03-01
CITROEN,XSARA 5P 1.9D,MCT5102GG548,N1WJYB,GO,5,51.0,M 5,8.3,5.0,6.2,164.0,2003-03-01
CITROEN,XSARA 5P 2.0HDi,MCT5202GT551,N1RHYB,GO,5,66.0,M 5,7.3,4.2,5.4,141.0,2003-03-01
CITROEN,XSARA 5P 2.0HDi,MCT5302GT638,N1RHZB,GO,6,80.0,M 5,7.0,4.2,5.2,138.0,2003-03-01
CITROEN,XSARA 5P 2.0HDi BVA,MCT7302G0639,N1RHZN,GO,6,80.0,A 4,8.1,4.5,5.8,154.0,2003-03-01
CITROEN,XSARA 5P 2.0i 16V,MCT1502GK560,N1RFN1/IF,ES,8,100.0,M 5,11.4,5.6,7.7,184.0,2003-03-01
CITROEN,XSARA 5P 2.0i 16V BVA,MCT3502GF610,N1RFNN,ES,9,100.0,A 4,12.3,6.0,8.4,197.0,2003-03-01
CITROEN,XSARA BREAK 1.4i,MCT1104GF555,N2KFWB,ES,5,55.0,M 5,9.2,5.4,6.7,159.0,2003-03-01
CITROEN,XSARA BREAK 1.6i,MCT1304G2558,N2NFUB,ES,7,80.0,M 5,9.3,5.5,6.9,160.0,2003-03-01
CITROEN,XSARA BREAK 1.6i BVA,MCT3304GE589,N2NFUN,ES,7,80.0,A 4,10.9,5.6,7.6,180.0,2003-03-01
CITROEN,XSARA BREAK 1.9D,MCT5104GL549,N2WJYB,GO,5,51.0,M 5,8.3,5.0,6.2,164.0,2003-03-01
CITROEN,XSARA BREAK 2.0HDi,MCT5204GY552,N2RHYB,GO,5,66.0,M 5,7.5,4.3,5.5,144.0,2003-03-01
CITROEN,XSARA BREAK 2.0HDi,MCT5304GZ640,N2RHZB,GO,6,80.0,M 5,7.1,4.3,5.3,141.0,2003-03-01
CITROEN,XSARA BREAK 2.0HDi BVA,MCT7304G6641,N2RHZN,GO,6,80.0,A 4,8.2,4.6,5.9,156.0,2003-03-01
CITROEN,XSARA BREAK 2.0i 16V,MCT1504GP561,N2RFN1/IF,ES,8,100.0,M 5,11.4,5.6,7.7,184.0,2003-03-01
CITROEN,XSARA BREAK 2.0i 16V BVA,MCT3504GK611,N2RFNN,ES,9,100.0,A 4,12.4,6.1,8.5,200.0,2003-03-01
CITROEN,XSARA PICASSO 1.6i,MCT1206LN508,CHNFVB,ES,6,70.0,M 5,10.0,6.1,7.5,178.0,2003-03-01
CITROEN,XSARA PICASSO 1.6i,MCT1206LT744,CHNFVK,ES,6,70.0,M 5,10.0,6.1,7.5,178.0,2003-03-01
CITROEN,XSARA PICASSO 1.8i,MCT1406L6676,CH6FZB,ES,7,85.0,M 5,10.7,6.0,7.7,184.0,2003-03-01
CITROEN,XSARA PICASSO 2.0HDi,MCT5206LS501,CHRHYB,GO,5,66.0,M 5,7.0,4.6,5.5,147.0,2003-03-01
DAEWOO,KALOS 1.2L SHOC,MD21102P8047,KLASSH2222,ES,5,53.0,M 5,8.4,5.5,6.6,159.0,2003-03-01
DAEWOO,KALOS 1.4L DOHC,MD21202PK049,KLASSH3233,ES,6,69.0,M 5,8.6,6.1,7.0,171.0,2003-03-01
DAEWOO,KALOS SE / SE PACK,MDW1212PA044,KLASSH1211,ES,6,61.0,M 5,10.2,6.0,7.5,175.0,2003-03-01
DAEWOO,KALOS SE / SE PACK,MD21202P8001,KLASSH1211,ES,6,61.0,M 5,10.2,6.0,7.5,175.0,2003-03-01
DAEWOO,KLAOS 1.4L DOHC BVA,MD23202PS051,KLASSH3234,ES,6,69.0,A 4,10.5,6.0,7.6,178.0,2003-03-01
DAEWOO,KORANDO 2.9 SELTD / SLTD,MDW6403HB987,KJH0M51BL2?1D,GO,8,88.0,M 5,11.4,6.5,8.3,220.0,2003-03-01
DAEWOO,MATIZ,MDW1012FH045,KLYAMH1111,ES,4,37.5,M 5,7.9,5.1,6.1,160.0,2003-03-01
DAEWOO,MATIZ,MDW1002FC756,KLYAMH1221,ES,4,37.5,M 5,7.9,5.1,6.1,160.0,2003-03-01
DAEWOO,MATIZ,MD21002DE003,KLYAMH1111,ES,4,37.5,M 5,7.9,5.1,6.1,160.0,2003-03-01
DAEWOO,MATIZ,MD21002DF004,KLYAMH2122,ES,5,46.5,M 5,8.2,5.3,6.4,158.0,2003-03-01
DAEWOO,MUSSO 2.9 SELTD,MDW6414GW097,FJRWD21L1ELMCL,GO,9,88.0,M 5,11.6,7.2,8.8,230.0,2003-03-01
DAEWOO,MUSSO 2.9 SELTD,MDW6414GX098,FJRWD21L1ELMCN,GO,9,88.0,M 5,11.6,7.2,8.8,230.0,2003-03-01
DAEWOO,MUSSO 2.9 SELTD,MDW6414GX073,FJWD21L1ELMCL,GO,9,88.0,M 5,11.6,7.2,8.8,230.0,2003-03-01
DAEWOO,MUSSO 2.9 SELTD,MDW6414GY074,FJWD21L1ELMCN,GO,9,88.0,M 5,11.6,7.2,8.8,230.0,2003-03-01
DAEWOO,MUSSO 2.9 SELTD,MDW6404GD212,FJWD21L1GLBBL,GO,9,88.0,M 5,12.0,7.6,9.2,245.0,2003-03-01
DAEWOO,MUSSO 2.9 SELTD BVA,MDW8414G6101,FJRWD21L1FLAEL,GO,10,88.0,A 4,14.5,9.3,11.1,305.0,2003-03-01
DAEWOO,MUSSO 2.9 SELTD BVA,MDW8414G7102,FJRWD21L1FLAEN,GO,10,88.0,A 4,14.5,9.3,11.1,305.0,2003-03-01
DAEWOO,MUSSO 2.9 SELTD BVA,MDW8414G5075,FJWD21L1FLAEL,GO,10,88.0,A 4,14.5,9.3,11.1,305.0,2003-03-01
DAEWOO,MUSSO 2.9 SELTD BVA,MDW8414G6076,FJWD21L1FLAEN,GO,10,88.0,A 4,14.5,9.3,11.1,305.0,2003-03-01
DAEWOO,MUSSO 2.9 SELTD BVA,MDW8404GL214,FJWD21L1HLEDL,GO,10,88.0,A 4,14.2,9.1,11.0,290.0,2003-03-01
DAEWOO,MUSSO 3.2 SELi BVA,MDW4914GS085,FJRW921L1BMABL,ES,18,162.0,A 4,20.4,14.1,16.4,382.0,2003-03-01
DAEWOO,MUSSO 3.2 SELi BVA,MDW4914GT086,FJRW921L1BMABN,ES,18,162.0,A 4,20.4,14.1,16.4,382.0,2003-03-01
DAEWOO,REXTON RX290 / RX290 PACK,MDW6404M0944,RJRDDAD13,GO,9,88.0,M 5,12.5,7.2,9.3,244.0,2003-03-01
DAEWOO,REXTON RX290 / RX290 PACK BVA,MDW8404M4942,RJRDDAD16,GO,10,88.0,A 4,15.4,9.3,11.3,302.0,2003-03-01
DAEWOO,REXTON RX320 BVA,MDW4904ML946,RJRG9A914,ES,17,162.0,A 4,19.3,12.7,15.1,352.0,2003-03-01
DAEWOO,REZZO 1.6L SX,MDW1204KU806,KLAUUW3176,ES,7,66.0,M 5,11.0,6.7,8.3,208.0,2003-03-01
DAEWOO,REZZO 1.6L SX,MD21204KF045,KLAUUW3176,ES,7,66.0,M 5,11.0,6.7,8.3,208.0,2003-03-01
DAEWOO,REZZO 2.0L CDX,MDW1404K2733,KLAUUW2152,ES,9,89.0,M 5,12.0,7.2,9.0,236.0,2003-03-01
DAEWOO,REZZO 2.0L CDX,MD21404KW042,KLAUUW2152,ES,9,89.0,M 5,12.0,7.2,9.0,236.0,2003-03-01
DAEWOO,REZZO 2.0L CDX BVA,MDW3404K9734,KLAUUW2155,ES,9,89.0,A 4,15.1,8.2,10.8,265.0,2003-03-01
DAEWOO,REZZO 2.0L CDX BVA,MD23404K3043,KLAUUW2155,ES,9,89.0,A 4,15.1,8.2,10.8,265.0,2003-03-01
DAIHATSU,SIRION 1.3L 4WD,MJD2302HK093,M1M111GMSAW,ES,6,75.0,M 5,8.1,5.2,6.3,149.0,2003-03-01
DAIHATSU,SIRION 1.3L BVA,MJD3302HS123,M1M101GQSAW,ES,6,75.0,A 4,8.6,5.0,6.3,149.0,2003-03-01
DAIHATSU,SIRION 1.3L S ou X,MJD1302HF091,M1M101GMSAW,ES,6,75.0,M 5,7.6,4.6,5.7,135.0,2003-03-01
DAIHATSU,TERIOS II S ou X,MJD2204FF096,J122,ES,6,63.0,M 5,9.4,6.8,7.7,183.0,2003-03-01
DAIHATSU,TERIOS II X BVA,MJD4204FY098,J124,ES,7,63.0,A 4,10.8,7.2,8.4,200.0,2003-03-01
DAIHATSU,YRV 4WD,MJD2204L8108,M231,ES,5,64.0,M 5,8.3,5.5,6.6,152.0,2003-03-01
DAIHATSU,YRV S ou X,MJD1204L2105,M222,ES,5,64.0,M 5,7.8,5.1,6.1,145.0,2003-03-01
DAIHATSU,YRV TURBO BVA,MJD3504LP128,M241,ES,8,95.0,A 4,9.4,5.6,7.0,165.0,2003-03-01
DAIHATSU,YRV X BVA,MJD3204LA107,M224,ES,6,64.0,A 4,8.9,5.5,6.7,156.0,2003-03-01
DAIMLER,DAIMLER SUPER V8 4PL EPT LONG,MDA3902AV052,NBW5AB24DDD2,ES,28,267.0,A 5,18.0,9.5,12.6,305.0,2003-03-01
DAIMLER,DAIMLER SUPER V8 4PL EPT LONG,MDA3902AU051,NBW5AB24DDDY,ES,28,267.0,A 5,18.0,9.5,12.6,305.0,2003-03-01
DAIMLER,DAIMLER SUPER V8 5PL EPT LONG,MDA3902AX054,NBW5AB25DDD2,ES,28,267.0,A 5,18.0,9.5,12.6,305.0,2003-03-01
DAIMLER,DAIMLER SUPER V8 5PL EPT LONG,MDA3902AW053,NBW5AB25DDDY,ES,28,267.0,A 5,18.0,9.5,12.6,305.0,2003-03-01
DAIMLER,DAIMLER SUPER V8 EPT COURT,MDA3902AP046,NAW5AB25DDD1,ES,28,267.0,A 5,18.0,9.5,12.6,305.0,2003-03-01
DAIMLER,DAIMLER SUPER V8 EPT COURT,MDA3902AP045,NAW5AB25DDDX,ES,28,267.0,A 5,18.0,9.5,12.6,305.0,2003-03-01
DAIMLER,DAIMLER V8 4PL EPT LONG,MDA3902AQ047,NBWYAB24CCCU,ES,20,209.0,A 5,17.2,8.9,11.9,287.0,2003-03-01
DAIMLER,DAIMLER V8 4PL EPT LONG,MDA3902AR048,NBWYAB24CCCW,ES,20,209.0,A 5,17.2,8.9,11.9,287.0,2003-03-01
