marque,modele_version,cnit,mine,energie,puissance_fiscale,puissance_reelle,bv,urb,ex-urb,mixte,co2,immat
VOLKSWAGEN,CADDY COMBI (75ch) 5PL,MVW11B4DS290,9KVSLAUAX01SGFM585010L,ES,6,55.0,M 5,9.9,6.7,7.9,190.0,2003-03-01
VOLKSWAGEN,CADDY COMBI (75ch) 5PL,MVW11H4DU638,9KVSLAUAX01SGFM585010L0GG,ES,6,55.0,M 5,9.9,6.7,7.9,190.0,2003-03-01
VOLKSWAGEN,CADDY COMBI (75ch) 5PL,MVW11E4DA172,9KVSLAUAX01SGFM585051K,ES,6,55.0,M 5,9.8,6.6,7.8,187.0,2003-03-01
VOLKSWAGEN,CADDY COMBI (75ch) 5PL,MVW11H4DV639,9KVSLAUAX01SGFM585051K0GG,ES,6,55.0,M 5,9.8,6.6,7.8,187.0,2003-03-01
VOLKSWAGEN,CADDY COMBI (75ch) 5PL,MVW11E4DB173,9KVSLAUAX01SGFM585051L,ES,6,55.0,M 5,9.9,6.7,7.9,190.0,2003-03-01
VOLKSWAGEN,CADDY COMBI (75ch) 5PL,MVW11H4DW640,9KVSLAUAX01SGFM585051L0GG,ES,6,55.0,M 5,9.9,6.7,7.9,190.0,2003-03-01
VOLKSWAGEN,CADDY COMBI (75ch) 5PL,MVW10B4D0518,9KVSLAUDX01SGFM585010K,ES,5,44.0,M 5,10.1,6.8,8.0,192.0,2003-03-01
VOLKSWAGEN,CADDY COMBI (75ch) 5PL,MVW10H4DW641,9KVSLAUDX01SGFM585010K0GG,ES,5,44.0,M 5,10.1,6.8,8.0,192.0,2003-03-01
VOLKSWAGEN,CADDY COMBI (75ch) 5PL,MVW10E4DB174,9KVSLAUDX01SGFM585051K,ES,5,44.0,M 5,10.1,6.8,8.0,192.0,2003-03-01
VOLKSWAGEN,CADDY COMBI (75ch) 5PL,MVW10H4DX642,9KVSLAUDX01SGFM585051K0GG,ES,5,44.0,M 5,10.1,6.8,8.0,192.0,2003-03-01
VOLKSWAGEN,CADDY COMBI SDI (64ch) 5PL,MVW50B4D8292,9KVSLAYQX01SGFM52K030L,GO,5,47.0,M 5,7.5,5.0,5.9,159.0,2003-03-01
VOLKSWAGEN,CADDY COMBI SDI (64ch) 5PL,MVW50H4D2643,9KVSLAYQX01SGFM52K030L0GE,GO,5,47.0,M 5,7.5,5.0,5.9,159.0,2003-03-01
VOLKSWAGEN,CADDY COMBI TDI (90ch) 5PL,MVW52B4DU287,9KVSLALHX01SGFM52J022L,GO,6,66.0,M 5,7.2,4.7,5.6,151.0,2003-03-01
VOLKSWAGEN,CADDY COMBI TDI (90ch) 5PL,MVW52H4DW635,9KVSLALHX01SGFM52J022L0GE,GO,6,66.0,M 5,7.2,4.7,5.6,151.0,2003-03-01
VOLKSWAGEN,CADDY COMBI TDI (90ch) 5PL,MVW52B4DV288,9KVSLALHX01SGFM52J022M,GO,6,66.0,M 5,7.3,4.8,5.7,154.0,2003-03-01
VOLKSWAGEN,CADDY COMBI TDI (90ch) 5PL,MVW52H4DX636,9KVSLALHX01SGFM52J022M0GE,GO,6,66.0,M 5,7.3,4.8,5.7,154.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE (115ch),MVW1494PS709,7DBAVTBNX0N1P00J2SGFM52B009Q,ES,10,85.0,M 5,16.8,9.3,12.0,288.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE (115ch),MVW1494PT710,7DBAVTBNX0N1P00J2SGFM52B009R,ES,10,85.0,M 5,17.0,9.5,12.2,293.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE (115ch),MVW1494P7724,7DBAVTBNX0N1P40J2SGFM52B009Q,ES,10,85.0,M 5,16.8,9.3,12.0,288.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE (115ch),MVW1494P8725,7DBAVTBNX0N1P40J2SGFM52B009R,ES,10,85.0,M 5,17.0,9.5,12.2,293.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE (115ch),MVW14G4P0242,7DZAVTBNX0N1P00J2SGFM52B009Q,ES,10,85.0,M 5,16.8,9.3,12.0,288.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE (115ch),MVW14G4P1243,7DZAVTBNX0N1P00J2SGFM52B009R,ES,10,85.0,M 5,17.0,9.5,12.2,293.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE (115ch),MVW14G4P2244,7DZAVTBNX0N1P00J2SGFM52B009S,ES,10,85.0,M 5,17.0,9.5,12.2,293.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE (115ch),MVW14G4PC254,7DZAVTBNX0N1P40J2SGFM52B009Q,ES,10,85.0,M 5,16.8,9.3,12.0,288.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE (115ch),MVW14G4PD255,7DZAVTBNX0N1P40J2SGFM52B009R,ES,10,85.0,M 5,17.0,9.5,12.2,293.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE (115ch),MVW14G4PE256,7DZAVTBNX0N1P40J2SGFM52B009S,ES,10,85.0,M 5,17.0,9.5,12.2,293.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE (115ch) BVA,MVW3494PV706,7DBAVTBNX0N1P00J2AGFA41P008Q,ES,10,85.0,A 4,17.4,9.8,12.5,300.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE (115ch) BVA,MVW3494PW707,7DBAVTBNX0N1P00J2AGFA41P008R,ES,10,85.0,A 4,17.6,10.0,12.7,305.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE (115ch) BVA,MVW3494PX708,7DBAVTBNX0N1P00J2AGFA41P008S,ES,10,85.0,A 4,17.6,10.0,12.7,305.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE (115ch) BVA,MVW3494PA721,7DBAVTBNX0N1P40J2AGFA41P008Q,ES,10,85.0,A 4,17.4,9.8,12.5,300.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE (115ch) BVA,MVW3494PB722,7DBAVTBNX0N1P40J2AGFA41P008R,ES,10,85.0,A 4,17.6,10.0,12.7,305.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE (115ch) BVA,MVW3494PC723,7DBAVTBNX0N1P40J2AGFA41P008S,ES,10,85.0,A 4,17.6,10.0,12.7,305.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE (115ch) BVA,MVW34G4PZ239,7DZAVTBNX0N1P00J2AGFA41P008Q,ES,10,85.0,A 4,17.4,9.8,12.5,300.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE (115ch) BVA,MVW34G4P0240,7DZAVTBNX0N1P00J2AGFA41P008R,ES,10,85.0,A 4,17.6,10.0,12.7,305.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE (115ch) BVA,MVW34G4P1241,7DZAVTBNX0N1P00J2AGFA41P008S,ES,10,85.0,A 4,17.6,10.0,12.7,305.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE (115ch) BVA,MVW34G4PB251,7DZAVTBNX0N1P40J2AGFA41P008Q,ES,10,85.0,A 4,17.4,9.8,12.5,300.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE (115ch) BVA,MVW34G4PC252,7DZAVTBNX0N1P40J2AGFA41P008R,ES,10,85.0,A 4,17.6,10.0,12.7,305.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE (115ch) BVA,MVW34G4PD253,7DZAVTBNX0N1P40J2AGFA41P008S,ES,10,85.0,A 4,17.6,10.0,12.7,305.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE (115ch) SYNCRO,MVW2494PP738,7DBAVTBNX1N1P00J2SGAM52D011R,ES,10,85.0,M 5,17.0,10.0,12.6,302.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE (115ch) SYNCRO,MVW24G4PM324,7DBAVTBNX1N1P00J2SGAM52D011R,ES,10,85.0,M 5,17.0,9.8,12.4,298.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE (115ch) SYNCRO,MVW2494PP739,7DBAVTBNX1N1P00J2SGAM52D011S,ES,10,85.0,M 5,17.0,10.0,12.6,302.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE (115ch) SYNCRO,MVW24G4PN325,7DBAVTBNX1N1P00J2SGAM52D011S,ES,10,85.0,M 5,17.0,9.8,12.4,298.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE (115ch) SYNCRO,MVW24G4PP266,7DZAVTBNX1N1P00J2SGAM52D011R,ES,10,85.0,M 5,17.0,9.8,12.4,298.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE (115ch) SYNCRO,MVW24G4PQ267,7DZAVTBNX1N1P00J2SGAM52D011S,ES,10,85.0,M 5,17.0,9.8,12.4,298.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE (115ch) SYNCRO,MVW24G4PR268,7DZAVTBNX1N1P00J2SGAM52D011T,ES,10,85.0,M 5,17.2,10.0,12.6,302.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch),MVW5374PB789,7DBACVBNX0N1P00J2SGFM52G002Q,GO,7,75.0,M 5,9.7,6.6,7.7,208.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch),MVW5374PC790,7DBACVBNX0N1P00J2SGFM52G002R,GO,7,75.0,M 5,9.9,6.8,7.9,213.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch),MVW5374PD791,7DBACVBNX0N1P00J2SGFM52G002S,GO,7,75.0,M 5,9.9,6.8,7.9,213.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch),MVW5374PN801,7DBACVBNX0N1P40J2SGFM52G002Q,GO,7,75.0,M 5,9.7,6.6,7.7,208.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch),MVW5374PP802,7DBACVBNX0N1P40J2SGFM52G002R,GO,7,75.0,M 5,9.9,6.8,7.9,213.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch),MVW5374PP803,7DBACVBNX0N1P40J2SGFM52G002S,GO,7,75.0,M 5,9.9,6.8,7.9,213.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch) BVA,MVW7384PE918,7DBAUFBNX0N1P00J2AGFA41P017Q,GO,8,75.0,A 4,11.0,7.2,8.5,230.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch) BVA,MVW7384PF919,7DBAUFBNX0N1P00J2AGFA41P017R,GO,8,75.0,A 4,11.2,7.4,8.7,235.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch) BVA,MVW7384PG920,7DBAUFBNX0N1P00J2AGFA41P017S,GO,8,75.0,A 4,11.2,7.4,8.7,235.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch) BVA,MVW7384PK924,7DBAUFBNX0N1P40J2AGFA41P017Q,GO,8,75.0,A 4,11.0,7.2,8.5,230.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch) BVA,MVW7384PL925,7DBAUFBNX0N1P40J2AGFA41P017R,GO,8,75.0,A 4,11.2,7.4,8.7,235.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch) BVA,MVW7384PM926,7DBAUFBNX0N1P40J2AGFA41P017S,GO,8,75.0,A 4,11.2,7.4,8.7,235.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch) SYNCRO,MVW6374PZ810,7DBACVBNX1N1P00J2SGAM52G004R,GO,9,75.0,M 5,13.6,8.0,9.8,265.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch) SYNCRO,MVW6374P0811,7DBACVBNX1N1P00J2SGAM52G004S,GO,9,75.0,M 5,13.6,8.0,9.8,265.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch) SYNCRO,MVW63D4PA991,7DBAXLBNX1N1P00J2SGAM52G004R,GO,9,75.0,M 5,13.4,8.0,9.8,265.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch) SYNCRO,MVW63D4PB992,7DBAXLBNX1N1P00J2SGAM52G004S,GO,9,75.0,M 5,13.4,8.0,9.8,265.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch) SYNCRO,MVW53G4PF157,7DZACVBNX0N1P00J2SGFM52G002Q,GO,7,75.0,M 5,9.7,6.6,7.7,208.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch) SYNCRO,MVW53G4PG158,7DZACVBNX0N1P00J2SGFM52G002R,GO,7,75.0,M 5,9.9,6.8,7.9,213.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch) SYNCRO,MVW53G4PH159,7DZACVBNX0N1P00J2SGFM52G002S,GO,7,75.0,M 5,9.9,6.8,7.9,213.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch) SYNCRO,MVW53G4PL163,7DZACVBNX0N1P40J2SGFM52G002Q,GO,7,75.0,M 5,9.7,6.6,7.7,208.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch) SYNCRO,MVW53G4PM164,7DZACVBNX0N1P40J2SGFM52G002R,GO,7,75.0,M 5,9.9,6.8,7.9,213.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch) SYNCRO,MVW53G4PN165,7DZACVBNX0N1P40J2SGFM52G002S,GO,7,75.0,M 5,9.9,6.8,7.9,213.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch) SYNCRO,MVW63G4P2301,7DZAXLBNX1N1P00J2SGAM52G004R,GO,9,75.0,M 5,13.4,8.0,9.8,265.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch) SYNCRO,MVW63G4P3302,7DZAXLBNX1N1P00J2SGAM52G004S,GO,9,75.0,M 5,13.4,8.0,9.8,265.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch) SYNCRO,MVW63G4P4303,7DZAXLBNX1N1P00J2SGAM52G004T,GO,9,75.0,M 5,13.6,8.2,10.0,270.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE TDI (150ch),MVW57D4PE446,7DZAXGBNX0N1P00J2SGFM52G007Q,GO,9,111.0,M 5,9.4,6.1,7.3,197.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE TDI (150ch),MVW57D4PF447,7DZAXGBNX0N1P00J2SGFM52G007R,GO,10,111.0,M 5,9.6,6.3,7.5,203.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE TDI (150ch),MVW57D4PG448,7DZAXGBNX0N1P00J2SGFM52G007S,GO,10,111.0,M 5,9.6,6.3,7.5,203.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE TDI (150ch),MVW57D4PK452,7DZAXGBNX0N1P40J2SGFM52G007Q,GO,9,111.0,M 5,9.4,6.1,7.3,197.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE TDI (150ch),MVW57D4PL453,7DZAXGBNX0N1P40J2SGFM52G007R,GO,10,111.0,M 5,9.6,6.3,7.5,203.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE TDI (88ch),MVW5284PQ195,7DBAJTBNX0N1P00J2SGFM52B010Q,GO,7,65.0,M 5,9.9,6.7,7.9,213.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE TDI (88ch),MVW5284PR196,7DBAJTBNX0N1P00J2SGFM52B010R,GO,7,65.0,M 5,10.1,6.9,8.1,219.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE TDI (88ch),MVW5284PS197,7DBAJTBNX0N1P00J2SGFM52B010S,GO,7,65.0,M 5,10.1,6.9,8.1,219.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE TDI (88ch),MVW5284PW201,7DBAJTBNX0N1P40J2SGFM52B010Q,GO,7,65.0,M 5,9.9,6.7,7.9,213.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE TDI (88ch),MVW5284PX202,7DBAJTBNX0N1P40J2SGFM52B010R,GO,7,65.0,M 5,10.1,6.9,8.1,219.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE TDI (88ch),MVW5284PY203,7DBAJTBNX0N1P40J2SGFM52B010S,GO,7,65.0,M 5,10.1,6.9,8.1,219.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE V6 (204ch),MVW38B4PR365,7DZAMVBNX0N1P00J2AGFA41P008R,ES,15,150.0,A 4,17.7,10.2,13.0,312.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE V6 (204ch),MVW38B4PS366,7DZAMVBNX0N1P00J2AGFA41P008S,ES,15,150.0,A 4,17.7,10.2,13.0,312.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE V6 (204ch),MVW38B4PV369,7DZAMVBNX0N1P40J2AGFA41P008R,ES,15,150.0,A 4,17.7,10.2,13.0,312.0,2003-03-01
VOLKSWAGEN,CARAVELLE COURTE V6 (204ch),MVW38B4PW370,7DZAMVBNX0N1P40J2AGFA41P008S,ES,15,150.0,A 4,17.7,10.2,13.0,312.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE (115ch),MVW1494P4685,7DBAVTBNX0L1P00J2SGFM52B009Q,ES,10,85.0,M 5,16.8,9.3,12.0,288.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE (115ch),MVW1494P5686,7DBAVTBNX0L1P00J2SGFM52B009R,ES,10,85.0,M 5,17.0,9.5,12.2,293.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE (115ch),MVW1494P6687,7DBAVTBNX0L1P00J2SGFM52B009S,ES,10,85.0,M 5,17.0,9.5,12.2,293.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE (115ch),MVW14G4PK226,7DZAVTBNX0L1P00J2SGFM52B009Q,ES,10,85.0,M 5,16.8,9.3,12.0,288.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE (115ch),MVW14G4PL227,7DZAVTBNX0L1P00J2SGFM52B009R,ES,10,85.0,M 5,17.0,9.5,12.2,293.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE (115ch),MVW14G4PM228,7DZAVTBNX0L1P00J2SGFM52B009S,ES,10,85.0,M 5,17.0,9.5,12.2,293.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE (115ch) BVA,MVW3494P7682,7DBAVTBNX0L1P00J2AGFA41P008Q,ES,10,85.0,A 4,17.4,9.8,12.5,300.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE (115ch) BVA,MVW3494P8683,7DBAVTBNX0L1P00J2AGFA41P008R,ES,10,85.0,A 4,17.6,10.0,12.7,305.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE (115ch) BVA,MVW3494P9684,7DBAVTBNX0L1P00J2AGFA41P008S,ES,10,85.0,A 4,17.6,10.0,12.7,305.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE (115ch) BVA,MVW34G4PK224,7DZAVTBNX0L1P00J2AGFA41P008R,ES,10,85.0,A 4,17.6,10.0,12.7,305.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE (115ch) BVA,MVW34G4PL225,7DZAVTBNX0L1P00J2AGFA41P008S,ES,10,85.0,A 4,17.6,10.0,12.7,305.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE (115ch) SYNCRO,MVW2494PC726,7DBAVTBNX1L1P00J2SGAM52D011R,ES,10,85.0,M 5,17.0,10.0,12.6,302.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE (115ch) SYNCRO,MVW24G4PA312,7DBAVTBNX1L1P00J2SGAM52D011R,ES,10,85.0,M 5,17.0,9.8,12.4,298.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE (115ch) SYNCRO,MVW2494PD727,7DBAVTBNX1L1P00J2SGAM52D011S,ES,10,85.0,M 5,17.0,10.0,12.6,302.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE (115ch) SYNCRO,MVW24G4PB313,7DBAVTBNX1L1P00J2SGAM52D011S,ES,10,85.0,M 5,17.0,9.8,12.4,298.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE (115ch) SYNCRO,MVW2494PE728,7DBAVTBNX1L1P00J2SGAM52D011T,ES,10,85.0,M 5,17.2,10.2,12.8,307.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE (115ch) SYNCRO,MVW24G4PC314,7DBAVTBNX1L1P00J2SGAM52D011T,ES,10,85.0,M 5,17.2,10.0,12.6,302.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE (115ch) SYNCRO,MVW24G4PG257,7DZAVTBNX1L1P00J2SGAM52D011R,ES,10,85.0,M 5,17.0,9.8,12.4,298.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE (115ch) SYNCRO,MVW24G4PH258,7DZAVTBNX1L1P00J2SGAM52D011S,ES,10,85.0,M 5,17.0,9.8,12.4,298.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE (115ch) SYNCRO,MVW24G4PJ259,7DZAVTBNX1L1P00J2SGAM52D011T,ES,10,85.0,M 5,17.2,10.0,12.6,302.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE TDI (102ch),MVW5374P0778,7DBACVBNX0L1P00J2SGFM52G002Q,GO,7,75.0,M 5,9.7,6.6,7.7,208.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE TDI (102ch),MVW5374P1779,7DBACVBNX0L1P00J2SGFM52G002R,GO,7,75.0,M 5,9.9,6.8,7.9,213.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE TDI (102ch),MVW5374P2780,7DBACVBNX0L1P00J2SGFM52G002S,GO,7,75.0,M 5,9.9,6.8,7.9,213.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE TDI (102ch) BVA,MVW7384PA914,7DBAUFBNX0L1P00J2AGFA41P017R,GO,8,75.0,A 4,11.2,7.4,8.7,235.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE TDI (102ch) BVA,MVW7384PB915,7DBAUFBNX0L1P00J2AGFA41P017S,GO,8,75.0,A 4,11.2,7.4,8.7,235.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE TDI (102ch) BVA,MVW73G4PW197,7DZAUFBNX0L1P00J2AGFA41P017R,GO,8,75.0,A 4,11.2,7.4,8.7,235.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE TDI (102ch) BVA,MVW73G4PX198,7DZAUFBNX0L1P00J2AGFA41P017S,GO,8,75.0,A 4,11.2,7.4,8.7,235.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE TDI (102ch) BVA,MVW73G4PY199,7DZAUFBNX0L1P00J2AGFA41P017T,GO,8,75.0,A 4,11.4,7.6,8.9,240.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE TDI (102ch) BVA,MVW73G4P5206,7DZAUFBNX0N1P00J2AGFA41P017R,GO,8,75.0,A 4,11.2,7.4,8.7,235.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE TDI (102ch) BVA,MVW73G4P6207,7DZAUFBNX0N1P00J2AGFA41P017S,GO,8,75.0,A 4,11.2,7.4,8.7,235.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE TDI (102ch) BVA,MVW73G4P9210,7DZAUFBNX0N1P40J2AGFA41P017R,GO,8,75.0,A 4,11.2,7.4,8.7,235.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE TDI (102ch) BVA,MVW73G4PA211,7DZAUFBNX0N1P40J2AGFA41P017S,GO,8,75.0,A 4,11.2,7.4,8.7,235.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE TDI (102ch) SYNCRO,MVW6374PT804,7DBACVBNX1L1P00J2SGAM52G004R,GO,9,75.0,M 5,13.6,8.0,9.8,265.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE TDI (102ch) SYNCRO,MVW6374PU805,7DBACVBNX1L1P00J2SGAM52G004S,GO,9,75.0,M 5,13.6,8.0,9.8,265.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE TDI (102ch) SYNCRO,MVW6374PV806,7DBACVBNX1L1P00J2SGAM52G004T,GO,9,75.0,M 5,13.8,8.2,10.0,270.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE TDI (102ch) SYNCRO,MVW63D4PY979,7DBAXLBNX1L1P00J2SGAM52G004R,GO,9,75.0,M 5,13.4,8.0,9.8,265.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE TDI (102ch) SYNCRO,MVW63D4PZ980,7DBAXLBNX1L1P00J2SGAM52G004S,GO,9,75.0,M 5,13.4,8.0,9.8,265.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE TDI (102ch) SYNCRO,MVW63D4P0981,7DBAXLBNX1L1P00J2SGAM52G004T,GO,9,75.0,M 5,13.6,8.2,10.0,270.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE TDI (102ch) SYNCRO,MVW53G4P9151,7DZACVBNX0L1P00J2SGFM52G002R,GO,7,75.0,M 5,9.9,6.8,7.9,213.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE TDI (102ch) SYNCRO,MVW53G4PA152,7DZACVBNX0L1P00J2SGFM52G002S,GO,7,75.0,M 5,9.9,6.8,7.9,213.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE TDI (102ch) SYNCRO,MVW63G4PW295,7DZAXLBNX1L1P00J2SGAM52G004S,GO,9,75.0,M 5,13.4,8.0,9.8,265.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE TDI (102ch) SYNCRO,MVW63G4PX296,7DZAXLBNX1L1P00J2SGAM52G004T,GO,9,75.0,M 5,13.6,8.2,10.0,270.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE TDI (150ch),MVW57D4P8440,7DZAXGBNX0L1P00J2SGFM52G007R,GO,10,111.0,M 5,9.6,6.3,7.5,203.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE TDI (150ch),MVW57D4P9441,7DZAXGBNX0L1P00J2SGFM52G007S,GO,10,111.0,M 5,9.6,6.3,7.5,203.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE TDI (88ch),MVW5284P9189,7DBAJTBNX0L1P00J2SGFM52B010Q,GO,7,65.0,M 5,9.9,6.7,7.9,213.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE TDI (88ch),MVW5284PA190,7DBAJTBNX0L1P00J2SGFM52B010R,GO,7,65.0,M 5,10.1,6.9,8.1,219.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE TDI (88ch),MVW5284PB191,7DBAJTBNX0L1P00J2SGFM52B010S,GO,7,65.0,M 5,10.1,6.9,8.1,219.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE TDI (88ch),MVW52G4PV174,7DZAJTBNX0L1P00J2SGFM52B010R,GO,7,65.0,M 5,10.1,6.9,8.1,219.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE TDI (88ch),MVW52G4PW175,7DZAJTBNX0L1P00J2SGFM52B010S,GO,7,65.0,M 5,10.1,6.9,8.1,219.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE TDI (88ch),MVW52G4P1180,7DZAJTBNX0N1P00J2SGFM52B010Q,GO,7,65.0,M 5,9.9,6.7,7.9,213.0,2003-03-01
VOLKSWAGEN,CARAVELLE LONGUE TDI (88ch),MVW52G4P2181,7DZAJTBNX0N1P00J2SGFM52B010R,GO,7,65.0,M 5,10.1,6.9,8.1,219.0,2003-03-01
